ds,id_pais,pred_neutro,pred_kpi2,pred_kpi3,pred_kpi4
2018-01-01,DMA,72.43243959137394,72.43243959137394,72.43243959137394,72.43243959137394
2019-01-01,DMA,73.541357367973,73.541357367973,73.541357367973,73.541357367973
2019-12-31,DMA,66.3571668906115,66.2083614297472,66.21988202617058,-62383.85248396733
2020-12-31,DMA,65.8941234756619,65.75211853267152,65.7636391290949,-62384.109315526366
2021-12-31,DMA,65.6577283039901,65.52186150833447,65.53338210475785,-62384.23506157119
2022-12-31,DMA,65.36571494353065,65.2412970146762,65.25281761109959,-62384.3693970577
2023-12-31,DMA,65.1955308456407,65.07922206774425,65.09074266416764,-62384.414999851266
2024-12-31,DMA,65.3911504572956,65.2884384054544,65.29995900187778,-62384.06837387451
2025-12-31,DMA,65.43127506051385,65.34061623154797,65.35213682797135,-62384.021717893454
2000-01-01,DOM,69.4232,69.4232,69.4232,69.4232
2001-01-01,DOM,69.6416,69.6416,69.6416,69.6416
2002-01-01,DOM,69.92299999999999,69.92299999999999,69.92299999999999,69.92299999999999
2003-01-01,DOM,70.2649,70.2649,70.2649,70.2649
2004-01-01,DOM,70.33050000000001,70.33050000000001,70.33050000000001,70.33050000000001
2005-01-01,DOM,70.8752,70.8752,70.8752,70.8752
2006-01-01,DOM,71.1654,71.1654,71.1654,71.1654
2007-01-01,DOM,71.37099999999998,71.37099999999998,71.37099999999998,71.37099999999998
2008-01-01,DOM,71.6577,71.6577,71.6577,71.6577
2009-01-01,DOM,71.871,71.871,71.871,71.871
2010-01-01,DOM,72.09329999999999,72.09329999999999,72.09329999999999,72.09329999999999
