id_pais,year,densidad_poblacion
PAN,2001,41.5609496906107
PAN,2000,40.7631557707829
NIC,2020,55.0486455044042
NIC,2019,54.3917483795912
NIC,2018,53.7269569552933
NIC,2017,53.0566976898787
NIC,2016,52.3846601296327
NIC,2015,51.7137610104703
NIC,2014,51.0448230014958
NIC,2013,50.3777796243975
NIC,2012,49.713561575536
NIC,2011,49.0529749044374
NIC,2010,48.3966927040053
NIC,2009,47.7442080771148
NIC,2008,47.0951969419977
NIC,2007,46.4522685723783
NIC,2006,45.818156888815
NIC,2005,45.1943825826824
NIC,2004,44.5814359315273
NIC,2003,43.9763586504903
NIC,2002,43.3714808043876
NIC,2001,42.7569137443909
NIC,2000,42.1248961276384
MEX,2020,66.3251385066488
MEX,2019,65.626960055557
MEX,2018,64.914623318501
MEX,2017,64.1875181974845
MEX,2016,63.4447280022634
MEX,2015,62.6858977854369
MEX,2014,61.912671107796
MEX,2013,61.1266534633092
MEX,2012,60.327763574166
MEX,2011,59.5156603822115
MEX,2010,58.6913043030942
MEX,2009,57.8532812057923
MEX,2008,57.0052069240464
MEX,2007,56.1591105738316
MEX,2006,55.3307209547571
MEX,2005,54.5308258957278
MEX,2004,53.7642089559917
MEX,2003,53.0265799017464
MEX,2002,52.3083227449266
MEX,2001,51.5950266210551
MEX,2000,50.8757143959464
JAM,2020,273.422068328717
JAM,2019,272.232409972299
JAM,2018,270.992890120037
JAM,2017,269.69972299169
JAM,2016,268.351061865189
JAM,2015,266.945891043398
JAM,2014,265.478947368421
JAM,2013,263.962142197599
JAM,2012,262.431024930748
JAM,2011,260.935549399815
JAM,2010,259.50729455217
JAM,2009,258.156879039705
JAM,2008,256.866943674977
JAM,2007,255.607479224377
JAM,2006,254.331855955679
JAM,2005,253.000923361034
JAM,2004,251.617451523546
JAM,2003,250.178947368421
JAM,2002,248.646629732225
JAM,2001,246.971929824561
JAM,2000,245.124469067405
HND,2020,88.520940209134
HND,2019,87.1044329251944
HND,2018,85.6870408436858
HND,2017,84.2704084368576
HND,2016,82.8563231745464
HND,2015,81.4452051121637
HND,2014,80.039136652069
HND,2013,78.6354812762535
HND,2012,77.2248815801233
HND,2011,75.7947090892841
HND,2010,74.3361068906962
HND,2009,72.8463669675574
HND,2008,71.3285816426848
HND,2007,69.7874698364465
HND,2006,68.230360175172
HND,2005,66.6635266779873
HND,2004,65.0902940387881
HND,2003,63.5116900527304
HND,2002,61.929278755921
HND,2001,60.3441951917061
HND,2000,58.7586915720797
HTI,2020,413.734869375907
HTI,2019,408.674854862119
HTI,2018,403.598802612482
HTI,2017,398.489368650218
HTI,2016,393.322786647315
HTI,2015,388.082002902758
HTI,2014,382.765130624093
HTI,2013,377.382873730044
HTI,2012,371.949274310595
HTI,2011,366.484760522496
HTI,2010,361.005732946299
HTI,2009,355.516908563135
HTI,2008,350.020682148041
HTI,2007,344.533236574746
HTI,2006,339.07053701016
HTI,2005,333.646190130624
HTI,2004,328.268577648766
HTI,2003,322.935703918723
HTI,2002,317.639622641509
HTI,2001,312.36611030479
HTI,2000,307.104571843251
GUY,2020,3.99572771145542
GUY,2019,3.97650495300991
GUY,2018,3.95736347472695
GUY,2017,3.93811531623063
GUY,2016,3.91853187706375
GUY,2015,3.89856743713487
GUY,2014,3.87793243586487
GUY,2013,3.85715519431039
GUY,2012,3.83737871475743
GUY,2011,3.82031496062992
GUY,2010,3.80711201422403
GUY,2009,3.79841503683007
GUY,2008,3.79382778765558
GUY,2007,3.79211074422149
GUY,2006,3.79138938277877
GUY,2005,3.79048006096012
GUY,2004,3.78835153670307
GUY,2003,3.78532893065786
GUY,2002,3.78353568707137
GUY,2001,3.7856540513081
GUY,2000,3.79333502667005
GTM,2020,157.319270250093
GTM,2019,154.946117954461
GTM,2018,152.547125793206
GTM,2017,150.125214632325
GTM,2016,147.701474430758
GTM,2015,145.27266703994
GTM,2014,142.836095558044
GTM,2013,140.388027248973
GTM,2012,137.942721164614
GTM,2011,135.512458006719
GTM,2010,133.069120940649
GTM,2009,130.647536394177
GTM,2008,128.212943262411
GTM,2007,125.765369540873
GTM,2006,123.3046845838
GTM,2005,120.831392310564
GTM,2004,118.347405748414
GTM,2003,115.857913400523
GTM,2002,113.358697275103
GTM,2001,110.783547965659
GTM,2000,108.153798058977
GRD,2020,330.938235294118
GRD,2019,329.417647058824
GRD,2018,327.791176470588
GRD,2017,326.1
GRD,2016,324.302941176471
GRD,2015,322.361764705882
GRD,2014,320.294117647059
GRD,2013,318.152941176471
GRD,2012,316.035294117647
GRD,2011,314.076470588235
GRD,2010,312.432352941176
GRD,2009,311.138235294118
GRD,2008,310.167647058824
GRD,2007,309.361764705882
GRD,2006,308.641176470588
GRD,2005,307.817647058824
GRD,2004,306.9
GRD,2003,305.891176470588
GRD,2002,304.811764705882
GRD,2001,303.652941176471
GRD,2000,302.461764705882
SLV,2020,313.040588803089
SLV,2019,311.464768339768
SLV,2018,309.881274131274
SLV,2017,308.307142857143
SLV,2016,306.763368725869
SLV,2015,305.266457528958
SLV,2014,303.818725868726
SLV,2013,302.416795366795
SLV,2012,301.058011583012
SLV,2011,299.73778957529
SLV,2010,298.449662162162
SLV,2009,297.185231660232
SLV,2008,295.934700772201
SLV,2007,294.68194980695
SLV,2006,293.407094594595
SLV,2005,292.090926640927
SLV,2004,290.723986486486
SLV,2003,289.289333976834
SLV,2002,287.748021235521
SLV,2001,286.052171814672
SLV,2000,284.166505791506
ECU,2020,71.0382509260751
ECU,2019,69.9535231116122
ECU,2018,68.7886898051216
ECU,2017,67.5847801578354
ECU,2016,66.4000483169593
ECU,2015,65.2763005314866
ECU,2014,64.2286680624899
ECU,2013,63.2447777419874
ECU,2012,62.3051175712675
ECU,2011,61.3781808664841
ECU,2010,60.4409486229667
ECU,2009,59.4878885488807
ECU,2008,58.5268964406507
ECU,2007,57.5638347559994
ECU,2006,56.6088701884361
ECU,2005,55.6685416331132
ECU,2004,54.7446851344822
ECU,2003,53.8318489289741
ECU,2002,52.9210219036882
ECU,2001,51.9997584152037
ECU,2000,51.0594419391206
DOM,2020,224.547795487477
DOM,2019,222.292630925274
DOM,2018,219.978203270544
DOM,2017,217.617698199131
DOM,2016,215.229517698199
DOM,2015,212.827054440075
DOM,2014,210.415690333264
DOM,2013,207.994742289381
DOM,2012,205.566466570068
DOM,2011,203.130180086939
DOM,2010,200.685510246326
DOM,2009,198.235065203892
DOM,2008,195.77890705858
DOM,2007,193.31103291244
DOM,2006,190.823452701304
DOM,2005,188.310122127924
DOM,2004,185.767832746843
DOM,2003,183.198447526392
DOM,2002,180.603891533844
DOM,2001,177.98797350445
DOM,2000,175.353280894225
DMA,2020,95.988
DMA,2019,95.744
DMA,2018,95.5013333333333
DMA,2017,95.28
DMA,2016,95.076
DMA,2015,94.9
DMA,2014,94.788
DMA,2013,94.692
DMA,2012,94.6053333333333
DMA,2011,94.5493333333333
DMA,2010,94.5026666666667
DMA,2009,94.464
DMA,2008,94.4386666666667
DMA,2007,94.396
DMA,2006,94.2906666666667
DMA,2005,94.1066666666667
DMA,2004,93.8493333333333
DMA,2003,93.4693333333333
DMA,2002,93.12
DMA,2001,92.8946666666667
DMA,2000,92.8666666666667
CUB,2020,109.119614643545
CUB,2019,109.185780346821
CUB,2018,109.230693641619
CUB,2017,109.241377649326
CUB,2016,108.949519415609
CUB,2015,108.787483189241
CUB,2014,108.699375120169
CUB,2013,108.258702744195
CUB,2012,105.552907200255
CUB,2011,105.150248448949
CUB,2010,105.466300263059
CUB,2009,105.474549041714
CUB,2008,105.57097895528
CUB,2007,105.703842540398
CUB,2006,105.808897867143
CUB,2005,105.802198421646
CUB,2004,105.726614040034
CUB,2003,105.537453007519
CUB,2002,105.26989378701
CUB,2001,103.954152700186
CUB,2000,103.597979515829
CRI,2020,99.7672150411281
CRI,2019,98.8554837446142
CRI,2018,97.9131022326675
CRI,2017,96.9438895417156
CRI,2016,95.952526439483
CRI,2015,94.9433019976498
CRI,2014,93.9167645906776
CRI,2013,92.8733059146103
CRI,2012,91.8136114375245
CRI,2011,90.7380728554642
CRI,2010,89.6469056012534
CRI,2009,88.5377790834313
CRI,2008,87.4093811202507
CRI,2007,86.2637289463376
CRI,2006,85.1042107324716
CRI,2005,83.9307481394438
CRI,2004,82.7488444966706
CRI,2003,81.5521543282413
CRI,2002,80.3157461809636
CRI,2001,79.0065413239326
CRI,2000,77.6022130826479
COL,2020,45.8610941865705
COL,2019,45.3712870662461
COL,2018,44.7598521856692
COL,2017,44.0827796304642
COL,2016,43.4205029292474
COL,2015,42.8307048219919
COL,2014,42.332317260027
COL,2013,41.9067075259126
COL,2012,41.5283650292925
COL,2011,41.1561487156377
COL,2010,40.7595304191077
COL,2009,40.3335322217215
COL,2008,39.8873114015322
COL,2007,39.4209211356467
COL,2006,38.9372699414151
COL,2005,38.4386940063091
COL,2004,37.9233465525011
COL,2003,37.389699864804
COL,2002,36.8412465074358
COL,2001,36.2829707075259
COL,2000,35.7187607030194
CHL,2020,25.710001721513
CHL,2019,25.4891988508901
CHL,2018,25.1894551949344
CHL,2017,24.8414795866217
CHL,2016,24.4899641172135
CHL,2015,24.1675623913967
CHL,2014,23.8846061770038
CHL,2013,23.6324879090611
CHL,2012,23.4023001027528
CHL,2011,23.1779990639273
CHL,2010,22.9479444058897
CHL,2009,22.7107696777005
CHL,2008,22.4714672670443
CHL,2007,22.2319967398848
CHL,2006,21.9957002523092
CHL,2005,21.7646489996396
CHL,2004,21.5390487564758
CHL,2003,21.3167005589538
CHL,2002,21.094469370518
CHL,2001,20.8681159654191
CHL,2000,20.63441788652
CAN,2020,4.24257678524224
CAN,2019,4.19394931064213
CAN,2018,4.1341488959455
CAN,2017,4.07616632034255
CAN,2016,4.02756394169263
CAN,2015,3.98221511356196
CAN,2014,3.9526049038602
CAN,2013,3.91306695934121
CAN,2012,3.87193949310642
CAN,2011,3.83012473244929
CAN,2010,3.79282222363503
CAN,2009,3.75088477166589
CAN,2008,3.70830229800827
CAN,2007,3.66836147983568
CAN,2006,3.63290915600646
CAN,2005,3.5963894177628
CAN,2004,3.56258260750269
CAN,2003,3.52949755676983
CAN,2002,3.49782657917661
CAN,2001,3.45999560542028
CAN,2000,3.42261133957721
BRA,2020,25.4314248146119
BRA,2019,25.2507757706858
BRA,2018,25.0617146877176
BRA,2017,24.8660377787402
BRA,2016,24.6661405528024
BRA,2015,24.4637872780308
BRA,2014,24.2594337974717
BRA,2013,24.0527083777013
BRA,2012,23.843497715999
BRA,2011,23.6313989715415
BRA,2010,23.4159318939381
BRA,2009,23.1973267975889
BRA,2008,22.9752507136755
BRA,2007,22.7479373401259
BRA,2006,22.5130654667187
BRA,2005,22.2689627117995
BRA,2004,22.0152425061078
BRA,2003,21.752356864087
BRA,2002,21.4805594306867
BRA,2001,21.2004167195094
BRA,2000,20.9125880877803
BOL,2020,10.7754352441614
BOL,2019,10.6278057786393
BOL,2018,10.4801440044309
BOL,2017,10.3321822209914
BOL,2016,10.1835336471891
BOL,2015,10.0339075048463
BOL,2014,9.88324286901135
BOL,2013,9.73172251453891
BOL,2012,9.57968891350503
BOL,2011,9.42762946552202
BOL,2010,9.27591341272039
BOL,2009,9.12470229853226
BOL,2008,8.97392873626881
BOL,2007,8.82344502907782
BOL,2006,8.67298901504662
BOL,2005,8.52238622726853
BOL,2004,8.37168282100988
BOL,2003,8.22100987722699
BOL,2002,8.07054555524785
BOL,2001,7.92046893750577
BOL,2000,7.77094987538078
BLZ,2020,17.4318719859711
BLZ,2019,17.1131521262604
BLZ,2018,16.7939938623411
BLZ,2017,16.4741341516879
BLZ,2016,16.1507672073652
BLZ,2015,15.8231477422183
BLZ,2014,15.4917141604559
BLZ,2013,15.1559403770276
BLZ,2012,14.8181060938185
BLZ,2011,14.4776852257782
BLZ,2010,14.1370013152126
BLZ,2009,13.7946076282332
BLZ,2008,13.4512056115739
BLZ,2007,13.109644892591
BLZ,2006,12.7723805348531
BLZ,2005,12.4418237615081
BLZ,2004,12.122577816747
BLZ,2003,11.8118369136344
BLZ,2002,11.5031565103025
BLZ,2001,11.1822884699693
BLZ,2000,10.8421744848751
BRB,2020,668.304651162791
BRB,2019,667.490697674419
BRB,2018,666.604651162791
BRB,2017,665.648837209302
BRB,2016,664.646511627907
BRB,2015,663.551162790698
BRB,2014,662.383720930233
BRB,2013,661.148837209302
BRB,2012,659.762790697674
BRB,2011,658.109302325581
BRB,2010,656.118604651163
BRB,2009,653.737209302326
BRB,2008,651.037209302326
BRB,2007,648.141860465116
BRB,2006,645.290697674419
BRB,2005,642.604651162791
BRB,2004,640.193023255814
BRB,2003,637.979069767442
BRB,2002,635.867441860465
BRB,2001,633.706976744186
BRB,2000,631.420930232558
ARG,2020,16.580892611147
ARG,2019,16.4208266190179
ARG,2018,16.2585100979651
ARG,2017,16.0941907925267
ARG,2016,15.9281350828921
ARG,2015,15.7606327351655
ARG,2014,15.5916453818299
ARG,2013,15.421160233713
ARG,2012,15.2495426957383
ARG,2011,15.0771515955406
ARG,2010,14.904301546759
ARG,2009,14.792609320018
ARG,2008,14.6454874318977
ARG,2007,14.5008397005141
ARG,2006,14.3567141327662
ARG,2005,14.2116659175866
ARG,2004,14.0651553519032
ARG,2003,13.9174937607109
ARG,2002,13.7690944169782
ARG,2001,13.6207038429636
ARG,2000,13.4727703905082
ATG,2020,222.563636363636
ATG,2019,220.715909090909
ATG,2018,218.822727272727
ATG,2017,216.875
ATG,2016,214.818181818182
ATG,2015,212.661363636364
ATG,2014,210.368181818182
ATG,2013,207.977272727273
ATG,2012,205.470454545455
ATG,2011,202.840909090909
ATG,2010,200.068181818182
ATG,2009,197.143181818182
ATG,2008,194.077272727273
ATG,2007,190.975
ATG,2006,187.988636363636
ATG,2005,185.140909090909
ATG,2004,182.606818181818
ATG,2003,180.252272727273
ATG,2002,177.95
ATG,2001,175.481818181818
ATG,2000,172.743181818182
