id_pais,year,emisiones_co2
PRY,2009,0.741405323462213
PRY,2008,0.710374922000406
PRY,2007,0.620162280565119
PRY,2006,0.667995676069744
PRY,2005,0.635291843227784
PRY,2004,0.692777459745657
PRY,2003,0.699451792632866
PRY,2002,0.683302362633587
PRY,2001,0.665015855378026
PRY,2000,0.661256138692464
PAN,2020,
PAN,2019,3.1414549958525
PAN,2018,2.40850331387458
PAN,2017,2.46666234398687
PAN,2016,2.66777451330796
PAN,2015,2.69623957960461
PAN,2014,2.75804728945777
PAN,2013,2.67243948358562
PAN,2012,2.77406856886095
PAN,2011,2.69528028382682
PAN,2010,2.52286004505551
PAN,2009,2.43070053329156
PAN,2008,2.07610257844393
PAN,2007,2.16581139867506
PAN,2006,2.20834961717069
PAN,2005,2.13799557073345
PAN,2004,1.71593431046188
PAN,2003,1.72324827295265
PAN,2002,1.71789928772658
PAN,2001,2.0131788774165
PAN,2000,1.74238276783443
NIC,2020,
NIC,2019,0.80054959429675
NIC,2018,0.790348550431877
NIC,2017,0.858282657705677
NIC,2016,0.853430475468779
NIC,2015,0.846826582597812
NIC,2014,0.774899292217739
NIC,2013,0.737324174599635
NIC,2012,0.783949275176298
NIC,2011,0.808058902060806
NIC,2010,0.774374195600703
NIC,2009,0.764071156867399
NIC,2008,0.794009848545268
NIC,2007,0.840777158850207
NIC,2006,0.825208689961284
NIC,2005,0.797986014392411
NIC,2004,0.844372659067005
NIC,2003,0.861659269078533
NIC,2002,0.777878503572405
NIC,2001,0.763793914020127
NIC,2000,0.743690955968367
MEX,2020,
MEX,2019,3.52160004771504
MEX,2018,3.58639514036944
MEX,2017,3.77937243640135
MEX,2016,3.8376472078868
MEX,2015,3.87031654411988
MEX,2014,3.84063365932087
MEX,2013,4.00363013171093
MEX,2012,4.14797282537707
MEX,2011,4.13499337671968
MEX,2010,4.05695488188082
MEX,2009,3.98679088073827
MEX,2008,4.14699147057067
MEX,2007,4.18721158697224
MEX,2006,4.16790016519564
MEX,2005,4.07706420551511
MEX,2004,3.96211326223979
MEX,2003,3.92594099710505
MEX,2002,3.7960455904682
MEX,2001,3.777038683624
MEX,2000,3.83397971958399
JAM,2020,
JAM,2019,2.84573001224876
JAM,2018,2.93370729528097
JAM,2017,2.47188480543721
JAM,2016,2.6047384118946
JAM,2015,2.45241829628114
JAM,2014,2.50075041892628
JAM,2013,2.58858019714047
JAM,2012,2.44886931135648
JAM,2011,2.66460771519214
JAM,2010,2.66148223890201
JAM,2009,2.81847420915186
JAM,2008,3.45810672089846
JAM,2007,4.3421264851151
JAM,2006,4.37842692478934
JAM,2005,3.85401475168493
JAM,2004,3.87887477209287
JAM,2003,3.90855969119349
JAM,2002,3.80638603884445
JAM,2001,3.7686384970909
JAM,2000,3.78950826044996
HND,2020,
HND,2019,1.04862299152317
HND,2018,1.04823740091522
HND,2017,0.982074930075613
HND,2016,1.02148750873213
HND,2015,1.08966365772928
HND,2014,1.05632478236717
HND,2013,1.06495133565119
HND,2012,1.06935877023717
HND,2011,1.03883306621018
HND,2010,0.983472528977365
HND,2009,0.990089254626455
HND,2008,1.07631231507857
HND,2007,1.09367715800856
HND,2006,1.04397325361303
HND,2005,0.93444384102169
HND,2004,1.03804046830723
HND,2003,0.947043923991844
HND,2002,0.87888086179792
HND,2001,0.859015935041807
HND,2000,0.758991924873489
HTI,2020,
HTI,2019,0.294768413969466
HTI,2018,0.295778641945658
HTI,2017,0.30321331673819
HTI,2016,0.309963776220153
HTI,2015,0.306669880285593
HTI,2014,0.286282868228878
HTI,2013,0.254791238043795
HTI,2012,0.236076333064865
HTI,2011,0.267318267904751
HTI,2010,0.247253132139004
HTI,2009,0.203101721459232
HTI,2008,0.210437489324161
HTI,2007,0.215895461973782
HTI,2006,0.184059902145435
HTI,2005,0.184877283104829
HTI,2004,0.18458989949297
HTI,2003,0.203368312247395
HTI,2002,0.209043763358278
HTI,2001,0.185856117163696
HTI,2000,0.173680811531272
GUY,2020,
GUY,2019,3.64089285507658
GUY,2018,3.32474536707541
GUY,2017,3.1862005637256
GUY,2016,3.21508812203008
GUY,2015,2.71033422293028
GUY,2014,2.69855672114809
GUY,2013,2.60773023304085
GUY,2012,2.64764597796099
GUY,2011,2.4334168534928
GUY,2010,2.34845147707359
GUY,2009,2.17996623758105
GUY,2008,2.14243155780462
GUY,2007,2.1567978843355
GUY,2006,1.78204163400529
GUY,2005,1.98349945463615
GUY,2004,2.23939533251624
GUY,2003,2.17408226186199
GUY,2002,2.17511268932324
GUY,2001,2.20073375684039
GUY,2000,2.22306145023958
GTM,2020,
GTM,2019,1.16297092439764
GTM,2018,1.12069833790549
GTM,2017,1.02999746104839
GTM,2016,1.10502541881463
GTM,2015,1.04962808238077
GTM,2014,0.911388462727746
GTM,2013,0.864132971186284
GTM,2012,0.821948808791856
GTM,2011,0.808455575820994
GTM,2010,0.802261619093273
GTM,2009,0.846417111587036
GTM,2008,0.818091212012942
GTM,2007,0.920826904604491
GTM,2006,0.871846874161449
GTM,2005,0.890464914829786
GTM,2004,0.847650879491012
GTM,2003,0.848950174184037
GTM,2002,0.861904486746083
GTM,2001,0.82634429411792
GTM,2000,0.812786389641685
GRD,2020,
GRD,2019,2.94637607465065
GRD,2018,2.87126840839705
GRD,2017,2.61558157598129
GRD,2016,2.53938312209983
GRD,2015,2.46343631769966
GRD,2014,2.29568411386593
GRD,2013,2.95825160713903
GRD,2012,3.815657190408
GRD,2011,2.90300228854144
GRD,2010,2.73000265144784
GRD,2009,7.65689548228219
GRD,2008,2.74993591374067
GRD,2007,2.6620271449958
GRD,2006,2.4776533806939
GRD,2005,2.38873282501099
GRD,2004,2.20420528024385
GRD,2003,2.40377681413036
GRD,2002,2.31579754752771
GRD,2001,2.22777551771566
GRD,2000,2.04206657137023
SLV,2020,
SLV,2019,1.20863713626374
SLV,2018,1.06062540186638
SLV,2017,0.998728283051631
SLV,2016,1.12804366493264
SLV,2015,1.10669819597127
SLV,2014,1.04684199272133
SLV,2013,1.03094824227267
SLV,2012,1.08529731229831
SLV,2011,1.0916877975567
SLV,2010,1.05758894652223
SLV,2009,1.08482447902255
SLV,2008,1.12691820276473
SLV,2007,1.24962947003607
SLV,2006,1.19090793921404
SLV,2005,1.13018175975705
SLV,2004,1.10893434699098
SLV,2003,1.08607253477506
SLV,2002,0.996286744945138
SLV,2001,0.990382825985688
SLV,2000,0.956193433006167
ECU,2020,
ECU,2019,2.26146981694915
ECU,2018,2.34951743812269
ECU,2017,2.29664472037772
ECU,2016,2.41402712668391
ECU,2015,2.56106242995252
ECU,2014,2.6203886322938
ECU,2013,2.52745943048506
ECU,2012,2.39690854715275
ECU,2011,2.43376268412685
ECU,2010,2.48149471118533
ECU,2009,2.33511831130741
ECU,2008,2.18014360012339
ECU,2007,2.14317375988986
ECU,2006,2.14305334259547
ECU,2005,2.04110573784018
ECU,2004,1.92551113237968
ECU,2003,1.84447223391708
ECU,2002,1.8389366941133
ECU,2001,1.87771106633856
ECU,2000,1.73880499384794
DOM,2020,
DOM,2019,2.53562795178678
DOM,2018,2.38163633813877
DOM,2017,2.24005998196542
DOM,2016,2.36493746549374
DOM,2015,2.29437325655478
DOM,2014,2.11014429086853
DOM,2013,2.11878205322286
DOM,2012,2.18308163166175
DOM,2011,2.13079926652122
DOM,2010,2.13303256734042
DOM,2009,2.05289149115232
DOM,2008,2.17591753290558
DOM,2007,2.20904992653989
DOM,2006,2.20964374830124
DOM,2005,2.0544643579637
DOM,2004,1.92546754836795
DOM,2003,2.11630832457598
DOM,2002,2.39313024437283
DOM,2001,2.20733633467499
DOM,2000,2.20390760964322
DMA,2020,
DMA,2019,2.36742426732591
DMA,2018,2.37343983732358
DMA,2017,2.37895328558829
DMA,2016,2.52429645269829
DMA,2015,2.52897797193617
DMA,2014,2.53196617226593
DMA,2013,2.393725647899
DMA,2012,3.52340953293683
DMA,2011,2.53835750158728
DMA,2010,2.53961097609319
DMA,2009,7.05736224028907
DMA,2008,2.54133204129039
DMA,2007,2.54248071461442
DMA,2006,2.40391416312875
DMA,2005,2.2669310912967
DMA,2004,2.27314697918253
DMA,2003,1.99708996314008
DMA,2002,1.71821302001419
DMA,2001,2.1529761306713
DMA,2000,1.8664752333094
CUB,2020,
CUB,2019,2.28614606482985
CUB,2018,2.35576425673763
CUB,2017,2.31408498804535
CUB,2016,2.39697760941439
CUB,2015,2.57930015615077
CUB,2014,2.36050370035326
CUB,2013,2.5587797731109
CUB,2012,2.54861109439593
CUB,2011,2.45535356090678
CUB,2010,2.50404585658379
CUB,2009,2.40319711999679
CUB,2008,2.38053390703459
CUB,2007,2.46020020102678
CUB,2006,2.37806833959468
CUB,2005,2.3371485770143
CUB,2004,2.25414834041013
CUB,2003,2.2824451784138
CUB,2002,2.35899934822097
CUB,2001,2.46043861908756
CUB,2000,2.54798869322153
CRI,2020,
CRI,2019,1.63247155826708
CRI,2018,1.67418648148585
CRI,2017,1.66870208494458
CRI,2016,1.64920306010979
CRI,2015,1.55534308039474
CRI,2014,1.63281816988943
CRI,2013,1.64061959110792
CRI,2012,1.58916276488414
CRI,2011,1.60368269191175
CRI,2010,1.55329339341609
CRI,2009,1.59265991893475
CRI,2008,1.68491882946684
CRI,2007,1.72545862114799
CRI,2006,1.50963507167189
CRI,2005,1.46307178360503
CRI,2004,1.40586526443532
CRI,2003,1.39287376763333
CRI,2002,1.34603876419169
CRI,2001,1.34355492735136
CRI,2000,1.24925265668089
COL,2020,
COL,2019,1.60987083062336
COL,2018,1.58252769207909
COL,2017,1.53322913611766
COL,2016,1.71624116088428
COL,2015,1.6883181239214
COL,2014,1.68626496146612
COL,2013,1.65306349721714
COL,2012,1.51272721154471
COL,2011,1.51326853976002
COL,2010,1.4054888978053
COL,2009,1.38569661438918
COL,2008,1.35080864539462
COL,2007,1.35307194211632
COL,2006,1.33538878336609
COL,2005,1.35153730428586
COL,2004,1.33354081392646
COL,2003,1.35257385352919
COL,2002,1.38885617866595
COL,2001,1.46413117104957
COL,2000,1.4721183831477
CHL,2020,
CHL,2019,4.82111829925293
CHL,2018,4.624338350696
CHL,2017,4.71401998354799
CHL,2016,4.74983007721478
CHL,2015,4.57612411690957
CHL,2014,4.31106093819938
CHL,2013,4.72355507730667
CHL,2012,4.50622907619949
CHL,2011,4.43726628313084
CHL,2010,4.08790466080325
CHL,2009,3.87594953058916
CHL,2008,4.06924588257538
CHL,2007,3.90618357845886
CHL,2006,3.4944496661305
CHL,2005,3.45862904574178
CHL,2004,3.43241319564612
CHL,2003,3.16726261653741
CHL,2002,3.13177158315614
CHL,2001,3.12127161752893
CHL,2000,3.2863283656024
CAN,2020,
CAN,2019,15.4306128276297
CAN,2018,15.6505790424074
CAN,2017,15.5445710376544
CAN,2016,15.420601713058
CAN,2015,15.6485856056048
CAN,2014,15.8499054086669
CAN,2013,15.8384602717471
CAN,2012,15.7344739563127
CAN,2011,15.9959443011623
CAN,2010,15.7921412349155
CAN,2009,15.5021450251107
CAN,2008,16.5569229400011
CAN,2007,17.3805701106315
CAN,2006,16.5953499034722
CAN,2005,17.0274852712361
CAN,2004,16.7942699644123
CAN,2003,17.2083016115187
CAN,2002,16.720301488588
CAN,2001,16.3315689530885
CAN,2000,16.7576264276587
BRA,2020,
BRA,2019,2.05781083913756
BRA,2018,2.07185467654344
BRA,2017,2.19641817319378
BRA,2016,2.16857469639112
BRA,2015,2.37362850846258
BRA,2014,2.52323213718715
BRA,2013,2.42165696102668
BRA,2012,2.2792723330614
BRA,2011,2.11786937529118
BRA,2010,2.03322568000604
BRA,2009,1.80517978804146
BRA,2008,1.94568192754234
BRA,2007,1.85430585595376
BRA,2006,1.78362500065135
BRA,2005,1.78206176416498
BRA,2004,1.78537185646421
BRA,2003,1.70953902409161
BRA,2002,1.76988077175168
BRA,2001,1.8024103708722
BRA,2000,1.79454998368073
BOL,2020,
BOL,2019,1.94039800503704
BOL,2018,2.04612992900962
BOL,2017,2.03254701906654
BOL,2016,1.99513736070812
BOL,2015,1.90989071569398
BOL,2014,1.90631555037106
BOL,2013,1.77758804549432
BOL,2012,1.67860303190145
BOL,2011,1.62636642537026
BOL,2010,1.50966349593818
BOL,2009,1.41631739268108
BOL,2008,1.34856325103091
BOL,2007,1.2638048103368
BOL,2006,1.19525948597415
BOL,2005,1.08856938164547
BOL,2004,1.04641677459258
BOL,2003,1.01955798833864
BOL,2002,0.94935024306052
BOL,2001,0.938201757432539
BOL,2000,0.975259762397737
BLZ,2020,
BLZ,2019,1.63955000933746
BLZ,2018,1.64460372941734
BLZ,2017,1.70314679181661
BLZ,2016,1.76439126099186
BLZ,2015,1.88404273217379
BLZ,2014,1.35836495098896
BLZ,2013,1.33060657824299
BLZ,2012,1.9822427054633
BLZ,2011,2.02885214419173
BLZ,2010,1.73662258658827
BLZ,2009,4.64000266370142
BLZ,2008,1.62960935004661
BLZ,2007,1.77239139550672
BLZ,2006,1.75054400889433
BLZ,2005,1.6561075088898
BLZ,2004,1.59122798541789
BLZ,2003,1.89289899514251
BLZ,2002,1.98180542834254
BLZ,2001,2.07787727194317
BLZ,2000,1.81957866645101
BRB,2020,
BRB,2019,4.35508203232516
BRB,2018,4.32598384571846
BRB,2017,4.1225730011561
BRB,2016,4.51367735901941
BRB,2015,4.45103330889299
BRB,2014,4.45887819161418
BRB,2013,5.06517920610516
BRB,2012,7.47273468815106
BRB,2011,6.21936693368692
BRB,2010,5.49390160002368
BRB,2009,16.4350225556784
BRB,2008,6.35836901184432
BRB,2007,5.31035058745211
BRB,2006,5.29777467739519
BRB,2005,5.13896915563354
BRB,2004,4.94037050709673
BRB,2003,5.03041943940579
BRB,2002,5.01055143410894
BRB,2001,4.80744530154792
BRB,2000,4.56703411648147
ARG,2020,
ARG,2019,3.74065029063396
ARG,2018,3.97577197057929
ARG,2017,4.07130836193664
ARG,2016,4.20184577616112
ARG,2015,4.30191387639872
ARG,2014,4.20909563279429
ARG,2013,4.34211506853729
ARG,2012,4.26422378235981
ARG,2011,4.2809893532601
ARG,2010,4.09968971416256
ARG,2009,3.86756996725025
ARG,2008,4.1723885308823
ARG,2007,4.10262963566713
ARG,2006,3.94249128952415
ARG,2005,3.75363923507433
ARG,2004,3.67297399646765
ARG,2003,3.35172371332405
ARG,2002,3.11742482880113
ARG,2001,3.3603711850022
ARG,2000,3.58739203786108
ATG,2020,
ATG,2019,5.35447645499165
ATG,2018,5.29694013900061
ATG,2017,5.23971705527901
ATG,2016,5.28988573846805
ATG,2015,5.23666530802004
ATG,2014,5.18571324378432
ATG,2013,5.13605069181409
ATG,2012,7.74276314974583
ATG,2011,6.05042040848932
ATG,2010,5.56628432962334
ATG,2009,16.0243476210748
ATG,2008,5.6210036919592
ATG,2007,5.47430063840638
ATG,2006,5.31947044206993
ATG,2005,5.03302148761043
ATG,2004,4.97840623745086
ATG,2003,5.16952246754827
ATG,2002,4.9809699570217
ATG,2001,4.532974149096
ATG,2000,4.34170536924231
