DATASOURCE (code);PUBLISHSTATE (code);YEAR (code);REGION (code);COUNTRY (code);ALCOHOLTYPE (code);SA_0000001400 (string);SA_0000001400 (numeric);SA_0000001400 (low);SA_0000001400 (high);SA_0000001400 (comment)
GISAHSYR;PUBLISHED;2004;EMR;SYR;SA_BEER;0.04;0.04148;0.02593;0.05764;
GISAHSYR;PUBLISHED;2004;EMR;SYR;SA_WINE;0.00;0.00335;0.00211;0.00464;
GISAHSYR;PUBLISHED;2004;EMR;SYR;SA_SPIRITS;0.56;0.5597;0.32001;0.76832;
GISAHSYR;PUBLISHED;2004;EMR;SYR;SA_OTHER_ALCOHOL;0.00;0.00062;0.00039;0.00087;
GISAHSYR;PUBLISHED;2004;EMR;SYR;SA_TOTAL;0.61;0.60514;0.36291;0.81485;
GISAHSYR;PUBLISHED;2005;EMR;SYR;SA_BEER;0.04;0.04297;0.02602;0.0592;
GISAHSYR;PUBLISHED;2005;EMR;SYR;SA_WINE;0.00;0.00275;0.0017;0.00379;
GISAHSYR;PUBLISHED;2005;EMR;SYR;SA_SPIRITS;0.74;0.73924;0.44463;1.04444;
GISAHSYR;PUBLISHED;2005;EMR;SYR;SA_OTHER_ALCOHOL;0.00;0.00044;0.00026;0.00062;
GISAHSYR;PUBLISHED;2005;EMR;SYR;SA_TOTAL;0.79;0.7854;0.48795;1.09258;
GISAHSYR;PUBLISHED;2006;EMR;SYR;SA_BEER;0.04;0.04283;0.02579;0.05944;
GISAHSYR;PUBLISHED;2006;EMR;SYR;SA_WINE;0.00;0.00387;0.00239;0.00544;
GISAHSYR;PUBLISHED;2006;EMR;SYR;SA_SPIRITS;0.71;0.70561;0.4309;0.96223;
GISAHSYR;PUBLISHED;2006;EMR;SYR;SA_OTHER_ALCOHOL;0.00;0.00046;0.00028;0.00063;
GISAHSYR;PUBLISHED;2006;EMR;SYR;SA_TOTAL;0.75;0.75277;0.48185;1.00848;
GISAHSYR;PUBLISHED;2007;EMR;SYR;SA_BEER;0.05;0.05017;0.03097;0.07031;
GISAHSYR;PUBLISHED;2007;EMR;SYR;SA_WINE;0.00;0.00436;0.00279;0.00606;
GISAHSYR;PUBLISHED;2007;EMR;SYR;SA_SPIRITS;0.69;0.68707;0.3997;0.94319;
GISAHSYR;PUBLISHED;2007;EMR;SYR;SA_OTHER_ALCOHOL;0.00;0.00062;0.00037;0.00086;
GISAHSYR;PUBLISHED;2007;EMR;SYR;SA_TOTAL;0.74;0.74222;0.45414;0.99556;
GISAHSYR;PUBLISHED;2008;EMR;SYR;SA_BEER;0.07;0.06693;0.04223;0.09126;
GISAHSYR;PUBLISHED;2008;EMR;SYR;SA_WINE;0.01;0.00545;0.00336;0.00755;
GISAHSYR;PUBLISHED;2008;EMR;SYR;SA_SPIRITS;0.68;0.67649;0.4105;0.94014;
GISAHSYR;PUBLISHED;2008;EMR;SYR;SA_OTHER_ALCOHOL;0.00;0.00074;0.00045;0.00105;
GISAHSYR;PUBLISHED;2008;EMR;SYR;SA_TOTAL;0.75;0.74961;0.48547;1.01924;
GISAHSYR;PUBLISHED;2009;EMR;SYR;SA_BEER;0.10;0.09531;0.05869;0.13168;
GISAHSYR;PUBLISHED;2009;EMR;SYR;SA_WINE;0.01;0.00696;0.00425;0.00974;
GISAHSYR;PUBLISHED;2009;EMR;SYR;SA_SPIRITS;0.66;0.6583;0.40779;0.92974;
GISAHSYR;PUBLISHED;2009;EMR;SYR;SA_OTHER_ALCOHOL;0.00;0.00113;0.00066;0.00158;
GISAHSYR;PUBLISHED;2009;EMR;SYR;SA_TOTAL;0.76;0.7617;0.50832;1.04004;
GISAHTUN;PUBLISHED;2000;EMR;TUN;SA_BEER;0.78;0.78277;0.49236;1.08448;
GISAHTUN;PUBLISHED;2000;EMR;TUN;SA_WINE;0.37;0.372;0.23458;0.51718;
GISAHTUN;PUBLISHED;2000;EMR;TUN;SA_SPIRITS;0.04;0.03608;0.02148;0.0505;
GISAHTUN;PUBLISHED;2000;EMR;TUN;SA_OTHER_ALCOHOL;0.00;0.00447;0.00279;0.00622;
GISAHTUN;PUBLISHED;2000;EMR;TUN;SA_TOTAL;1.20;1.19532;0.84181;1.55008;
GISAHTUN;PUBLISHED;2001;EMR;TUN;SA_BEER;0.74;0.74028;0.45083;1.04609;
GISAHTUN;PUBLISHED;2001;EMR;TUN;SA_WINE;0.40;0.396;0.24576;0.554;
GISAHTUN;PUBLISHED;2001;EMR;TUN;SA_SPIRITS;0.04;0.03728;0.02308;0.0508;
GISAHTUN;PUBLISHED;2001;EMR;TUN;SA_OTHER_ALCOHOL;0.00;0.00446;0.00278;0.00618;
GISAHTUN;PUBLISHED;2001;EMR;TUN;SA_TOTAL;1.18;1.17801;0.84501;1.51215;
GISAHTUN;PUBLISHED;2002;EMR;TUN;SA_BEER;0.78;0.77551;0.48653;1.0653;
GISAHTUN;PUBLISHED;2002;EMR;TUN;SA_WINE;0.34;0.336;0.21208;0.46285;
GISAHTUN;PUBLISHED;2002;EMR;TUN;SA_SPIRITS;0.04;0.03768;0.02219;0.05197;
GISAHTUN;PUBLISHED;2002;EMR;TUN;SA_OTHER_ALCOHOL;0.00;0.00402;0.00229;0.00553;
GISAHTUN;PUBLISHED;2002;EMR;TUN;SA_TOTAL;1.15;1.1532;0.82951;1.47496;
GISAHTUN;PUBLISHED;2003;EMR;TUN;SA_BEER;0.79;0.78545;0.45383;1.07468;
GISAHTUN;PUBLISHED;2003;EMR;TUN;SA_WINE;0.36;0.36;0.22123;0.49831;
GISAHTUN;PUBLISHED;2003;EMR;TUN;SA_SPIRITS;0.04;0.04204;0.02494;0.05763;
GISAHTUN;PUBLISHED;2003;EMR;TUN;SA_OTHER_ALCOHOL;0.00;0.00347;0.00205;0.00476;
GISAHTUN;PUBLISHED;2003;EMR;TUN;SA_TOTAL;1.19;1.19096;0.83211;1.50373;
GISAHTUN;PUBLISHED;2004;EMR;TUN;SA_BEER;0.82;0.81558;0.49493;1.14261;
GISAHTUN;PUBLISHED;2004;EMR;TUN;SA_WINE;0.35;0.348;0.20287;0.48394;
GISAHTUN;PUBLISHED;2004;EMR;TUN;SA_SPIRITS;0.06;0.05697;0.03598;0.07895;
GISAHTUN;PUBLISHED;2004;EMR;TUN;SA_OTHER_ALCOHOL;0.00;0.001;0.0006;0.00142;
GISAHTUN;PUBLISHED;2004;EMR;TUN;SA_TOTAL;1.22;1.22155;0.86938;1.58286;
GISAHTUN;PUBLISHED;2005;EMR;TUN;SA_BEER;0.85;0.85155;0.5265;1.17424;
GISAHTUN;PUBLISHED;2005;EMR;TUN;SA_WINE;0.34;0.336;0.20603;0.48016;
GISAHTUN;PUBLISHED;2005;EMR;TUN;SA_SPIRITS;0.06;0.0587;0.03524;0.07975;
GISAHTUN;PUBLISHED;2005;EMR;TUN;SA_OTHER_ALCOHOL;0.00;0.00182;0.00115;0.00257;
GISAHTUN;PUBLISHED;2005;EMR;TUN;SA_TOTAL;1.25;1.24807;0.89393;1.61058;
GISAHTUN;PUBLISHED;2006;EMR;TUN;SA_BEER;0.88;0.87729;0.52371;1.22098;
GISAHTUN;PUBLISHED;2006;EMR;TUN;SA_WINE;0.38;0.384;0.23946;0.52817;
GISAHTUN;PUBLISHED;2006;EMR;TUN;SA_SPIRITS;0.06;0.05969;0.03847;0.08169;
GISAHTUN;PUBLISHED;2006;EMR;TUN;SA_OTHER_ALCOHOL;0.00;0.00179;0.0011;0.00242;
GISAHTUN;PUBLISHED;2006;EMR;TUN;SA_TOTAL;1.32;1.32277;0.94652;1.69995;
GISAHTUN;PUBLISHED;2007;EMR;TUN;SA_BEER;0.91;0.91362;0.53235;1.25431;
GISAHTUN;PUBLISHED;2007;EMR;TUN;SA_WINE;0.19;0.192;0.11645;0.26711;
GISAHTUN;PUBLISHED;2007;EMR;TUN;SA_SPIRITS;0.06;0.06064;0.03622;0.08564;
GISAHTUN;PUBLISHED;2007;EMR;TUN;SA_OTHER_ALCOHOL;0.00;0.00176;0.00106;0.00239;
GISAHTUN;PUBLISHED;2007;EMR;TUN;SA_TOTAL;1.17;1.16802;0.78947;1.53765;
GISAHTUN;PUBLISHED;2008;EMR;TUN;SA_BEER;0.93;0.9318;0.55788;1.29083;
GISAHTUN;PUBLISHED;2008;EMR;TUN;SA_WINE;0.29;0.288;0.18015;0.40638;
GISAHTUN;PUBLISHED;2008;EMR;TUN;SA_SPIRITS;0.05;0.05443;0.03208;0.07623;
GISAHTUN;PUBLISHED;2008;EMR;TUN;SA_OTHER_ALCOHOL;0.00;0.00185;0.00111;0.00261;
GISAHTUN;PUBLISHED;2008;EMR;TUN;SA_TOTAL;1.28;1.27607;0.90452;1.67228;
GISAHTUN;PUBLISHED;2009;EMR;TUN;SA_BEER;0.96;0.95552;0.58607;1.35312;
GISAHTUN;PUBLISHED;2009;EMR;TUN;SA_WINE;0.29;0.288;0.18026;0.39727;
GISAHTUN;PUBLISHED;2009;EMR;TUN;SA_SPIRITS;0.10;0.09655;0.05921;0.13419;
GISAHTUN;PUBLISHED;2009;EMR;TUN;SA_OTHER_ALCOHOL;0.02;0.01665;0.01027;0.0236;
GISAHTUN;PUBLISHED;2009;EMR;TUN;SA_TOTAL;1.36;1.35671;0.9762;1.78235;
GISAHARE;PUBLISHED;2000;EMR;ARE;SA_BEER;0.54;0.54398;0.33678;0.75379;
GISAHARE;PUBLISHED;2000;EMR;ARE;SA_WINE;0.07;0.07403;0.04452;0.10497;
GISAHARE;PUBLISHED;2000;EMR;ARE;SA_SPIRITS;1.03;1.02962;0.63518;1.44002;
GISAHARE;PUBLISHED;2000;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.01002;0.00636;0.01378;
GISAHARE;PUBLISHED;2000;EMR;ARE;SA_TOTAL;1.66;1.65765;1.20382;2.09752;
GISAHARE;PUBLISHED;2001;EMR;ARE;SA_BEER;0.52;0.52151;0.31859;0.73504;
GISAHARE;PUBLISHED;2001;EMR;ARE;SA_WINE;0.07;0.07206;0.04544;0.10201;
GISAHARE;PUBLISHED;2001;EMR;ARE;SA_SPIRITS;1.02;1.01911;0.62199;1.421;
GISAHARE;PUBLISHED;2001;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.00897;0.00518;0.0125;
GISAHARE;PUBLISHED;2001;EMR;ARE;SA_TOTAL;1.62;1.62165;1.16826;2.06661;
GISAHARE;PUBLISHED;2002;EMR;ARE;SA_BEER;0.51;0.51488;0.3248;0.73328;
GISAHARE;PUBLISHED;2002;EMR;ARE;SA_WINE;0.07;0.07315;0.04575;0.09988;
GISAHARE;PUBLISHED;2002;EMR;ARE;SA_SPIRITS;1.00;0.99938;0.61238;1.41294;
GISAHARE;PUBLISHED;2002;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.00894;0.00541;0.01248;
GISAHARE;PUBLISHED;2002;EMR;ARE;SA_TOTAL;1.60;1.59635;1.16608;2.04213;
GISAHARE;PUBLISHED;2003;EMR;ARE;SA_BEER;0.49;0.48666;0.29385;0.66911;
GISAHARE;PUBLISHED;2003;EMR;ARE;SA_WINE;0.07;0.06879;0.04275;0.09534;
GISAHARE;PUBLISHED;2003;EMR;ARE;SA_SPIRITS;1.01;1.00775;0.66573;1.41815;
GISAHARE;PUBLISHED;2003;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.00898;0.00555;0.01232;
GISAHARE;PUBLISHED;2003;EMR;ARE;SA_TOTAL;1.57;1.57218;1.17879;2.01603;
GISAHARE;PUBLISHED;2004;EMR;ARE;SA_BEER;0.45;0.45129;0.27057;0.62408;
GISAHARE;PUBLISHED;2004;EMR;ARE;SA_WINE;0.13;0.13089;0.08176;0.18334;
GISAHARE;PUBLISHED;2004;EMR;ARE;SA_SPIRITS;1.00;0.99788;0.6184;1.39685;
GISAHARE;PUBLISHED;2004;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.00886;0.00559;0.01238;
GISAHARE;PUBLISHED;2004;EMR;ARE;SA_TOTAL;1.59;1.58892;1.15011;2.03026;
GISAHARE;PUBLISHED;2005;EMR;ARE;SA_BEER;0.40;0.39895;0.23272;0.54849;
GISAHARE;PUBLISHED;2005;EMR;ARE;SA_WINE;0.13;0.13118;0.08139;0.18299;
GISAHARE;PUBLISHED;2005;EMR;ARE;SA_SPIRITS;2.14;2.14429;1.30988;2.94535;
GISAHARE;PUBLISHED;2005;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.00887;0.00529;0.01247;
GISAHARE;PUBLISHED;2005;EMR;ARE;SA_TOTAL;2.68;2.68329;1.82376;3.49477;
GISAHARE;PUBLISHED;2006;EMR;ARE;SA_BEER;0.33;0.33437;0.20586;0.47165;
GISAHARE;PUBLISHED;2006;EMR;ARE;SA_WINE;0.12;0.12427;0.07983;0.17014;
GISAHARE;PUBLISHED;2006;EMR;ARE;SA_SPIRITS;1.99;1.99491;1.16081;2.76765;
GISAHARE;PUBLISHED;2006;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.00836;0.00512;0.01181;
GISAHARE;PUBLISHED;2006;EMR;ARE;SA_TOTAL;2.46;2.46191;1.64858;3.23097;
GISAHARE;PUBLISHED;2007;EMR;ARE;SA_BEER;0.30;0.29997;0.17932;0.41086;
GISAHARE;PUBLISHED;2007;EMR;ARE;SA_WINE;0.12;0.11914;0.07222;0.17046;
GISAHARE;PUBLISHED;2007;EMR;ARE;SA_SPIRITS;1.85;1.85459;1.19604;2.58321;
GISAHARE;PUBLISHED;2007;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.00845;0.00499;0.01177;
GISAHARE;PUBLISHED;2007;EMR;ARE;SA_TOTAL;2.28;2.28215;1.63616;3.03259;
GISAHARE;PUBLISHED;2008;EMR;ARE;SA_BEER;0.28;0.27631;0.16541;0.39039;
GISAHARE;PUBLISHED;2008;EMR;ARE;SA_WINE;0.13;0.1291;0.07744;0.17933;
GISAHARE;PUBLISHED;2008;EMR;ARE;SA_SPIRITS;1.44;1.44455;0.93727;2.01599;
GISAHARE;PUBLISHED;2008;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.00811;0.00496;0.01119;
GISAHARE;PUBLISHED;2008;EMR;ARE;SA_TOTAL;1.86;1.85807;1.33519;2.42782;
GISAHARE;PUBLISHED;2009;EMR;ARE;SA_BEER;0.23;0.22879;0.13737;0.3149;
GISAHARE;PUBLISHED;2009;EMR;ARE;SA_WINE;0.12;0.11756;0.06994;0.16291;
GISAHARE;PUBLISHED;2009;EMR;ARE;SA_SPIRITS;1.41;1.41082;0.89081;1.99599;
GISAHARE;PUBLISHED;2009;EMR;ARE;SA_OTHER_ALCOHOL;0.01;0.00704;0.00439;0.00978;
GISAHARE;PUBLISHED;2009;EMR;ARE;SA_TOTAL;1.76;1.76421;1.21866;2.35026;
GISAHYEM;PUBLISHED;2000;EMR;YEM;SA_BEER;0.07;0.07;0.04551;0.0972;
GISAHYEM;PUBLISHED;2000;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2000;EMR;YEM;SA_SPIRITS;0;0;0;0;
GISAHYEM;PUBLISHED;2000;EMR;YEM;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHYEM;PUBLISHED;2000;EMR;YEM;SA_TOTAL;0.07;0.07;0.04551;0.0972;
GISAHYEM;PUBLISHED;2001;EMR;YEM;SA_BEER;0.08;0.08;0.04787;0.11202;
GISAHYEM;PUBLISHED;2001;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2001;EMR;YEM;SA_SPIRITS;0;0;0;0;
GISAHYEM;PUBLISHED;2001;EMR;YEM;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHYEM;PUBLISHED;2001;EMR;YEM;SA_TOTAL;0.08;0.08;0.04787;0.11202;
GISAHYEM;PUBLISHED;2002;EMR;YEM;SA_BEER;0.06;0.06;0.03651;0.08384;
GISAHYEM;PUBLISHED;2002;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2002;EMR;YEM;SA_SPIRITS;0.01;0.01;0.00606;0.01382;
GISAHYEM;PUBLISHED;2002;EMR;YEM;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHYEM;PUBLISHED;2002;EMR;YEM;SA_TOTAL;0.07;0.07;0.04667;0.09444;
GISAHYEM;PUBLISHED;2003;EMR;YEM;SA_BEER;0.04;0.04;0.02444;0.05562;
GISAHYEM;PUBLISHED;2003;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2003;EMR;YEM;SA_SPIRITS;0;0;0;0;
GISAHYEM;PUBLISHED;2003;EMR;YEM;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHYEM;PUBLISHED;2003;EMR;YEM;SA_TOTAL;0.04;0.04;0.02444;0.05562;
GISAHYEM;PUBLISHED;2004;EMR;YEM;SA_BEER;0.05;0.05;0.03168;0.06836;
GISAHYEM;PUBLISHED;2004;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2004;EMR;YEM;SA_SPIRITS;0.01;0.01;0.00603;0.01371;
GISAHYEM;PUBLISHED;2004;EMR;YEM;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHYEM;PUBLISHED;2004;EMR;YEM;SA_TOTAL;0.06;0.06;0.04204;0.07877;
GISAHYEM;PUBLISHED;2005;EMR;YEM;SA_BEER;0.03;0.03377;0.02133;0.04683;
GISAHYEM;PUBLISHED;2005;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2005;EMR;YEM;SA_SPIRITS;0.00;0.0041;0.00266;0.00563;
GISAHYEM;PUBLISHED;2005;EMR;YEM;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHYEM;PUBLISHED;2005;EMR;YEM;SA_TOTAL;0.04;0.03787;0.02518;0.05134;
GISAHYEM;PUBLISHED;2006;EMR;YEM;SA_BEER;0.04;0.03814;0.02378;0.05264;
GISAHYEM;PUBLISHED;2006;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2006;EMR;YEM;SA_SPIRITS;0.00;0.00003;0.00002;0.00005;
GISAHYEM;PUBLISHED;2006;EMR;YEM;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHYEM;PUBLISHED;2006;EMR;YEM;SA_TOTAL;0.04;0.03817;0.02383;0.05267;
GISAHYEM;PUBLISHED;2007;EMR;YEM;SA_BEER;0.05;0.04518;0.02771;0.06265;
GISAHYEM;PUBLISHED;2007;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2007;EMR;YEM;SA_SPIRITS;0.00;0.00483;0.00292;0.00655;
GISAHYEM;PUBLISHED;2007;EMR;YEM;SA_OTHER_ALCOHOL;0.00;0;0;0.00001;
GISAHYEM;PUBLISHED;2007;EMR;YEM;SA_TOTAL;0.05;0.05001;0.03223;0.06773;
GISAHYEM;PUBLISHED;2008;EMR;YEM;SA_BEER;0.04;0.03593;0.022;0.05018;
GISAHYEM;PUBLISHED;2008;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2008;EMR;YEM;SA_SPIRITS;0.00;0.00251;0.00156;0.00341;
GISAHYEM;PUBLISHED;2008;EMR;YEM;SA_OTHER_ALCOHOL;0.00;0;0;0.00001;
GISAHYEM;PUBLISHED;2008;EMR;YEM;SA_TOTAL;0.04;0.03845;0.0246;0.05267;
GISAHYEM;PUBLISHED;2009;EMR;YEM;SA_BEER;0.03;0.02845;0.01729;0.03991;
GISAHYEM;PUBLISHED;2009;EMR;YEM;SA_WINE;0;0;0;0;
GISAHYEM;PUBLISHED;2009;EMR;YEM;SA_SPIRITS;0;0;0;0;
GISAHYEM;PUBLISHED;2009;EMR;YEM;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHYEM;PUBLISHED;2009;EMR;YEM;SA_TOTAL;0.03;0.02845;0.01729;0.03991;
GISAHALB;PUBLISHED;2000;EUR;ALB;SA_BEER;1.33;1.33431;0.79049;1.83487;
GISAHALB;PUBLISHED;2000;EUR;ALB;SA_WINE;0.42;0.42;0.26639;0.58161;
GISAHALB;PUBLISHED;2000;EUR;ALB;SA_SPIRITS;2.08;2.07667;1.26076;2.84258;
GISAHALB;PUBLISHED;2000;EUR;ALB;SA_OTHER_ALCOHOL;0.09;0.08834;0.05394;0.12321;
GISAHALB;PUBLISHED;2000;EUR;ALB;SA_TOTAL;3.92;3.91932;2.90443;4.83707;
GISAHALB;PUBLISHED;2001;EUR;ALB;SA_BEER;1.49;1.48995;0.94442;2.10297;
GISAHALB;PUBLISHED;2001;EUR;ALB;SA_WINE;0.80;0.804;0.48589;1.11973;
GISAHALB;PUBLISHED;2001;EUR;ALB;SA_SPIRITS;2.13;2.12587;1.30343;2.927;
GISAHALB;PUBLISHED;2001;EUR;ALB;SA_OTHER_ALCOHOL;0.09;0.08834;0.05382;0.12272;
GISAHALB;PUBLISHED;2001;EUR;ALB;SA_TOTAL;4.51;4.50817;3.42737;5.60419;
GISAHALB;PUBLISHED;2002;EUR;ALB;SA_BEER;1.29;1.28697;0.79669;1.79456;
GISAHALB;PUBLISHED;2002;EUR;ALB;SA_WINE;0.40;0.396;0.23807;0.54418;
GISAHALB;PUBLISHED;2002;EUR;ALB;SA_SPIRITS;2.18;2.18461;1.35751;3.00412;
GISAHALB;PUBLISHED;2002;EUR;ALB;SA_OTHER_ALCOHOL;0.09;0.08834;0.05226;0.12116;
GISAHALB;PUBLISHED;2002;EUR;ALB;SA_TOTAL;3.96;3.95593;2.95989;4.9127;
GISAHALB;PUBLISHED;2003;EUR;ALB;SA_BEER;1.45;1.4483;0.89481;2.01064;
GISAHALB;PUBLISHED;2003;EUR;ALB;SA_WINE;0.58;0.576;0.34581;0.79938;
GISAHALB;PUBLISHED;2003;EUR;ALB;SA_SPIRITS;2.22;2.21638;1.35802;3.06553;
GISAHALB;PUBLISHED;2003;EUR;ALB;SA_OTHER_ALCOHOL;0.09;0.08834;0.05635;0.12245;
GISAHALB;PUBLISHED;2003;EUR;ALB;SA_TOTAL;4.33;4.32902;3.3554;5.42149;
GISAHALB;PUBLISHED;2004;EUR;ALB;SA_BEER;1.38;1.37617;0.86092;1.90149;
GISAHALB;PUBLISHED;2004;EUR;ALB;SA_WINE;0.82;0.816;0.51453;1.12314;
GISAHALB;PUBLISHED;2004;EUR;ALB;SA_SPIRITS;2.14;2.1419;1.23587;3.06247;
GISAHALB;PUBLISHED;2004;EUR;ALB;SA_OTHER_ALCOHOL;0.09;0.08834;0.05264;0.12238;
GISAHALB;PUBLISHED;2004;EUR;ALB;SA_TOTAL;4.42;4.42241;3.34443;5.53548;
GISAHALB;PUBLISHED;2005;EUR;ALB;SA_BEER;1.65;1.6518;1.01281;2.26281;
GISAHALB;PUBLISHED;2005;EUR;ALB;SA_WINE;1.02;1.02;0.61453;1.43316;
GISAHALB;PUBLISHED;2005;EUR;ALB;SA_SPIRITS;2.22;2.22437;1.36681;3.10367;
GISAHALB;PUBLISHED;2005;EUR;ALB;SA_OTHER_ALCOHOL;0.09;0.08834;0.05605;0.12364;
GISAHALB;PUBLISHED;2005;EUR;ALB;SA_TOTAL;4.98;4.98452;3.82617;6.1145;
GISAHALB;PUBLISHED;2006;EUR;ALB;SA_BEER;1.79;1.7933;1.07934;2.46091;
GISAHALB;PUBLISHED;2006;EUR;ALB;SA_WINE;1.00;0.996;0.62378;1.36163;
GISAHALB;PUBLISHED;2006;EUR;ALB;SA_SPIRITS;2.28;2.2761;1.43833;3.14709;
GISAHALB;PUBLISHED;2006;EUR;ALB;SA_OTHER_ALCOHOL;0.10;0.10377;0.06448;0.14705;
GISAHALB;PUBLISHED;2006;EUR;ALB;SA_TOTAL;5.17;5.16917;4.04263;6.31332;
GISAHALB;PUBLISHED;2007;EUR;ALB;SA_BEER;1.94;1.94369;1.20712;2.69908;
GISAHALB;PUBLISHED;2007;EUR;ALB;SA_WINE;1.06;1.056;0.66577;1.49589;
GISAHALB;PUBLISHED;2007;EUR;ALB;SA_SPIRITS;2.35;2.35419;1.49167;3.2558;
GISAHALB;PUBLISHED;2007;EUR;ALB;SA_OTHER_ALCOHOL;0.11;0.10751;0.06902;0.15148;
GISAHALB;PUBLISHED;2007;EUR;ALB;SA_TOTAL;5.46;5.46139;4.17228;6.74748;
GISAHALB;PUBLISHED;2008;EUR;ALB;SA_BEER;2.13;2.12835;1.3134;3.00886;
GISAHALB;PUBLISHED;2008;EUR;ALB;SA_WINE;0.97;0.972;0.59937;1.35505;
GISAHALB;PUBLISHED;2008;EUR;ALB;SA_SPIRITS;2.35;2.3531;1.40379;3.23636;
GISAHALB;PUBLISHED;2008;EUR;ALB;SA_OTHER_ALCOHOL;0.11;0.10892;0.0661;0.15352;
GISAHALB;PUBLISHED;2008;EUR;ALB;SA_TOTAL;5.56;5.56237;4.33252;6.81444;
GISAHALB;PUBLISHED;2009;EUR;ALB;SA_BEER;2.21;2.20543;1.36621;3.06471;
GISAHALB;PUBLISHED;2009;EUR;ALB;SA_WINE;1.06;1.056;0.64972;1.44409;
GISAHALB;PUBLISHED;2009;EUR;ALB;SA_SPIRITS;2.41;2.4142;1.46037;3.33674;
GISAHALB;PUBLISHED;2009;EUR;ALB;SA_OTHER_ALCOHOL;0.12;0.11639;0.06807;0.16081;
GISAHALB;PUBLISHED;2009;EUR;ALB;SA_TOTAL;5.79;5.79202;4.43898;7.21032;
GISAHAND;PUBLISHED;2000;EUR;AND;SA_BEER;3.04;3.04415;1.8598;4.2642;
GISAHAND;PUBLISHED;2000;EUR;AND;SA_WINE;6.52;6.52494;3.98201;9.00738;
GISAHAND;PUBLISHED;2000;EUR;AND;SA_SPIRITS;2.99;2.99331;1.7709;4.18514;
GISAHAND;PUBLISHED;2000;EUR;AND;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHAND;PUBLISHED;2000;EUR;AND;SA_TOTAL;12.77;12.7674;9.39993;15.71827;
GISAHAND;PUBLISHED;2001;EUR;AND;SA_BEER;3.13;3.12692;1.93891;4.29909;
GISAHAND;PUBLISHED;2001;EUR;AND;SA_WINE;6.40;6.40207;3.95006;8.9236;
GISAHAND;PUBLISHED;2001;EUR;AND;SA_SPIRITS;3.34;3.34459;2.01412;4.64815;
GISAHAND;PUBLISHED;2001;EUR;AND;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHAND;PUBLISHED;2001;EUR;AND;SA_TOTAL;13.08;13.07858;9.67061;15.86945;
GISAHAND;PUBLISHED;2002;EUR;AND;SA_BEER;3.03;3.03252;1.86477;4.21473;
GISAHAND;PUBLISHED;2002;EUR;AND;SA_WINE;6.26;6.26236;3.57466;8.52948;
GISAHAND;PUBLISHED;2002;EUR;AND;SA_SPIRITS;2.66;2.66394;1.64043;3.79914;
GISAHAND;PUBLISHED;2002;EUR;AND;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHAND;PUBLISHED;2002;EUR;AND;SA_TOTAL;12.16;12.16383;8.9087;14.6332;
GISAHAND;PUBLISHED;2003;EUR;AND;SA_BEER;3.19;3.19311;1.96244;4.43417;
GISAHAND;PUBLISHED;2003;EUR;AND;SA_WINE;5.98;5.98484;3.74646;8.38679;
GISAHAND;PUBLISHED;2003;EUR;AND;SA_SPIRITS;2.90;2.89889;1.71601;4.09742;
GISAHAND;PUBLISHED;2003;EUR;AND;SA_OTHER_ALCOHOL;0;0;0;0;
GISAHAND;PUBLISHED;2003;EUR;AND;SA_TOTAL;12.25;12.24685;9.39657;15.15163;
GISAHAND;PUBLISHED;2004;EUR;AND;SA_BEER;3.16;3.16134;1.96705;4.39937;
GISAHAND;PUBLISHED;2004;EUR;AND;SA_WINE;5.90;5.90432;3.52697;8.17052;
