PAIS,NOMBRE PAIS,ANIO,IND.N.VIDA,ESPERANZA
LCA,St. Lucia,2003,6.757930137795849,71.7707
LCA,St. Lucia,2004,6.711419742128046,72.0276
LCA,St. Lucia,2005,6.793805781271454,72.2445
LCA,St. Lucia,2006,6.870869553198451,72.4654
LCA,St. Lucia,2007,7.000056632517099,72.5985
LCA,St. Lucia,2008,7.0516763370474225,72.6977
LCA,St. Lucia,2009,7.195326957153192,72.7222
LCA,St. Lucia,2010,7.473274803032389,72.7196
LCA,St. Lucia,2011,7.804007920901358,72.944
LCA,St. Lucia,2012,8.144485050079794,72.8821
LCA,St. Lucia,2013,8.406186177073794,72.7353
LCA,St. Lucia,2014,8.682364604119773,72.8638
LCA,St. Lucia,2015,8.917784089887633,73.1381
LCA,St. Lucia,2016,9.110258246506088,73.1116
LCA,St. Lucia,2017,9.15266396998587,73.1275
LCA,St. Lucia,2018,9.188929493200963,73.3569
LCA,St. Lucia,2019,9.234576129114338,73.4449
LCA,St. Lucia,2020,9.302745954621537,73.416
MEX,Mexico,2000,5.241886568572697,73.5692
MEX,Mexico,2001,5.354792475432128,73.8668
MEX,Mexico,2002,5.5798860772228975,74.1059
MEX,Mexico,2003,5.746845589304789,74.2743
MEX,Mexico,2004,6.040850443598668,74.372
MEX,Mexico,2005,6.287199724315378,74.3765
MEX,Mexico,2006,6.49939562811476,74.3313
MEX,Mexico,2007,6.619666600511011,74.2384
MEX,Mexico,2008,6.98830270344313,74.1524
MEX,Mexico,2009,7.257536495675788,74.119
MEX,Mexico,2010,7.688627553889182,74.1901
MEX,Mexico,2011,7.944684271972957,74.3651
MEX,Mexico,2012,8.247450203928688,74.574
MEX,Mexico,2013,8.597563634318755,74.7391
MEX,Mexico,2014,8.92867508983798,74.7974
MEX,Mexico,2015,9.231501751400105,74.6822
MEX,Mexico,2016,9.591105893778455,74.4122
MEX,Mexico,2017,9.958420967113723,74.1378
MEX,Mexico,2018,10.266713533639969,74.0146
MEX,Mexico,2019,10.353508542378432,74.2021
MEX,Mexico,2020,10.590146356728445,70.1328
NIC,Nicaragua,2000,4.894566628353734,67.2335
NIC,Nicaragua,2001,4.881724384207614,67.2145
NIC,Nicaragua,2002,5.062167775039669,67.1799
NIC,Nicaragua,2003,5.1721505270484815,67.2174
NIC,Nicaragua,2004,5.334590658744657,67.4233
NIC,Nicaragua,2005,5.3693656388477,67.9359
NIC,Nicaragua,2006,5.653212368209137,68.7246
NIC,Nicaragua,2007,5.854066056488141,69.5595
NIC,Nicaragua,2008,6.050435930509607,70.5863
NIC,Nicaragua,2009,6.288401554916548,71.4328
NIC,Nicaragua,2010,6.515799785097263,72.009
NIC,Nicaragua,2011,6.798168141905114,72.4162
NIC,Nicaragua,2012,7.094652388835605,72.6148
NIC,Nicaragua,2013,7.344365766339916,72.7044
NIC,Nicaragua,2014,7.594968959527377,72.8121
NIC,Nicaragua,2015,7.889805569929684,72.983
NIC,Nicaragua,2016,8.217512789960322,73.2562
NIC,Nicaragua,2017,8.418935241219275,73.5536
NIC,Nicaragua,2018,8.586525587273613,73.8497
NIC,Nicaragua,2019,8.675377751710595,74.0543
NIC,Nicaragua,2020,8.846851326926528,71.7954
PAN,Panama,2000,5.197215466904078,74.0015
PAN,Panama,2001,5.502179757762956,74.4144
PAN,Panama,2002,5.980071751497969,74.8238
PAN,Panama,2003,6.889333783830552,75.2175
PAN,Panama,2004,6.938751769016874,75.5444
PAN,Panama,2005,7.370629937971085,75.8285
PAN,Panama,2006,7.795631723329497,76.0123
PAN,Panama,2007,8.21505892103176,76.154
