,id_pais,kpi2
0,ATG,-0.3520233368982417
1,ARG,0.6463253773420092
2,BRB,-0.23669819580686635
3,BLZ,3.176097731550044
4,BOL,-5.676466532764323
5,BRA,4.541865997693094
6,CAN,0.3452234097840119
7,CHL,2.2276213298280823
8,COL,2.710424015446165
9,CRI,-0.20637549236988662
10,CUB,-0.00985481808379518
11,DMA,-2.93123165091896
12,DOM,-0.9723570794739089
13,ECU,-0.3036240494131448
14,SLV,1.7169743009440595
15,GRD,-1.7664403203360166
16,GTM,3.242254667436214
17,GUY,-1.7219174527074301
18,HTI,0.3767407647426353
19,HND,3.0953357025658192
20,JAM,1.5532555242118065
21,ATG,-0.3520233368982417
22,ARG,0.6463253773420092
23,BRB,-0.23669819580686635
24,BLZ,3.176097731550044
25,BOL,-5.676466532764323
26,BRA,4.541865997693094
27,CAN,0.3452234097840119
28,CHL,2.2276213298280823
29,COL,2.710424015446165
30,CRI,-0.20637549236988662
31,CUB,-0.00985481808379518
32,DMA,-2.93123165091896
33,DOM,-0.9723570794739089
34,ECU,-0.3036240494131448
35,SLV,1.7169743009440595
36,GRD,-1.7664403203360166
37,GTM,3.242254667436214
38,GUY,-1.7219174527074301
39,HTI,0.3767407647426353
40,HND,3.0953357025658192
41,JAM,1.5532555242118065
42,MEX,3.028739997758805
43,NIC,2.30407388113008
44,PAN,0.8350515629747406
45,PRY,0.13349286240128322
46,PER,-0.6981408584874771
47,KNA,0.07536359371169965
48,LCA,-1.0789167779249738
49,VCT,0.9323032508875144
50,SUR,4.696828186223797
51,BHS,-2.5588747372664216
52,TTO,1.238251965558561
53,USA,-0.6915305755231884
54,URY,1.258266945533478
55,VEN,-4.804761829646736
