,ds,id_pais,yhat
12,2012-01-01,SLV,71.8312999999998
13,2013-01-01,SLV,71.77110000000101
14,2014-01-01,SLV,71.74639999999911
15,2015-01-01,SLV,71.81429999999841
16,2016-01-01,SLV,72.02480000000075
17,2017-01-01,SLV,72.31080000000065
18,2018-01-01,SLV,72.55459999999735
19,2019-01-01,SLV,72.55860000000396
20,2019-12-31,SLV,72.44469468434738
21,2020-12-31,SLV,72.53999756422411
22,2021-12-31,SLV,72.52163612035827
23,2022-12-31,SLV,72.50262565421751
24,2023-12-31,SLV,72.48694691713621
25,2024-12-31,SLV,72.58224979694327
26,2025-12-31,SLV,72.56388835312572
0,2000-01-01,GRD,72.78289999999605
1,2001-01-01,GRD,73.11810000000034
2,2002-01-01,GRD,73.16700000000074
3,2003-01-01,GRD,73.18750000000149
4,2004-01-01,GRD,71.78760000000703
5,2005-01-01,GRD,73.52139999999952
6,2006-01-01,GRD,73.70040000000006
7,2007-01-01,GRD,74.3165000000008
8,2008-01-01,GRD,74.65580000000097
9,2009-01-01,GRD,75.0362999999992
10,2010-01-01,GRD,74.99879999999956
11,2011-01-01,GRD,75.29469999999837
12,2012-01-01,GRD,75.04159999999426
13,2013-01-01,GRD,75.11610000000204
14,2014-01-01,GRD,74.98500000000179
15,2015-01-01,GRD,75.01250000000829
16,2016-01-01,GRD,74.76220000000379
17,2017-01-01,GRD,74.76519999999772
18,2018-01-01,GRD,74.8075999999995
19,2019-01-01,GRD,74.86319999999569
20,2019-12-31,GRD,69.48597431380148
21,2020-12-31,GRD,73.37599945237939
22,2021-12-31,GRD,72.11466676707477
23,2022-12-31,GRD,70.47533981471113
24,2023-12-31,GRD,68.43474265586579
25,2024-12-31,GRD,72.32476779374515
26,2025-12-31,GRD,71.06343510846392
0,2000-01-01,GTM,67.44590000000066
1,2001-01-01,GTM,67.94639999999794
2,2002-01-01,GTM,68.38650000000013
3,2003-01-01,GTM,68.79689999999965
4,2004-01-01,GTM,69.1647999999994
5,2005-01-01,GTM,69.16749999999844
6,2006-01-01,GTM,69.81239999999809
7,2007-01-01,GTM,70.10019999999889
8,2008-01-01,GTM,70.3556000000012
9,2009-01-01,GTM,70.64140000000114
10,2010-01-01,GTM,70.87829999999815
11,2011-01-01,GTM,71.17690000000135
12,2012-01-01,GTM,71.46300000000049
13,2013-01-01,GTM,71.72799999999971
14,2014-01-01,GTM,71.96379999999913
15,2015-01-01,GTM,72.10300000000021
16,2016-01-01,GTM,72.3546999999988
17,2017-01-01,GTM,72.55060000000174
18,2018-01-01,GTM,72.72570000000104
19,2019-01-01,GTM,73.12889999999922
20,2019-12-31,GTM,72.9462164006397
21,2020-12-31,GTM,75.12355253309278
22,2021-12-31,GTM,75.96309694974141
23,2022-12-31,GTM,76.69127806760838
24,2023-12-31,GTM,77.3036534149671
25,2024-12-31,GTM,79.48098954783805
26,2025-12-31,GTM,80.32053396423872
0,2000-01-01,GUY,64.48330000000026
1,2001-01-01,GUY,64.78820000000022
2,2002-01-01,GUY,64.7274999999982
3,2003-01-01,GUY,64.60029999999985
4,2004-01-01,GUY,64.93050000000116
5,2005-01-01,GUY,65.1320000000002
6,2006-01-01,GUY,65.6665999999994
7,2007-01-01,GUY,66.2534999999993
8,2008-01-01,GUY,66.2879999999988
9,2009-01-01,GUY,66.56250000000003
10,2010-01-01,GUY,66.74299999999894
11,2011-01-01,GUY,66.98179999999812
12,2012-01-01,GUY,67.22980000000088
13,2013-01-01,GUY,67.47270000000172
14,2014-01-01,GUY,67.88179999999784
15,2015-01-01,GUY,68.20149999999977
16,2016-01-01,GUY,68.38399999999984
17,2017-01-01,GUY,68.66679999999864
18,2018-01-01,GUY,68.89589999999785
19,2019-01-01,GUY,69.1239000000013
20,2019-12-31,GUY,70.11902966804324
21,2020-12-31,GUY,70.07469106025478
22,2021-12-31,GUY,70.61563008409341
23,2022-12-31,GUY,71.22420316481934
24,2023-12-31,GUY,71.91813708693043
25,2024-12-31,GUY,71.87379847922557
26,2025-12-31,GUY,72.41473750327316
0,2000-01-01,HTI,58.207655399604576
1,2001-01-01,HTI,58.747443927281836
2,2002-01-01,HTI,58.843340643510686
3,2003-01-01,HTI,59.006628273010115
4,2004-01-01,HTI,59.22980610173379
5,2005-01-01,HTI,60.209658074049926
6,2006-01-01,HTI,60.82203934268125
7,2007-01-01,HTI,60.973606308529845
8,2008-01-01,HTI,61.03338073285086
9,2009-01-01,HTI,61.619841511116704
10,2010-01-01,HTI,61.866900765337014
11,2011-01-01,HTI,61.958704765908465
12,2012-01-01,HTI,62.13863530002939
