PAIS,NOMBRE PAIS,ANIO,IND.ESTADO,ESPERANZA
NIC,Nicaragua,2000,10.138837097283165,67.2335
NIC,Nicaragua,2001,10.138856668131591,67.2145
NIC,Nicaragua,2002,10.339160221597316,67.1799
NIC,Nicaragua,2003,10.547626247679506,67.2174
NIC,Nicaragua,2004,10.764725076976953,67.4233
NIC,Nicaragua,2005,10.990983973732028,67.9359
NIC,Nicaragua,2006,11.274136640524768,68.7246
NIC,Nicaragua,2007,11.572387008461046,69.5595
NIC,Nicaragua,2008,11.886889235744976,70.5863
NIC,Nicaragua,2009,12.218689417092547,71.4328
NIC,Nicaragua,2010,12.092173170926863,72.009
NIC,Nicaragua,2011,11.968268509836266,72.4162
NIC,Nicaragua,2012,11.846872709953352,72.6148
NIC,Nicaragua,2013,11.727859298311198,72.7044
NIC,Nicaragua,2014,11.611377847172529,72.8121
NIC,Nicaragua,2015,11.61160803792089,72.983
NIC,Nicaragua,2016,11.61178491417915,73.2562
NIC,Nicaragua,2017,11.612098907645946,73.5536
NIC,Nicaragua,2018,11.612000790971289,73.8497
NIC,Nicaragua,2019,11.611874756498906,74.0543
NIC,Nicaragua,2020,11.611688627150095,71.7954
PAN,Panama,2000,9.477904506178193,74.0015
PAN,Panama,2001,9.46106866783617,74.4144
PAN,Panama,2002,9.562401200239348,74.8238
PAN,Panama,2003,9.631120768695139,75.2175
PAN,Panama,2004,9.789478104305095,75.5444
PAN,Panama,2005,9.971434660542032,75.8285
PAN,Panama,2006,9.825766677668103,76.0123
PAN,Panama,2007,10.18079171993431,76.154
PAN,Panama,2008,10.181526362979211,76.2247
PAN,Panama,2009,10.35881239963143,76.3429
PAN,Panama,2010,10.399428775825987,76.4479
PAN,Panama,2011,10.460927468957399,76.6269
