PAIS,NOMBRE PAIS,ANIO,EMISIONES CO2,CONTAMINACION AIRE,ACCESO AGUA,PRODUCCION ALIMENTOS,AGOTAMIENTO RECURSOS,IND.AGUA,Agua.Alim,AMB.INDEX,ESPERANZA
ATG,Antigua and Barbuda,2010,5.56628432962334,188.7877351523752,592.639610145575,2752.4683046615755,1.91419459247328,0.05217006488111497,143.59645003740692,0.7606238293049424,76.8195
ATG,Antigua and Barbuda,2011,6.05042040848932,189.4067207499513,583.908155532376,2754.9783046615753,1.91419459247328,0.05211380288126456,143.57239631129377,0.7580110977204102,77.1038
ATG,Antigua and Barbuda,2012,7.74276314974583,187.7299094839945,575.176700919177,2749.6683046615753,1.91419459247328,0.05200000000000004,142.98275184240202,0.7616407648382341,77.3502
ATG,Antigua and Barbuda,2013,5.13605069181409,186.9942441197615,569.1274754851453,2751.4283046615756,1.91419459247328,0.05208085528164565,143.29673935290313,0.7663163111113085,77.5834
ATG,Antigua and Barbuda,2014,5.18571324378432,185.9844426643795,563.0782500511134,2750.6583046615756,1.91419459247328,0.05211964898123116,143.36334530626974,0.7708351475664974,77.8577
ATG,Antigua and Barbuda,2015,5.23666530802004,185.95524684039188,557.0290246170816,2750.3383046615754,1.91419459247328,0.052121762862444944,143.3524809070695,0.7708977474032289,77.9127
ATG,Antigua and Barbuda,2016,5.28988573846805,184.7197893677633,550.9797991830497,2749.0283046615755,1.91419459247328,0.05207861061878186,143.16557465848024,0.7750418899268463,78.1516
ATG,Antigua and Barbuda,2017,5.23971705527901,184.8812018925745,544.930573749018,2748.7883046615757,1.91419459247328,0.05200000000000004,142.93699184240205,0.7731288545249495,78.2683
ATG,Antigua and Barbuda,2018,5.29694013900061,184.8812018925745,540.080181134584,2743.5983046615756,1.91419459247328,0.05200000000000001,142.66711184240197,0.7716691063340172,78.5112
ATG,Antigua and Barbuda,2019,5.35447645499165,184.8812018925745,540.080181134584,2743.4883046615755,1.91419459247328,0.05244988679088513,143.895650991617,0.7783141256038988,78.6912
ATG,Antigua and Barbuda,2020,6.21646591481089,184.8812018925745,540.080181134584,2738.3083046615757,1.91419459247328,0.05288897197814754,144.82631119277477,0.783347953768314,78.8406
BHS,"Bahamas, The",2000,7.48209163045849,98.5364173048341,2275.26108620964,1341.058275581947,0.0066618784305272,0.6781301904393522,909.412103810655,9.22919798268371,72.0411
BHS,"Bahamas, The",2001,7.33598133620604,98.48604847651961,2275.26108620964,1344.2682755819471,0.0068902908026473,0.6885349593865888,925.5757025324957,9.398038776559964,72.1101
BHS,"Bahamas, The",2002,7.80089546269849,98.43567964820511,2275.26108620964,1343.058275581947,0.0081977793571713,0.6999999999999992,940.1407929073619,9.55081324441797,72.2316
BHS,"Bahamas, The",2003,7.60084731699977,98.3853108198906,2235.162616444644,1349.0382755819471,0.0072436037773898,0.6998808239489962,944.1660198530261,9.596615714122882,72.402
BHS,"Bahamas, The",2004,7.0556581674731,98.3349419915761,2195.064146679648,1352.7282755819472,0.006421061264923,0.6999905909271129,946.8970649884217,9.62930414978572,72.478
BHS,"Bahamas, The",2005,6.49534519250797,98.2845731632616,2154.9656769146522,1352.5782755819473,0.0063031347032737,0.700036290214371,946.8538782629375,9.633799565778325,72.7654
BHS,"Bahamas, The",2006,6.34379729039057,98.29340459960792,2114.867207149656,1355.3482755819473,0.0075640428614526,0.700088721317165,948.8640411915901,9.653384629993527,72.855
BHS,"Bahamas, The",2007,6.28358497973864,98.30223603595425,2074.76873738466,1358.9482755819472,0.0080395220031788,0.6999999999999983,951.2637929073608,9.676929348376511,72.6785
BHS,"Bahamas, The",2008,6.40130367691958,98.31106747230056,2044.8736150834122,1359.0082755819471,0.0088650582875292,0.7027821640318671,955.0867768506969,9.714946662742681,72.6671
BHS,"Bahamas, The",2009,17.6487416369964,98.31989890864688,2014.978492782164,1356.1082755819473,0.008748378427155,0.7044364810766446,955.2921416098635,9.716162772883497,72.5794
BHS,"Bahamas, The",2010,5.86021120344527,98.3287303449932,1985.083370480916,1370.2582755819471,0.0156157306093739,0.7045775511850145,965.4532203005291,9.818627952513667,72.7314
BHS,"Bahamas, The",2011,7.14716750581312,98.9926415883676,1955.1882481796679,1373.2482755819472,0.0135344925962581,0.7030524558451896,965.4655726330597,9.752902409127238,72.5638
BHS,"Bahamas, The",2012,9.76398643580462,97.53529234110661,1925.29312587842,1371.4482755819472,0.0126560297220335,0.7000000000000018,960.0137929073655,9.84273251111961,72.7528
BHS,"Bahamas, The",2013,7.65329729868434,97.12761743803381,1906.9676159171838,1372.6382755819473,0.0150551146453392,0.700166043795385,961.0747109763315,9.89496845827074,73.0237
BHS,"Bahamas, The",2014,6.79932541228063,95.7135499288016,1888.642105955948,1376.3982755819472,0.0183954682376565,0.6999779805199232,963.4484853329561,10.065957077651348,73.3658
BHS,"Bahamas, The",2015,5.90593275827624,96.1045228548041,1870.3165959947119,1377.8882755819473,0.0148463174863833,0.6998724702212212,964.3460711203962,10.034346381151511,73.104
BHS,"Bahamas, The",2016,5.39792487319647,94.8695373419403,1851.991086033476,1376.558275581947,0.0180362406613073,0.6999100272070293,963.4669401146219,10.155704002666077,73.5368
BHS,"Bahamas, The",2017,5.68436348567763,94.58593713371371,1833.66557607224,1376.8582755819473,0.0180641036631009,0.7000000000000015,963.8007929073651,10.189683816790488,73.6317
BHS,"Bahamas, The",2018,7.26075162346851,94.58593713371371,1815.1879367796,1376.318275581947,0.0140290039157158,0.7000000000000011,963.4227929073644,10.185687451036175,73.8057
BHS,"Bahamas, The",2019,7.29166109736758,94.58593713371371,1815.1879367796,1376.6482755819472,0.0130775412648061,0.7069902887445393,973.276961853353,10.289869629112586,71.205
BHS,"Bahamas, The",2020,7.001354110259257,94.58593713371371,1815.1879367796,1377.568275581947,0.0189395638577938,0.7138190257627042,983.3344443975138,10.396201319096718,72.6766
BLZ,Belize,2000,1.81957866645101,90.93660971307901,58158.3691265192,281.259189495401,0.294085893126247,14.383146268679464,4045.3920619225873,44.48584651095428,68.5645
BLZ,Belize,2001,2.07787727194317,91.02683749396354,58158.3691265192,282.749189495401,0.297292377742972,14.834338896363,4194.39729964674,46.078688605708095,68.3572
BLZ,Belize,2002,1.98180542834254,91.11706527484806,58158.3691265192,274.319189495401,0.308383423060281,15.259999999999994,4186.110831699818,45.94211654065807,68.7521
BLZ,Belize,2003,1.89289899514251,91.20729305573258,56732.9949825193,276.579189495401,0.3041244165137,15.285457372150212,4227.639411055808,46.351988633984476,68.9091
BLZ,Belize,2004,1.59122798541789,91.2975208366171,55307.620838519404,287.409189495401,0.275538023082706,15.293442083784031,4395.475793895225,48.1445252140112,69.227
BLZ,Belize,2005,1.6561075088898,91.38774861750161,53882.2466945195,289.55918949540103,0.275378274133972,15.291673847411243,4427.84468528442,48.45118467483995,69.3757
BLZ,Belize,2006,1.75054400889433,91.38384371061727,52456.8725505196,286.689189495401,3.19322563605365,15.28268033512328,4381.379238593797,47.94479046502127,70.0932
BLZ,Belize,2007,1.77239139550672,91.37993880373293,51031.4984065197,285.879189495401,4.3934960689644,15.259999999999993,4362.516431699817,47.74041752281854,70.6549
BLZ,Belize,2008,1.62960935004661,91.3760338968486,49854.75780936048,283.04918949540104,6.53614841205945,15.296536500583603,4329.672258577007,47.383017996432535,71.1507
BLZ,Belize,2009,4.64000266370142,91.37212898996425,48678.01721220126,283.349189495401,3.75082940182738,15.316781505905187,4339.9976253763825,47.49804643222291,71.8186
BLZ,Belize,2010,1.73662258658827,91.36822408307992,47501.27661504204,283.529189495401,5.60763722228334,15.317499163669533,4342.958122971705,47.532478239072596,72.2716
BLZ,Belize,2011,2.02885214419173,91.89561616218722,46324.53601788282,275.769189495401,6.94826371029352,15.29802947640155,4218.72518958401,45.90779588591421,72.6512
BLZ,Belize,2012,1.9822427054633,90.50429201271432,45147.7954207236,293.159189495401,4.76898900885357,15.259999999999998,4473.609231699818,49.42980197084302,73.245
BLZ,Belize,2013,1.33060657824299,90.37960954796361,44240.117781592526,286.509189495401,3.40114025894913,15.294118397921007,4381.905466235049,48.48334141020617,73.6661
BLZ,Belize,2014,1.35836495098896,87.51631797915641,43332.44014246144,289.169189495401,2.49697223741771,15.31221104338103,4427.819656797021,50.59421784462626,73.3107
BLZ,Belize,2015,1.88404273217379,88.31199554233561,42424.76250333036,288.979189495401,1.14019653534751,15.312199831277013,4424.907096634047,50.10539133964881,73.1866
BLZ,Belize,2016,1.76439126099186,86.16085412487702,41517.08486419928,283.489189495401,1.00848258601369,15.294852546886151,4335.925351968424,50.323611528782685,73.3988
BLZ,Belize,2017,1.70314679181661,86.10706199550872,40609.4072250682,291.639189495401,0.870282892921787,15.260000000000003,4450.41403169982,51.68465778024049,73.5624
BLZ,Belize,2018,1.64460372941734,86.10706199550872,39835.9573029543,286.459189495401,0.860954359470356,15.260000000000007,4371.367231699821,50.7666517750638,73.7031
BLZ,Belize,2019,1.63955000933746,86.10706199550872,39835.9573029543,284.579189495401,0.671897019738685,15.550005769165516,4425.208038437932,51.391929255102774,73.9313
BLZ,Belize,2020,1.7387652900232773,86.10706199550872,39835.9573029543,282.139189495401,0.789483653067875,15.839613178757993,4468.975624175453,51.900221893629954,72.854
BOL,Bolivia,2000,0.975259762397737,153.6975892926186,34714.1918250194,1611.0959237965403,2.68353724336111,292.233439614806,470816.10336045636,3063.2627715720946,62.3461
BOL,Bolivia,2001,0.938201757432539,154.32582961392984,34714.1918250194,1611.9459237965402,1.93668204877611,297.85623612147174,480128.14569338615,3111.132769507876,62.8426
BOL,Bolivia,2002,0.94935024306052,154.95406993524105,34714.1918250194,1615.1259237965403,2.21564024641869,303.4999999999998,490190.7178722496,3163.4581658752936,63.3064
BOL,Bolivia,2003,1.01955798833864,155.58231025655226,34121.76343285836,1617.8659237965403,2.36599371797222,303.88228321561866,491640.7908600388,3160.004437839575,63.6348
BOL,Bolivia,2004,1.04641677459258,156.2105505778635,33529.33504069732,1617.5459237965401,5.22360000350152,304.07901477482574,491861.77086108725,3148.7103082446256,64.0041
BOL,Bolivia,2005,1.08856938164547,156.8387908991747,32936.90664853628,1621.7259237965402,8.0124075489339,304.0834361881881,493139.9914635156,3144.247597397861,64.3856
BOL,Bolivia,2006,1.19525948597415,156.87422427864408,32344.47825637524,1626.3659237965403,10.1062751823973,303.89089588938253,494237.79762649385,3150.535404392603,64.7793
BOL,Bolivia,2007,1.2638048103368,156.90965765811345,31752.0498642142,1630.7459237965402,10.2712416950583,303.4999999999999,494931.38787224976,3154.244265516425,65.0267
BOL,Bolivia,2008,1.34856325103091,156.94509103758278,31250.73309402162,1631.9059237965403,7.91966726363631,303.8026579920081,495777.3572422924,3158.9223591808377,65.4459
BOL,Bolivia,2009,1.41631739268108,156.98052441705215,30749.416323829042,1635.9059237965403,4.32156237779955,303.95152298362206,497236.0969958876,3167.5018212760847,65.8803
BOL,Bolivia,2010,1.50966349593818,157.01595779652152,30248.09955363646,1635.2959237965401,5.91940228359531,303.95096243037267,497049.76989642374,3165.6003432501766,66.1624
BOL,Bolivia,2011,1.62636642537026,155.34735229071822,29746.782783443883,1636.6959237965402,8.64479259828381,303.802434974956,497232.2069629739,3200.7768373963,66.5337
BOL,Bolivia,2012,1.67860303190145,153.8333917827964,29245.4660132513,1644.1259237965403,8.73474664455794,303.4999999999998,498992.2178722496,3243.718493685668,66.7046
BOL,Bolivia,2013,1.77758804549432,153.5336168703267,28819.47628564892,1647.5159237965402,8.6207233668106,303.82572630691806,500557.7221496969,3260.2483570257064,67.0207
BOL,Bolivia,2014,1.90631555037106,152.26197721805082,28393.48655804654,1650.6259237965403,7.00388841362073,303.9953465229968,501782.599684371,3295.521369499753,67.1632
BOL,Bolivia,2015,1.90989071569398,149.9195478219484,27967.49683044416,1660.2459237965402,2.77369234105383,303.99919525777744,504713.4247641535,3366.5618132971904,67.3182
BOL,Bolivia,2016,1.99513736070812,148.82975200066542,27541.50710284178,1659.2459237965402,2.24908778689879,303.8330039702862,504133.6733525554,3387.3178351483202,67.6277
BOL,Bolivia,2017,2.03254701906654,149.01213449354873,27115.5173752394,1658.7059237965402,3.77909077510306,303.50000000000045,503417.24787225074,3378.364114997933,67.7015
BOL,Bolivia,2018,2.04612992900962,149.01213449354873,26732.6924533653,1666.5559237965401,3.66688839869185,303.4999999999997,505799.72287224943,3394.3525780052987,67.748
BOL,Bolivia,2019,1.94039800503704,149.01213449354873,26732.6924533653,1666.8559237965403,2.28723101948041,307.7762149502249,513018.60709345975,3442.7975200614965,67.841
BOL,Bolivia,2020,2.194022267587485,149.01213449354873,26732.6924533653,1666.33592379654,1.90489977621452,312.0514942562143,519982.6149535196,3489.5320218101533,64.4667
BRA,Brazil,2000,1.79454998368073,98.76288720269525,31531.0131576228,2239.023572045711,1.29647449994774,5511.316478834349,12339967.509114074,124945.39050674203,69.7367
BRA,Brazil,2001,1.8024103708722,98.72737611193519,31531.0131576228,2241.8335720457108,1.20747285746321,5587.171015559801,12525507.55544269,126869.64901448929,70.1949
BRA,Brazil,2002,1.76988077175168,98.69186502117513,31531.0131576228,2245.2635720457106,1.55296353628219,5661.0000000000055,12710437.08135078,128789.106160104,70.4103
BRA,Brazil,2003,1.70953902409161,98.65635393041507,31179.66957037176,2250.4535720457106,1.53814938069898,5668.752152759094,12757263.531218516,129310.10546179875,70.7204
BRA,Brazil,2004,1.78537185646421,98.62084283965501,30828.32598312072,2252.9035720457105,1.64099828715669,5672.611717618258,12779847.201450527,129585.6619500701,71.1307
BRA,Brazil,2005,1.78206176416498,98.58533174889496,30476.98239586968,2253.6835720457107,2.17754837680957,5672.592593910134,12784228.739803435,129676.78368589283,71.7533
BRA,Brazil,2006,1.78362500065135,98.6572036149192,30125.63880861864,2257.2235720457106,2.31351846317237,5668.661712051844,12795436.838396417,129695.9205162537,72.0373
BRA,Brazil,2007,1.85430585595376,98.72907548094344,29774.2952213676,2262.4335720457107,2.30006478358097,5660.999999999995,12807636.451350758,129725.07226427813,72.3653
BRA,Brazil,2008,1.94568192754234,98.80094734696767,29500.68152213094,2267.273572045711,2.74754967782716,5665.026551941515,12844164.986154236,130000.42338711886,72.7153
BRA,Brazil,2009,1.80517978804146,98.87281921299191,29227.06782289428,2266.5635720457108,1.1936619492959,5666.7340315789315,12844012.928448536,129904.38657139888,72.9484
BRA,Brazil,2010,2.03322568000604,98.94469107901615,28953.45412365762,2271.3335720457108,1.72196746832554,5666.58581025368,12870706.58970703,130079.80973358767,73.1821
BRA,Brazil,2011,2.11786937529118,98.90220400488576,28679.84042442096,2274.8935720457107,2.20146646322517,5664.685517382751,12886556.67115445,130295.95043724056,73.3432
BRA,Brazil,2012,2.2792723330614,98.27486178027495,28406.2267251843,2273.6835720457107,1.97802129135456,5661.000000000008,12871322.701350786,130972.68689249105,73.5517
BRA,Brazil,2013,2.42165696102668,97.59930693869406,28172.602815205002,2280.1135720457105,1.87541301342352,5663.704674987683,12913889.897498155,132315.3852476624,73.9185
BRA,Brazil,2014,2.52323213718715,96.97934078532285,27938.9789052257,2281.6235720457107,1.76933806754414,5665.011966360584,12925424.83836933,133280.18868453172,74.3058
BRA,Brazil,2015,2.37362850846258,96.58406164155805,27705.3549952464,2284.293572045711,1.09365532705019,5664.962669597468,12940437.812040407,133981.08955145054,74.3325
BRA,Brazil,2016,2.16857469639112,95.64808202544005,27471.7310852671,2281.503572045711,0.965258480805893,5663.656034148862,12921651.472748874,135095.7719080246,74.4415
BRA,Brazil,2017,2.19641817319378,95.69603549074925,27238.1071752878,2289.6435720457107,1.34166818995935,5661.000000000009,12961672.261350788,135446.2825432697,74.8266
BRA,Brazil,2018,2.07185467654344,95.69603549074925,27025.43742444,2289.5635720457108,2.04257275512947,5660.999999999998,12961219.381350765,135441.55005881828,75.1095
BRA,Brazil,2019,2.05781083913756,95.69603549074925,27025.43742444,2291.733572045711,1.9975303372366,5703.70556919266,13071373.537982909,136592.63386356787,75.3379
BRA,Brazil,2020,2.34874213157714,95.69603549074925,27025.43742444,2294.3235720457105,1.94771957078655,5744.511006905448,13179767.01301921,137725.31897931415,74.0089
BRB,Barbados,2000,4.56703411648147,1166.502398062936,292.58694403909,3626.785897162923,0.37812804457551,0.07944057376299736,288.1139525861697,0.24698959304721907,74.0891
BRB,Barbados,2001,4.80744530154792,1166.5030670238973,292.58694403909,3618.235897162923,0.239679389096277,0.07972818672898778,288.4753872385321,0.24729929598429623,74.2467
BRB,Barbados,2002,5.01055143410894,1166.5037359848588,292.58694403909,3614.8358971629227,0.195206480054365,0.0800000000000001,289.18687177303417,0.24790908323056396,74.3656
BRB,Barbados,2003,5.03041943940579,1166.5044049458202,291.4787500314342,3618.875897162923,0.220874939864027,0.07996165697487337,289.3713131235788,0.2480670556379245,74.4717
BRB,Barbados,2004,4.94037050709673,1166.5050739067815,290.37055602377836,3618.875897162923,0.267408574622636,0.07993407777389377,289.2715074178907,0.2479813537793554,74.7268
BRB,Barbados,2005,5.13896915563354,1166.5057428677428,289.2623620161226,3629.845897162923,0.358062822967558,0.07992897587229499,290.1298651344842,0.24871704825149654,74.8901
BRB,Barbados,2006,5.29777467739519,1166.4525455505473,288.1541680084668,3619.615897162923,0.433382023759138,0.07995557776814934,289.4084803564397,0.24810994794464053,75.0683
BRB,Barbados,2007,5.31035058745211,1166.3993482333515,287.045974000811,3625.3358971629227,0.34579851937153,0.08000000000000003,290.0268717730339,0.24865143504436418,75.3424
BRB,Barbados,2008,6.35836901184432,1166.3461509161557,286.0347798915244,3616.975897162923,0.475902199706471,0.08007429249151268,289.6267859241754,0.24831975112763552,75.4471
BRB,Barbados,2009,16.4350225556784,1166.2929535989601,285.0235857822378,3622.485897162923,0.263729487175246,0.08012212512848751,290.24126832866904,0.24885794553850232,75.678
BRB,Barbados,2010,5.49390160002368,1166.2397562817644,284.0123916729512,3613.575897162923,0.36505857725453,0.0801287000750814,289.55113926231104,0.2482775413054563,75.7115
BRB,Barbados,2011,6.21936693368692,1167.3264315402216,283.00119756366456,3615.525897162923,0.559910559913773,0.08008565989494876,289.55177734156933,0.24804696400091106,75.9166
BRB,Barbados,2012,7.47273468815106,1165.0564714287675,281.990003454378,3613.725897162923,0.5297048183843,0.08000000000000011,289.09807177303423,0.2481408230954665,76.0987
BRB,Barbados,2013,5.06517920610516,1164.253172413222,281.491300179208,3604.605897162923,0.504802088226585,0.08002628769314776,288.4632285467771,0.2477667532989074,76.2752
BRB,Barbados,2014,4.45887819161418,1163.2059563426476,280.992596904038,3605.705897162923,0.425720281275997,0.08003371641319262,288.5780432429137,0.24808851920794905,76.4758
BRB,Barbados,2015,4.45103330889299,1162.709182693916,280.49389362886797,3609.245897162923,0.183804632455208,0.08003248118744402,288.85690436555115,0.2484343537188636,76.6502
BRB,Barbados,2016,4.51367735901941,1161.482141710584,279.995190353698,3604.8358971629227,0.136718232770641,0.08002206541270618,288.4664139648428,0.24836061064184858,76.8149
BRB,Barbados,2017,4.1225730011561,1161.1031176737133,279.496487078528,3609.155897162923,0.209331180915298,0.07999999999999999,288.7324717730338,0.24867082637028262,76.936
BRB,Barbados,2018,4.32598384571846,1161.1031176737133,279.095729835334,3614.615897162923,0.301453806272694,0.08000000000000014,289.1692717730343,0.24904702034767515,77.067
BRB,Barbados,2019,4.35508203232516,1161.1031176737133,279.095729835334,3611.495897162923,0.261113617578678,0.0801063354730674,289.30370189773964,0.24916279828561974,77.2569
BRB,Barbados,2020,5.306152999802691,1161.1031176737133,279.095729835334,3607.875897162923,0.193550838054405,0.08020401897850978,289.36614692816306,0.24921657906483988,77.3929
CAN,Canada,2000,16.7576264276587,56.13141776278069,90879.8731023605,1589.0142121288538,3.23519084717947,2788.7152484532967,4431308.163372736,78945.23851330589,79.2335
CAN,Canada,2001,16.3315689530885,56.17431487745325,90879.8731023605,1581.4442121288537,2.67445624100544,2819.1756372807613,4458368.994552333,79366.68216209601,79.4507
CAN,Canada,2002,16.720301488588,56.217211992125804,90879.8731023605,1577.6842121288537,1.90985880809033,2850.0000000000005,4496400.004567234,79982.62178489094,79.568
CAN,Canada,2003,17.2083016115187,56.26010910679837,90034.90783835307,1586.5542121288538,1.64689543076529,2849.067144614264,4520199.478925687,80344.66250936358,79.7396
CAN,Canada,2004,16.7942699644123,56.30300622147092,89189.94257434562,1593.4442121288537,2.29704931198115,2848.7851852369854,4539380.265014298,80624.11884648576,80.0332
CAN,Canada,2005,17.0274852712361,56.34590333614348,88344.97731033819,1595.1442121288537,2.36306978210749,2848.573627185149,4543885.734227285,80642.69920600558,80.1364
CAN,Canada,2006,16.5953499034722,56.323700961160256,87500.01204633074,1592.3642121288538,1.95660658532085,2849.978117363135,4538203.159439422,80573.59658536785,80.5466
CAN,Canada,2007,17.3805701106315,56.30149858617704,86655.0467823233,1591.4142121288537,1.73617750569136,2850.0000000000005,4535530.504567234,80557.90020624394,80.5495
CAN,Canada,2008,16.5569229400011,56.279296211193824,85743.82064899987,1600.4242121288537,2.03653931432175,2850.7349228881353,4562385.192951453,81066.84873653422,80.7388
CAN,Canada,2009,15.5021450251107,56.2570938362106,84832.59451567642,1598.2442121288539,0.532714996712926,2852.826413545258,4559513.303657025,81047.79313577403,81.0737
CAN,Canada,2010,15.7921412349155,56.234891461227384,83921.36838235299,1597.2442121288539,0.575575485742485,2853.736816570023,4558114.613205491,81054.91972627354,81.3469
CAN,Canada,2011,15.9959443011623,56.47489525909535,83010.14224902954,1596.3742121288537,0.78992715978795,2850.512502016083,4550484.649569373,80575.3535034049,81.5286
CAN,Canada,2012,15.7344739563127,55.95784469397007,82098.9161157061,1598.5242121288538,0.514464332646599,2849.9999999999995,4555794.004567233,81414.75122000469,81.7221
CAN,Canada,2013,15.8384602717471,55.64207032374483,81276.24109019699,1612.1042121288538,0.483095219115226,2851.4106274602905,4596771.083037712,82613.22873667543,81.8029
CAN,Canada,2014,15.8499054086669,55.27885406295245,80453.56606468787,1605.7542121288539,0.468116045215003,2851.0680179355822,4578114.478865924,82818.54890935861,81.8545
CAN,Canada,2015,15.6485856056048,55.0020163435231,79630.89103917874,1609.6342121288537,0.151676128177747,2843.0543767298227,4576277.591726998,83201.99687126359,81.9246
CAN,Canada,2016,15.420601713058,54.399508960175005,78808.21601366962,1617.9242121288537,0.241254906883855,2845.724251638795,4604166.167768669,84636.17146138773,82.0434
