PAIS,NOMBRE PAIS,ANIO,FUERZA LABORAL,DESEMPLEO,EMPLEADOS,INGRESO MEDIO PC,TRAB.INDEX,POBLACION,ESPERANZA
CUB,Cuba,2011,5152741.0,3.1800000667572,4988884.0,5630.0,2499.6208325401713,11236671.0,77.7597
CUB,Cuba,2012,5185962.0,3.46000003814697,5006528.0,6110.0,2717.383115669454,11257112.0,77.8328
CUB,Cuba,2013,5219536.0,3.28999996185303,5047813.0,6640.0,2970.69078897805,11282722.0,77.8698
CUB,Cuba,2014,5246243.0,2.70000004768372,5104594.0,6840.0,3087.97240342166,11306909.0,77.8533
CUB,Cuba,2015,5282677.0,2.40000009536743,5155893.0,7230.0,3291.641538725222,11324777.0,77.772
CUB,Cuba,2016,5295539.0,2.0,5189628.0,7480.0,3424.618225075579,11335108.0,77.643
CUB,Cuba,2017,5314631.0,1.70000004768372,5224282.0,7950.0,3662.7663722175753,11339255.0,77.5286
CUB,Cuba,2018,5334777.0,1.70000004768372,5244086.0,8630.0,3991.522262987264,11338146.0,77.4962
CUB,Cuba,2019,5345330.0,1.73500001430511,5252589.0,8630.0,3999.6388639186325,11333484.0,77.6112
CUB,Cuba,2020,5099652.0,2.62400007247925,4965837.0,8630.0,3783.5813724063746,11326616.0,77.5673
DMA,Dominica,2000,29949.5,22.98,23067.0,4220.0,1397.5985642498206,69650.0,72.6932
DMA,Dominica,2001,30655.24,25.82,22740.0,4470.0,1458.9685809016664,69671.0,71.7132
DMA,Dominica,2002,31428.0,28.374,22511.0,4270.0,1376.3168671248568,69840.0,72.3395
DMA,Dominica,2003,32246.920000000002,30.841,22302.0,4680.0,1488.8784913411885,70102.0,71.4384
DMA,Dominica,2004,32378.02,29.095,22958.0,4950.0,1614.5325131061134,70387.0,72.401
DMA,Dominica,2005,33172.6,25.978,24555.0,5050.0,1756.9105979030887,70580.0,72.2543
DMA,Dominica,2006,33944.64,22.203,26408.0,5490.0,2050.1134081846208,70718.0,72.8479
DMA,Dominica,2007,34690.53,19.476,27934.0,5760.0,2272.6929107165556,70797.0,71.9301
DMA,Dominica,2008,35414.5,17.705,29144.0,6340.0,2608.7190275169773,70829.0,73.3054
DMA,Dominica,2009,36132.48,21.331,28425.0,6520.0,2615.896002710027,70848.0,72.1702
DMA,Dominica,2010,36147.270000000004,23.701,27580.0,6730.0,2618.810051215486,70877.0,71.5499
DMA,Dominica,2011,36874.24,26.045,27270.0,6920.0,2661.163131768953,70912.0,69.6948
DMA,Dominica,2012,38315.16,26.308,28235.0,6850.0,2725.8470276517182,70954.0,70.5383
DMA,Dominica,2013,39060.450000000004,30.591,27111.0,6700.0,2557.6775229164027,71019.0,68.8962
DMA,Dominica,2014,39100.05,29.414,27599.0,7040.0,2733.0739474757706,71091.0,69.4342
DMA,Dominica,2015,39858.00000000001,28.283,28585.0,6920.0,2779.1808921671936,71175.0,68.7266
DMA,Dominica,2016,39931.920000000006,26.936,29176.0,7270.0,2974.596042464274,71307.0,70.1284
DMA,Dominica,2017,40732.2,25.9,30183.0,7270.0,3070.674643157011,71460.0,67.5253
DMA,Dominica,2018,41543.079999999994,26.162,30675.0,7800.0,3340.4769217881776,71626.0,73.59
DMA,Dominica,2019,40930.56,20.93,32364.0,8210.0,3700.2623663101604,71808.0,73.5588
DMA,Dominica,2020,40314.96000000001,23.0,31043.0,7140.0,3078.815685293995,71991.0,73.649
DOM,Dominican Republic,2000,3226118.0,6.42999982833862,3018679.0,2680.0,954.9943320501405,8471317.0,69.4232
DOM,Dominican Republic,2001,3225600.0,7.26000022888184,2991421.0,2740.0,953.2359329700106,8598599.0,69.6416
DOM,Dominican Republic,2002,3308494.0,6.78000020980835,3084178.0,2890.0,1021.581774341104,8724974.0,69.923
DOM,Dominican Republic,2003,3319780.0,6.94000005722046,3089387.0,2640.0,921.5468417684926,8850317.0,70.2649
DOM,Dominican Republic,2004,3399243.0,6.30000019073486,3185091.0,2560.0,908.5613504301771,8974444.0,70.3305
DOM,Dominican Republic,2005,3453340.0,6.59000015258789,3225765.0,3040.0,1077.9425282024415,9097262.0,70.8752
DOM,Dominican Republic,2006,3564951.0,5.65000009536743,3363531.0,3640.0,1328.0916044280086,9218681.0,71.1654
DOM,Dominican Republic,2007,3630832.0,5.15999984741211,3443481.0,4430.0,1633.4571204438746,9338856.0,71.371
DOM,Dominican Republic,2008,3728146.0,4.76000022888184,3550686.0,4760.0,1786.9659748031286,9458079.0,71.6577
DOM,Dominican Republic,2009,3661622.0,5.46999979019165,3461331.0,4920.0,1778.2414091815833,9576736.0,71.871
DOM,Dominican Republic,2010,3815112.0,5.21000003814697,3616345.0,5330.0,1988.1264816092473,9695117.0,72.0933
DOM,Dominican Republic,2011,3983751.0,6.09000015258789,3741141.0,5540.0,2112.0410275160475,9813219.0,72.2212
DOM,Dominican Republic,2012,4141884.0,6.71999979019165,3863549.0,5790.0,2252.556431853819,9930916.0,72.5142
DOM,Dominican Republic,2013,4200334.0,7.34999990463257,3891609.0,6030.0,2335.377634818325,10048226.0,72.7127
DOM,Dominican Republic,2014,4287762.0,6.71999979019165,3999624.0,6330.0,2490.621409434676,10165182.0,72.8665
DOM,Dominican Republic,2015,4537662.0,7.6100001335144,4192346.0,6580.0,2682.9905321846877,10281675.0,72.9531
DOM,Dominican Republic,2016,4640591.0,7.28000020980835,4302756.0,6860.0,2838.7814888199723,10397738.0,72.9867
DOM,Dominican Republic,2017,4704626.0,5.82999992370605,4430346.0,7090.0,2987.807618506073,10513111.0,73.0629
DOM,Dominican Republic,2018,4880941.0,5.8600001335144,4594918.0,7780.0,3363.881391684899,10627147.0,73.2323
DOM,Dominican Republic,2019,5060916.0,6.3600001335144,4739042.0,8100.0,3574.4849523096145,10738957.0,73.5767
DOM,Dominican Republic,2020,4750336.0,6.13000011444092,4459140.0,7270.0,2988.4065898813265,10847904.0,72.8894
ECU,Ecuador,2000,5439835.0,4.80000019073486,5178723.0,1550.0,632.9897320607962,12681123.0,72.8394
ECU,Ecuador,2001,5547949.0,4.25,5312161.0,1550.0,637.5583677773941,12914660.0,73.2395
ECU,Ecuador,2002,5658731.0,4.89799976348877,5381566.0,1730.0,708.3451114299007,13143465.0,73.6134
ECU,Ecuador,2003,5771714.0,5.65999984741211,5445035.0,2110.0,859.3343721516703,13369678.0,73.9751
ECU,Ecuador,2004,6098242.0,5.0,5793330.0,2550.0,1086.537786868426,13596390.0,74.2788
ECU,Ecuador,2005,6192115.0,3.77999997138977,5958053.0,2880.0,1241.0959392771751,13825839.0,74.5144
ECU,Ecuador,2006,6429939.0,3.54999995231628,6201676.0,3100.0,1367.4285044880005,14059379.0,74.689
ECU,Ecuador,2007,6464362.0,3.14000010490417,6261381.0,3300.0,1445.282359651144,14296554.0,74.8445
ECU,Ecuador,2008,6589827.0,3.92000007629395,6331506.0,3850.0,1676.9905144148147,14535740.0,74.983
ECU,Ecuador,2009,6481412.0,4.6100001335144,6182619.0,4060.0,1698.9801787035585,14774412.0,75.1841
ECU,Ecuador,2010,6488680.0,4.09000015258789,6223293.0,4400.0,1824.147708158102,15011114.0,75.4301
ECU,Ecuador,2011,6533045.0,3.46000003814697,6307002.0,4880.0,2019.0502460494815,15243885.0,75.7425
ECU,Ecuador,2012,6743271.0,3.23000001907349,6525463.0,5390.0,2272.975348677813,15474099.0,76.0616
ECU,Ecuador,2013,6863959.0,3.07999992370605,6652549.0,5810.0,2460.6955994767586,15707473.0,76.3694
ECU,Ecuador,2014,7050017.0,3.48000001907349,6804676.0,6110.0,2606.3821609956776,15951832.0,76.6221
ECU,Ecuador,2015,7551558.0,3.61999988555908,7278192.0,5970.0,2680.159590210277,16212022.0,76.7893
ECU,Ecuador,2016,7955978.0,4.59999990463257,7590003.0,5800.0,2669.438344863986,16491116.0,76.7634
ECU,Ecuador,2017,8194875.0,3.83999991416931,7880192.0,5860.0,2751.0840473088565,16785356.0,76.9725
ECU,Ecuador,2018,8196417.0,3.52999997138977,7907083.0,6090.0,2818.609435097916,17084359.0,77.0938
ECU,Ecuador,2019,8312171.0,3.80999994277954,7995477.0,6090.0,2802.660080718757,17373657.0,77.2971
ECU,Ecuador,2020,7697701.0,6.1100001335144,7227371.0,5540.0,2269.4269214070573,17643060.0,72.1535
GRD,Grenada,2000,44219.909999999996,23.977,33617.0,4610.0,1506.9903828388615,102837.0,72.7829
GRD,Grenada,2001,45426.48,26.941,33188.0,4510.0,1449.7770287286182,103242.0,73.1181
GRD,Grenada,2002,46636.200000000004,29.605,32830.0,4650.0,1473.035431703269,103636.0,73.167
GRD,Grenada,2003,47841.380000000005,32.179,32447.0,5290.0,1650.3815274559388,104003.0,73.1875
GRD,Grenada,2004,47999.16,30.358,33428.0,5350.0,1713.9114101163436,104346.0,71.7876
GRD,Grenada,2005,49189.259999999995,27.105,35857.0,6650.0,2278.3642913107456,104658.0,73.5214
GRD,Grenada,2006,50370.24,23.167,38701.0,6430.0,2371.3757647372736,104938.0,73.7004
GRD,Grenada,2007,51539.67,20.322,41066.0,6830.0,2666.5980243955773,105183.0,74.3165
GRD,Grenada,2008,52728.5,18.475,42987.0,7260.0,2959.3637217064775,105457.0,74.6558
GRD,Grenada,2009,53951.37,22.259,41942.0,6720.0,2664.318299980149,105787.0,75.0363
GRD,Grenada,2010,54175.770000000004,24.732,40777.0,6940.0,2664.034379206793,106227.0,74.9988
GRD,Grenada,2011,55528.72,27.178,40437.0,7060.0,2673.4330342928847,106786.0,75.2947
GRD,Grenada,2012,58024.08,27.453,42095.0,7030.0,2754.0469232773703,107452.0,75.0416
GRD,Grenada,2013,59494.600000000006,31.922,40503.0,7350.0,2752.0712383981067,108172.0,75.1161
GRD,Grenada,2014,59895.00000000001,30.694,41511.0,7520.0,2866.507988980716,108900.0,74.985
GRD,Grenada,2015,61377.68000000001,29.513,43263.0,7750.0,3059.1156263970875,109603.0,75.0125
GRD,Grenada,2016,61747.280000000006,28.108,44391.0,8350.0,3361.6430715652577,110263.0,74.7622
GRD,Grenada,2017,63198.17999999999,27.027,46118.0,8740.0,3635.3998232227573,110874.0,74.7652
GRD,Grenada,2018,64640.42,27.3,46994.0,9610.0,4052.188355211801,111449.0,74.8076
GRD,Grenada,2019,63841.13999999999,21.84,49898.0,9750.0,4343.721540686774,112002.0,74.8632
GRD,Grenada,2020,63010.64000000001,24.0,47888.0,8910.0,3792.089158275491,112519.0,74.9238
GTM,Guatemala,2000,4108982.0,2.72499990463257,3997012.0,1670.0,575.9402665853075,11589761.0,67.4459
GTM,Guatemala,2001,4231471.0,2.78399991989136,4113667.0,1600.0,554.4228751643107,11871565.0,67.9464
GTM,Guatemala,2002,4352879.0,2.75099992752075,4233131.0,1600.0,557.5632487229078,12147518.0,68.3865
GTM,Guatemala,2003,4468311.0,2.80999994277954,4342751.0,1670.0,584.1481324626466,12415334.0,68.7969
GTM,Guatemala,2004,4590730.0,2.97000002861023,4454385.0,1850.0,649.7825322099449,12682108.0,69.1648
GTM,Guatemala,2005,4700495.0,3.05100011825562,4557083.0,2000.0,703.8894396264774,12948292.0,69.1675
GTM,Guatemala,2006,4815710.0,3.06100010871887,4668301.0,2150.0,759.600127295693,13213330.0,69.8124
GTM,Guatemala,2007,4939775.0,3.10899996757507,4786197.0,2370.0,841.6763806115256,13477017.0,70.1002
GTM,Guatemala,2008,5069950.0,3.30900001525879,4902185.0,2610.0,931.2485920861028,13739299.0,70.3556
GTM,Guatemala,2009,5201009.0,3.51200008392334,5018350.0,2650.0,949.8890729340102,14000190.0,70.6414
GTM,Guatemala,2010,5330048.0,3.5,5143496.0,2730.0,984.716149800483,14259687.0,70.8783
GTM,Guatemala,2011,5467480.0,3.08500003814697,5298808.0,2910.0,1061.8403988840007,14521515.0,71.1769
GTM,Guatemala,2012,5567956.0,2.75999999046326,5414280.0,3160.0,1157.4341720458651,14781942.0,71.463
GTM,Guatemala,2013,5664712.0,3.01999998092651,5493638.0,3380.0,1234.280769166087,15043981.0,71.728
GTM,Guatemala,2014,5868446.0,2.72000002861023,5708824.0,3550.0,1324.0498366817985,15306316.0,71.9638
GTM,Guatemala,2015,6015811.0,2.50999999046326,5864814.0,3700.0,1393.9248246610437,15567419.0,72.103
GTM,Guatemala,2016,6180399.0,2.57999992370605,6020945.0,3870.0,1472.170427270183,15827690.0,72.3547
GTM,Guatemala,2017,6367398.0,2.46000003814697,6210760.0,4100.0,1582.8591014418846,16087418.0,72.5506
GTM,Guatemala,2018,6537545.0,2.27999997138977,6388489.0,4400.0,1719.547169349634,16346950.0,72.7257
GTM,Guatemala,2019,6707594.0,2.19000005722046,6560698.0,4610.0,1821.5351975478718,16604026.0,73.1289
GTM,Guatemala,2020,6387537.0,3.55299997329712,6160588.0,4490.0,1640.7933168718403,16858333.0,71.7969
GUY,Guyana,2000,273422.0,11.8579998016357,241000.0,890.0,287.24364485655894,746718.0,64.4833
GUY,Guyana,2001,270615.0,11.8149995803833,238642.0,880.0,281.80792961946094,745206.0,64.7882
GUY,Guyana,2002,267679.0,11.8100004196167,236066.0,890.0,282.091625950437,744789.0,64.7275
GUY,Guyana,2003,266159.0,11.5539999008179,235407.0,940.0,296.9669942104995,745142.0,64.6003
GUY,Guyana,2004,265253.0,11.2670001983643,235367.0,1030.0,325.08513054870554,745737.0,64.9305
GUY,Guyana,2005,265124.0,11.0229997634888,235899.0,1090.0,344.6061011370276,746156.0,65.132
GUY,Guyana,2006,267573.0,10.6999998092651,238943.0,1470.0,470.6280825634601,746335.0,65.6666
GUY,Guyana,2007,270424.0,10.9569997787476,240794.0,2280.0,735.4685007039735,746477.0,66.2535
GUY,Guyana,2008,273612.0,11.2709999084473,242773.0,3850.0,1251.549647503063,746815.0,66.288
GUY,Guyana,2009,276891.0,11.5260000228882,244977.0,4190.0,1372.781757293525,747718.0,66.5625
GUY,Guyana,2010,280090.0,11.7980003356934,247045.0,4510.0,1486.6938206370176,749430.0,66.743
GUY,Guyana,2011,283273.0,12.0570001602173,249119.0,4820.0,1596.6852076183231,752029.0,66.9818
GUY,Guyana,2012,286495.0,12.335000038147,251156.0,5290.0,1758.851398221841,755388.0,67.2298
GUY,Guyana,2013,289655.0,12.6280002593994,253077.0,5540.0,1846.5450603926608,759281.0,67.4727
GUY,Guyana,2014,292698.0,12.923999786377,254870.0,5570.0,1859.68015552071,763371.0,67.8818
GUY,Guyana,2015,295579.0,13.2119998931885,256527.0,5470.0,1828.4367364968668,767433.0,68.2015
GUY,Guyana,2016,297957.0,13.46399974823,257840.0,5600.0,1871.886517761417,771363.0,68.384
GUY,Guyana,2017,300364.0,13.746000289917,259076.0,5910.0,1975.1078535328127,775218.0,68.6668
GUY,Guyana,2018,302647.0,14.0200004577637,260216.0,6290.0,2101.0833535513802,779007.0,68.8959
GUY,Guyana,2019,306151.0,13.9919996261597,263314.0,6630.0,2230.234511832902,782775.0,69.1239
GUY,Guyana,2020,293720.0,16.4309997558594,245459.0,8220.0,2565.1896170535206,786559.0,68.4858
HND,Honduras,2000,2420116.0,3.83899998664856,2327208.0,1020.0,361.0538519220444,6574510.0,68.6618
HND,Honduras,2001,2479124.0,4.0,2379959.0,1050.0,370.11100707473673,6751912.0,69.0061
HND,Honduras,2002,2541221.0,4.01999998092651,2439064.0,1070.0,376.63413460615675,6929267.0,69.3664
HND,Honduras,2003,2605133.0,5.30000019073486,2467061.0,1130.0,392.2955556621899,7106323.0,69.5071
HND,Honduras,2004,2669122.0,5.98999977111816,2509242.0,1210.0,416.8889762161036,7282953.0,69.7957
HND,Honduras,2005,2732602.0,4.90999984741211,2598431.0,1290.0,449.3878641884375,7458982.0,70.1041
HND,Honduras,2006,2740849.0,3.5699999332428,2643001.0,1360.0,470.83343779615535,7634295.0,70.2608
HND,Honduras,2007,2786673.0,3.21000003814697,2697221.0,1490.0,514.6761857560716,7808520.0,70.3765
HND,Honduras,2008,2905042.0,3.16000008583069,2813243.0,1630.0,574.5660876423937,7980955.0,70.4414
HND,Honduras,2009,3059061.0,3.28999996185303,2958418.0,1670.0,606.1454314801773,8150780.0,70.9113
HND,Honduras,2010,3214166.0,4.11999988555908,3081742.0,1740.0,644.695203479617,8317467.0,71.0884
HND,Honduras,2011,3197958.0,4.46999979019165,3055009.0,1880.0,677.236223081431,8480670.0,71.4386
HND,Honduras,2012,3225010.0,3.75,3104072.0,1970.0,707.7004758415183,8640692.0,71.7344
HND,Honduras,2013,3568374.0,5.65000009536743,3366761.0,2010.0,769.1278230303174,8798524.0,71.9629
HND,Honduras,2014,3764382.0,7.07999992370605,3497864.0,2010.0,785.06444306951,8955579.0,72.2594
HND,Honduras,2015,3870926.0,6.15000009536743,3632864.0,2060.0,821.2200896662579,9112904.0,72.4871
HND,Honduras,2016,3933053.0,6.73000001907349,3668359.0,2120.0,838.8624620501761,9270794.0,72.5878
HND,Honduras,2017,4105648.0,5.53000020980835,3878606.0,2250.0,925.5327915447381,9429016.0,72.6918
HND,Honduras,2018,4351344.0,5.65000009536743,4105493.0,2330.0,997.7341060876724,9587523.0,72.8141
HND,Honduras,2019,4238924.0,5.69999980926514,3997305.0,2390.0,980.2427890497906,9746115.0,72.8811
HND,Honduras,2020,4089919.0,8.3730001449585,3747470.0,2190.0,828.6001121902048,9904608.0,71.4619
HTI,Haiti,2000,3174536.0,8.4040002822876,2907748.0,550.0,188.95307333512764,8463802.0,58.3652
HTI,Haiti,2001,3263801.0,9.63300037384033,2949399.0,640.0,219.26553844259544,8608810.0,58.4886
HTI,Haiti,2002,3353716.0,10.826000213623,2990643.0,720.0,245.9705913128268,8754148.0,58.8545
HTI,Haiti,2003,3444170.0,11.9969997406006,3030973.0,660.0,224.76605677144593,8900108.0,59.5065
HTI,Haiti,2004,3535796.0,13.3240003585815,3064687.0,650.0,220.18663586778587,9047082.0,58.4755
HTI,Haiti,2005,3629068.0,14.4160003662109,3105902.0,690.0,233.0619929400805,9195289.0,60.4153
HTI,Haiti,2006,3732148.0,15.6909999847412,3146537.0,790.0,266.00553099996745,9344784.0,60.7632
HTI,Haiti,2007,3836867.0,16.7999992370605,3192273.0,900.0,302.57441126885874,9495336.0,61.103
HTI,Haiti,2008,3943169.0,16.3360004425049,3299013.0,1010.0,345.408070433325,9646570.0,61.3322
HTI,Haiti,2009,4051158.0,15.6569995880127,3416868.0,1160.0,404.5262575823792,9798046.0,61.7409
HTI,Haiti,2010,4160937.0,15.378999710083,3521027.0,1130.0,399.90283856642236,9949318.0,46.0185
HTI,Haiti,2011,4257833.0,14.5279998779297,3639255.0,1240.0,446.78546818318625,10100320.0,61.6227
HTI,Haiti,2012,4349886.0,14.1000003814697,3736552.0,1300.0,473.8615316749069,10250922.0,62.2915
HTI,Haiti,2013,4446085.0,13.996000289917,3823811.0,1390.0,511.0340264552137,10400672.0,62.6047
HTI,Haiti,2014,4539509.0,13.951000213623,3906202.0,1430.0,529.5160824142026,10549007.0,62.9875
HTI,Haiti,2015,4629513.0,13.9619998931885,3983140.0,1410.0,525.0999388530172,10695540.0,63.2372
HTI,Haiti,2016,4718848.0,13.9250001907349,4061748.0,1360.0,509.59312825046845,10839976.0,63.3922
HTI,Haiti,2017,4807860.0,13.8769998550415,4140673.0,1340.0,505.2191226171917,10982367.0,63.8538
HTI,Haiti,2018,4898140.0,13.8599996566772,4219258.0,1410.0,534.8427495978444,11123183.0,64.0188
HTI,Haiti,2019,4982122.0,13.914999961853,4288860.0,1390.0,529.2971309177535,11263079.0,64.2546
HTI,Haiti,2020,4955980.0,15.451000213623,4190232.0,1320.0,485.0769771944532,11402533.0,64.0518
JAM,Jamaica,2000,1147457.0,15.539999961853,969142.0,3240.0,1182.8163052821828,2654698.0,70.9442
JAM,Jamaica,2001,1147029.0,14.9300003051758,975778.0,3240.0,1182.0068149546155,2674706.0,70.758
JAM,Jamaica,2002,1151831.0,14.1899995803833,988386.0,3260.0,1196.5563384125996,2692843.0,70.8882
JAM,Jamaica,2003,1156455.0,11.7299995422363,1020803.0,3440.0,1296.0482284518043,2709438.0,70.8062
JAM,Jamaica,2004,1215721.0,12.210000038147,1067281.0,3650.0,1429.5601275148008,2725017.0,70.8603
JAM,Jamaica,2005,1235639.0,11.2600002288818,1096506.0,3800.0,1520.7017518248176,2740000.0,71.0438
JAM,Jamaica,2006,1258437.0,10.3199996948242,1128566.0,4080.0,1671.6983285737003,2754414.0,71.1993
JAM,Jamaica,2007,1280842.0,9.75,1155960.0,4320.0,1803.950178977245,2768229.0,71.4179
JAM,Jamaica,2008,1301710.0,10.5900001525879,1163859.0,4560.0,1907.7810781169062,2781869.0,71.6122
JAM,Jamaica,2009,1284589.0,11.3599996566772,1138660.0,4330.0,1763.477009942275,2795839.0,72.1238
JAM,Jamaica,2010,1279158.0,12.3699998855591,1120926.0,4390.0,1750.9084407414575,2810464.0,72.6219
JAM,Jamaica,2011,1294591.0,12.6999998092651,1130178.0,4590.0,1835.6835974821759,2825932.0,73.0942
JAM,Jamaica,2012,1302749.0,13.9300003051758,1121276.0,4980.0,1964.7090067723902,2842128.0,73.4335
JAM,Jamaica,2013,1343203.0,15.25,1138365.0,5010.0,1995.0287542283058,2858710.0,73.4119
JAM,Jamaica,2014,1354704.0,13.7399997711182,1168568.0,4910.0,1995.6158193505214,2875137.0,72.982
JAM,Jamaica,2015,1376583.0,13.5100002288818,1190607.0,4700.0,1935.5954499167078,2891024.0,72.394
JAM,Jamaica,2016,1424883.0,13.1899995803833,1236941.0,4600.0,1957.8302839199214,2906242.0,72.0198
JAM,Jamaica,2017,1444404.0,11.6300001144409,1276420.0,4750.0,2075.765325686239,2920848.0,71.9114
JAM,Jamaica,2018,1433102.0,9.10000038146973,1302690.0,5010.0,2223.7832354806187,2934853.0,71.793
JAM,Jamaica,2019,1457091.0,7.69000005722046,1345041.0,5250.0,2395.115943990337,2948277.0,71.767
JAM,Jamaica,2020,1396688.0,9.47999954223633,1264282.0,4670.0,1993.8790697297445,2961161.0,71.8686
KNA,St. Kitts and Nevis,2000,18955.69,4.494,18104.0,9120.0,3745.4002676768823,44083.0,69.7815
KNA,St. Kitts and Nevis,2001,19624.88,5.05,18634.0,9440.0,3943.8805434733868,44602.0,70.1995
KNA,St. Kitts and Nevis,2002,20325.600000000002,5.549,19198.0,9370.0,3982.5819164009918,45168.0,70.4518
KNA,St. Kitts and Nevis,2003,21044.54,6.032,19775.0,9270.0,4006.956436206256,45749.0,70.7676
KNA,St. Kitts and Nevis,2004,21308.58,5.691,20096.0,10390.0,4507.424821363038,46323.0,71.303
KNA,St. Kitts and Nevis,2005,22020.44,5.081,20902.0,11640.0,5192.932638948178,46852.0,71.3616
KNA,St. Kitts and Nevis,2006,22719.84,4.343,21733.0,12440.0,5711.839942534806,47333.0,71.2885
KNA,St. Kitts and Nevis,2007,23406.81,3.81,22515.0,13050.0,6150.866670853482,47769.0,71.3668
KNA,St. Kitts and Nevis,2008,24089.0,3.464,23255.0,15520.0,7491.336294574287,48178.0,71.3738
KNA,St. Kitts and Nevis,2009,24785.49,4.174,23751.0,15290.0,7472.43338340295,48599.0,71.3927
KNA,St. Kitts and Nevis,2010,24995.61,4.638,23836.0,15270.0,7426.4087653792,49011.0,71.2705
KNA,St. Kitts and Nevis,2011,25709.84,5.097,24399.0,15900.0,7846.4483637393305,49442.0,71.5378
KNA,St. Kitts and Nevis,2012,26935.74,5.148,25549.0,16070.0,8231.038471562319,49881.0,71.669
KNA,St. Kitts and Nevis,2013,27680.4,5.986,26023.0,17300.0,8945.276982991576,50328.0,71.457
KNA,St. Kitts and Nevis,2014,27926.800000000003,5.756,26319.0,17340.0,8987.936426658263,50776.0,70.9659
KNA,St. Kitts and Nevis,2015,28674.24,5.535,27087.0,17160.0,9077.668150925709,51204.0,70.763
KNA,St. Kitts and Nevis,2016,28912.24,5.271,27388.0,17900.0,9495.53932867187,51629.0,71.7405
KNA,St. Kitts and Nevis,2017,29660.519999999997,5.068,28157.0,18530.0,10026.697094319317,52036.0,71.8399
KNA,St. Kitts and Nevis,2018,30414.039999999997,5.119,28857.0,19780.0,10885.073038636103,52438.0,71.4671
KNA,St. Kitts and Nevis,2019,30115.379999999997,4.095,28882.0,21150.0,11561.765151228376,52834.0,71.5717
KNA,St. Kitts and Nevis,2020,29787.520000000004,4.5,28447.0,18440.0,9861.683711836366,53192.0,71.6266
LCA,St. Lucia,2000,67967.0,16.4899997711182,56759.0,5250.0,1901.1768121120092,156737.0,70.7678
LCA,St. Lucia,2001,69494.0,18.5249996185303,56620.0,4990.0,1786.1085824103575,158184.0,71.1345
LCA,St. Lucia,2002,71245.0,20.3899993896484,56718.0,5010.0,1782.756851033929,159392.0,71.472
LCA,St. Lucia,2003,73067.0,22.1800003051758,56861.0,5370.0,1902.0966174546813,160530.0,71.7707
LCA,St. Lucia,2004,75016.0,20.9699993133545,59285.0,6000.0,2198.169582439856,161821.0,72.0276
LCA,St. Lucia,2005,77120.0,18.7000007629395,62699.0,6230.0,2390.4262337217274,163408.0,72.2445
LCA,St. Lucia,2006,79515.0,16.0,66793.0,7260.0,2932.1746544280377,165378.0,72.4654
LCA,St. Lucia,2007,81991.0,14.0,70512.0,7500.0,3154.5417670778556,167644.0,72.5985
LCA,St. Lucia,2008,84515.0,12.7200002670288,73765.0,8090.0,3510.1190511202217,170011.0,72.6977
LCA,St. Lucia,2009,86977.0,15.3699998855591,73609.0,8020.0,3427.789435789645,172223.0,72.7222
LCA,St. Lucia,2010,89273.0,17.1079998016357,74000.0,8170.0,3472.7615283872897,174092.0,72.7196
LCA,St. Lucia,2011,91341.0,18.8600006103516,74114.0,8820.0,3723.8972758035297,175538.0,72.944
LCA,St. Lucia,2012,95508.0,19.0599994659424,77304.0,8850.0,3872.770500526453,176654.0,72.8821
LCA,St. Lucia,2013,97118.0,22.2099990844727,75548.0,8790.0,3741.116700938002,177505.0,72.7353
LCA,St. Lucia,2014,98715.0,21.2959995269775,77693.0,8840.0,3851.818044159792,178307.0,72.8638
LCA,St. Lucia,2015,100273.0,20.5620002746582,79655.0,8740.0,3886.455722348449,179131.0,73.1381
LCA,St. Lucia,2016,101697.0,19.6490001678467,81715.0,9430.0,4280.292232319417,180028.0,73.1116
LCA,St. Lucia,2017,103128.0,18.8600006103516,83678.0,10060.0,4651.989058053107,180955.0,73.1275
LCA,St. Lucia,2018,104621.0,19.0799999237061,84659.0,10720.0,4989.523778107648,181890.0,73.3569
LCA,St. Lucia,2019,103907.0,15.3199996948242,87988.0,10840.0,5217.811865751251,182795.0,73.4449
LCA,St. Lucia,2020,102251.0,16.8920001983643,84979.0,8910.0,4123.329593909459,183629.0,73.416
MEX,Mexico,2000,38540145.0,2.65000009536743,37518831.0,6210.0,2355.837266580145,98899845.0,73.5692
MEX,Mexico,2001,38812077.0,2.63000011444092,37791319.0,6740.0,2539.56314229997,100298152.0,73.8668
MEX,Mexico,2002,39371985.0,3.0,38190825.0,7100.0,2666.6222827640136,101684764.0,74.1059
MEX,Mexico,2003,40417811.0,3.46000003814697,39019355.0,7360.0,2785.9876900713634,103081020.0,74.2743
MEX,Mexico,2004,41651820.0,3.94000005722046,40010738.0,7820.0,2993.6771634951233,104514934.0,74.372
MEX,Mexico,2005,42869547.0,3.55999994277954,41343391.0,8050.0,3139.6035353888633,106005199.0,74.3765
MEX,Mexico,2006,44352857.0,3.5699999332428,42769460.0,8690.0,3455.4301953172157,107560155.0,74.3313
MEX,Mexico,2007,45304973.0,3.63000011444092,43660402.0,9250.0,3699.339174978428,109170503.0,74.2384
MEX,Mexico,2008,46199021.0,3.86999988555908,44411119.0,9780.0,3919.502573796868,110815272.0,74.1524
MEX,Mexico,2009,47176107.0,5.3600001335144,44647468.0,8820.0,3501.485514736704,112463886.0,74.119
MEX,Mexico,2010,47982609.0,5.30000019073486,45439531.0,9040.0,3600.3392026962997,114092961.0,74.1901
