PAIS,NOMBRE PAIS,ANIO,RENTA RECURSOS,INDUSTRIA,PIB,INVERSION SALUD,INVERSION EDUCACION,INVERSION DESARROLLO,GINI,INVERS.,PIB.INV,IND.ESTADO,ESPERANZA
BRA,Brazil,2001,2.21624231184045,22.6395279128549,559983704094.17,8.54960632,3.84468007087708,1.06198000907898,58.4,0.1345626639995606,75352899019.25317,9.312270574066472,70.1949
BRA,Brazil,2002,2.78595022424074,22.4953278210778,509795270685.19,8.69685745,3.75037002563477,1.0096800327301,58.1,0.13456907508364868,68602678058.12434,9.348736306873823,70.4103
BRA,Brazil,2003,2.80146644139198,23.0838178183236,558233724164.711,8.18899918,3.8624249696731603,0.999390006065369,57.6,0.13050814155738527,72854045895.39447,9.437269378699586,70.7204
BRA,Brazil,2004,2.67570050877001,24.3066232905777,669289321944.516,8.12491989,3.97447991371155,0.963429987430573,56.5,0.13062829791142122,87428124935.90134,9.646798656940653,71.1307
BRA,Brazil,2005,3.78193891988666,24.1725782835869,891633826603.377,8.03540993,4.47908020019531,1.00246000289917,56.3,0.1351695013309448,120521699711.78056,9.73984869617646,71.7533
BRA,Brazil,2006,3.88289323908398,23.5440216750205,1107626711406.63,8.24952602,4.87060022354126,0.988070011138916,55.6,0.14108196254680175,156266150214.50735,9.92676127059366,72.0373
BRA,Brazil,2007,4.10275387534177,23.1253804111996,1397114247331.17,8.20183945,4.97425985336304,1.08138000965118,54.9,0.14257479313014218,199193274792.41586,10.131523480925289,72.3653
BRA,Brazil,2008,4.74206317561717,23.0852937600656,1695855391810.9,8.01129246,5.26883983612061,1.12904000282288,54.0,0.1440917229894349,244358725346.95578,10.384021928856525,72.7153
BRA,Brazil,2009,2.366953387903,21.8785926300792,1666996294372.87,8.39480209,5.46355009078979,1.11865997314453,53.7,0.14977012153934322,249666237613.85953,10.451916860054798,72.9484
BRA,Brazil,2010,3.656254062525,23.2679773554086,2208838108577.09,7.94515991,5.64879989624023,1.15991997718811,53.3,0.14753879783428342,325889319150.01624,10.673362918171827,73.1821
BRA,Brazil,2011,4.25341741290375,23.1020509684591,2616156606666.62,7.78819466,5.73741006851196,1.13966000080109,52.9,0.14665264729313052,383666292101.073,10.863288106496485,73.3432
BRA,Brazil,2012,3.80614709341465,22.1336473661474,2465228293894.01,7.73637724,5.85510015487671,1.12683999538422,53.4,0.1471831739026093,362840124689.83484,10.722571612219854,73.5517
BRA,Brazil,2013,3.79387624071427,21.224809951341,2472819362216.69,7.97659969,5.8388500213623,1.19567000865936,52.7,0.1501111972002166,371197874922.2234,10.880855770697895,73.9185
BRA,Brazil,2014,3.26188448971847,20.4724627525642,2456043766028.73,8.39644623,5.94848012924194,1.26970994472504,52.0,0.1561463630396698,383502301531.6399,11.05099118801386,74.3058
BRA,Brazil,2015,2.39115420220481,19.3600439763687,1802211999538.68,8.90929508,6.24105978012085,1.37092995643616,51.9,0.16521284816557008,297748577441.9524,10.907055286469209,74.3325
BRA,Brazil,2016,2.40156113031822,18.3547582818562,1795693265810.23,9.16901207,6.314040184021,1.28637003898621,53.3,0.1676942229300721,301127386830.80994,10.626905259036354,74.4415
BRA,Brazil,2017,2.85356917586925,18.1885023126814,2063514688761.98,9.47124863,6.32047986984253,1.11749994754791,53.3,0.1690922844739044,348924412768.221,10.71658072983825,74.8266
BRA,Brazil,2018,3.76454189015038,18.749051454678,1916933708381.89,9.46475124,6.08851003646851,1.16769003868103,53.9,0.1672095131514954,320529552122.2265,10.544606063743588,75.1095
BRA,Brazil,2019,3.50615815689418,18.7546275757344,1873288158977.23,9.5912714,6.08851003646851,1.20802998542786,53.5,0.1688781142189637,316357371676.7889,10.615645771798798,75.3379
BRA,Brazil,2020,3.99116095210967,17.7016526357078,1448565936739.56,8.919707775,6.08851003646851,1.533254981040955,48.9,0.16541472792509465,239614140307.3342,11.457315453052969,74.0089
BRB,Barbados,2000,0.399822397528285,15.3064226180748,3059500000.0,5.33187246,4.71585988998413,0.449416832490401,51.2,0.1049714918247453,321160279.2378082,10.47526225881798,74.0891
BRB,Barbados,2001,0.250634340276307,14.6914388606973,3054500000.0,5.52529192,6.05536985397339,0.445560241287405,51.2,0.12026222015260794,367340951.45614094,10.475352455443405,74.2467
BRB,Barbados,2002,0.208690648113285,14.4197650088524,3106500000.0,5.86123419,5.88062000274658,0.441703650084409,51.2,0.12183557842830989,378482224.3875447,10.4753742157421,74.3656
BRB,Barbados,2003,0.23534265516599,15.7049384639352,3209500000.0,6.68377304,6.24569988250732,0.43784705888141295,51.2,0.13367319981388734,429024134.80267143,10.475472930410879,74.4717
BRB,Barbados,2004,0.287584942530975,15.0878211641748,3444500000.0,7.31510305,6.02428007125854,0.433990467678417,51.2,0.13773373588936957,474423853.2709335,10.475561601736011,74.7268
BRB,Barbados,2005,0.381049607786917,14.9456735174761,3819500000.0,6.76892185,5.66965007781982,0.430133876475421,51.2,0.12868705804295238,491520218.1950566,10.475594993073756,74.8901
BRB,Barbados,2006,0.448730343964893,16.2227937936478,4217450802.54938,6.58324289,5.44501996040344,0.426277285272425,51.2,0.12454540135675865,525264102.90589637,10.475660899098582,75.0683
BRB,Barbados,2007,0.377080677931409,14.7289513261334,4674007452.49163,6.05583191,5.22038984298706,0.42242069406942895,51.2,0.11698642447056488,546795419.8157694,10.47570295245192,75.3424
BRB,Barbados,2008,0.496597883166268,15.1418532956688,4784925079.03312,6.47676373,4.92259979248047,0.418564102866433,51.2,0.11817927625346902,565478982.7672073,10.47573944378581,75.4471
BRB,Barbados,2009,0.277383073401296,15.4120046093473,4465657314.64407,7.1486845,5.11617994308472,0.414707511663437,51.2,0.12679571954748156,566226232.462769,10.475740903257872,75.678
BRB,Barbados,2010,0.38320514006868,14.050570292677,4529928302.16747,6.77398682,6.0543999671936,0.41085092046044097,51.2,0.13239237707654042,599727975.9102482,10.475806336350542,75.7115
BRB,Barbados,2011,0.564424064460084,14.5117772728547,4657699461.45637,6.89933872,5.6585700511932355,0.406994329257445,51.2,0.1296490310045068,603866221.8880316,10.475814418862218,75.9166
BRB,Barbados,2012,0.561562631719982,14.1873047483218,4610095997.77104,7.77819967,5.26274013519287,0.40313773805444897,51.2,0.13444077543247318,619784880.7584797,10.475845509992824,76.0987
BRB,Barbados,2013,0.532195138001254,14.0869918912154,4677248301.89959,7.49560881,5.14899015426636,0.399281146851453,51.2,0.13043880111117812,610094660.9990761,10.475826583782355,76.2752
BRB,Barbados,2014,0.462755001018461,13.8486666688047,4696344341.64326,6.99789667,6.14349985122681,0.39542455564845697,51.2,0.1353682107687527,635735730.6822039,10.475876663996582,76.4758
BRB,Barbados,2015,0.195077776195894,13.6347090796447,4724691212.50593,6.7748456,5.38291883468628,0.391567964445461,51.2,0.1254933239913174,592917205.089937,10.475793034063784,76.6502
BRB,Barbados,2016,0.142933942866438,12.9914515652031,4832811755.56467,6.68155098,4.70732021331787,0.38771137324246496,51.2,0.11776582566560335,569140066.6805074,10.475746594340329,76.8149
BRB,Barbados,2017,0.217743353114144,12.7676023722004,4981588899.82409,6.62216997,4.36638021469116,0.383854782039469,51.2,0.11372404966730629,566526463.4656965,10.475741489646548,76.936
BRB,Barbados,2018,0.321377221369412,12.3351490870536,5097283213.13965,6.56259155,5.42886018753052,0.379998190836473,51.2,0.12371449928366993,630607840.4206281,10.475866648585914,77.067
