PAIS,NOMBRE PAIS,ANIO,RENTA RECURSOS,INDUSTRIA,PIB,INVERSION SALUD,INVERSION EDUCACION,INVERSION DESARROLLO,GINI,INVERS.,PIB.INV,IND.ESTADO,ESPERANZA
BRB,Barbados,2019,0.279179607104937,12.0046718717992,5304164323.2532,6.29990387,3.20398998260498,0.376141599633477,51.2,0.09880035452238456,524053315.5824001,10.475658534279589,77.2569
BRB,Barbados,2020,0.221262259307958,12.7580911278095,4689534961.75956,5.1451218149999995,3.05817008018494,0.37228500843048096,51.2,0.0857557690361542,402154677.067623,10.47542045100124,77.3929
CAN,Canada,2000,3.91122948225336,29.5000375204667,744773415931.587,8.24814415,5.42331981658936,1.85847997665405,33.3,0.1552994394324341,115662893998.35455,16.45248051121298,79.2335
CAN,Canada,2001,3.24775321601978,28.4475354619999,738981792355.372,8.62482357,4.95303010940552,2.02116990089417,33.4,0.1559902358029969,115273944043.63576,16.402057066704202,79.4507
CAN,Canada,2002,2.35694563319289,27.5731410327833,760649334098.005,8.85670376,4.99308013916016,1.97170996665955,33.5,0.1582149386581971,120346087734.71434,16.368236429762035,79.568
CAN,Canada,2003,2.92957696028926,27.9074104477255,895540646634.787,9.01090145,4.917346795399986,1.96781003475189,33.6,0.15896058280151876,142355663111.5147,16.385026129009173,79.7396
CAN,Canada,2004,4.03016223762958,28.3911197223378,1026690238278.25,9.06628132,4.841613451639813,1.99733996391296,33.7,0.15905234735552773,163297492405.16174,16.39854780012086,80.0332
CAN,Canada,2005,4.41197277080859,29.2129915241778,1173108598778.68,9.03540611,4.76588010787964,1.97126996517181,33.733333333333334,0.1577255618305145,185029212830.57492,16.446765797626906,80.1364
CAN,Canada,2006,3.855923608803,28.8475544811015,1319264809590.97,9.34210205,4.76614499092102,1.94304001331329,33.766666666666666,0.1605128705423431,211758981592.94427,16.50969031933419,80.5466
CAN,Canada,2007,3.63217542937211,28.6859019053535,1468820407783.26,9.44500446,4.7664098739624,1.90357995033264,33.8,0.1611499428429504,236700324760.83145,16.567199529575145,80.5495
CAN,Canada,2008,5.0075005720157,29.3420195046589,1552989690721.65,9.60709858,4.62612009048462,1.85578000545502,33.733333333333334,0.16088998675939642,249860490777.6854,16.63895338047407,80.7388
CAN,Canada,2009,2.02520137169722,25.0760182112778,1374625142157.29,10.71716499,4.84057998657227,1.9174200296402,33.666666666666664,0.17475165006212467,240218011808.86914,16.643260776369615,81.0737
CAN,Canada,2010,2.2370420132143,26.3511331619895,1617343367486.26,10.69585419,5.356369972229,1.82527995109558,33.6,0.1787750411332458,289140627048.9384,16.821886140727695,81.3469
CAN,Canada,2011,2.96929913328669,27.1393405983891,1793326630174.52,10.40052414,5.26205015182495,1.78714001178741,33.55,0.17449714303612363,312930373496.0528,16.91786435091392,81.5286
CAN,Canada,2012,1.80426454225357,26.6346687974256,1828366481521.6,10.50637913,5.26205015182495,1.77232003211975,33.5,0.175407493139447,320709181063.89496,16.96633521581929,81.7221
CAN,Canada,2013,1.91552695427973,26.6132351758366,1846597421834.98,10.40513706,5.26205015182495,1.70539999008179,33.8,0.17372587201906742,320801747376.4436,16.81602030654441,81.8029
CAN,Canada,2014,1.64883828165497,27.1379424601872,1805749878439.94,10.24852657,5.26205015182495,1.71416997909546,33.2,0.1722474670092041,311035842613.4579,17.090508912195858,81.8545
CAN,Canada,2015,0.335525991715679,24.4156825468916,1556508816217.14,10.73320484,5.26205015182495,1.69324004650116,33.7,0.1768849503832611,275322984727.67725,16.73096765864464,81.9246
CAN,Canada,2016,0.779091495956499,23.2953005455848,1527994741907.43,11.02296066,5.26205015182495,1.72872996330261,32.7,0.18013740775127562,275249011864.7839,17.242391829053062,82.0434
CAN,Canada,2017,1.23155103865133,24.0278028870792,1649265644244.09,10.83538342,5.26205015182495,1.68579995632172,33.3,0.17783233528146672,293292761015.41925,16.985903535288248,82.0192
CAN,Canada,2018,2.12446559041552,24.6223059554353,1725329192783.02,10.80637455,5.26205015182495,1.67917001247406,33.3,0.1774759471429901,306204432622.617,17.02467732389845,82.0508
CAN,Canada,2019,1.98698357557699,24.6223059554353,1742015045482.31,10.84447765,5.26205015182495,1.59162998199463,33.3,0.17698157783819582,308304571367.3357,17.030984046855565,82.3628
CAN,Canada,2020,1.4957811159159,24.6223059554353,1645423407568.36,8.939826965,5.26205015182495,1.69781005382538,33.3,0.1589968717065033,261617174436.02405,16.890781653668444,82.0471
CHL,Chile,2000,4.87317737366935,27.8329007305146,78249883995.6255,7.03517628,3.77583003044128,1.5242800489068045,52.8,0.12335286359348083,9652347266.718092,10.17550277178463,76.8695
CHL,Chile,2001,3.94501586104672,28.4825729751045,71517080040.6338,7.15104103,3.9285200834274248,1.3507500439882292,52.36666666666667,0.12430311157415652,8889795579.748787,10.25824871766133,76.7726
CHL,Chile,2002,3.73557079950192,28.5180345922146,70294892400.0639,7.26602364,4.08121013641357,1.1772200390696534,51.93333333333333,0.12524453815483222,8804051333.289629,10.343678756551073,77.4445
CHL,Chile,2003,5.08813209958011,29.7153366007983,76507577234.5965,7.33330393,3.96345996856689,1.0036900341510782,51.5,0.12300453932717968,9410779292.78016,10.431891059278344,77.3867
CHL,Chile,2004,9.57115826639796,32.7525021838824,99079230169.6389,6.90115023,3.53838992118835,0.8301600292325025,50.1,0.11269700180420852,11165932181.187387,10.726904288256996,77.6161
CHL,Chile,2005,9.74818350530234,34.0353024141328,122314960843.922,6.58871555,3.26283001899719,0.656630024313927,48.699999999999996,0.10508175593311117,12853070862.36906,11.038739603897202,78.0159
CHL,Chile,2006,17.2200814644753,38.684729192628,153840051814.059,6.03516722,3.02152991294861,0.4831000193953515,47.3,0.09539797152343961,14676028882.122074,11.369321659868266,78.261
CHL,Chile,2007,17.0051493508918,37.4665970166252,172565850839.158,6.17537546,3.21378993988037,0.309570014476776,47.199999999999996,0.09698735414357146,16736705288.424145,11.397775045601678,77.8258
CHL,Chile,2008,13.7944848850497,31.9839914243068,179663403196.985,6.74047899,3.79242992401123,0.374969989061356,47.1,0.10907878903072586,19597466453.866165,11.428047946262067,78.4841
CHL,Chile,2009,8.75675759745208,31.8892011542261,171412642047.328,7.20918465,4.23064994812012,0.352019995450974,47.0,0.11791854593571094,20212729505.219425,11.45367201221444,78.7409
CHL,Chile,2010,11.9002961058423,33.4669030156191,217105420016.533,6.77489328,4.16208982467651,0.329470008611679,46.5,0.11266453113288188,24460080352.57008,11.585963863630404,78.5015
CHL,Chile,2011,12.1291055650616,32.4417542348483,251224856981.294,6.7717886,4.04518985748291,0.351440012454987,46.0,0.11168418469937898,28057843328.17391,11.71971947731248,79.1099
CHL,Chile,2012,9.07551072850474,30.5583003272184,267175872540.066,7.0209198,4.287309885025024,0.362199991941452,45.9,0.11670429676966476,31180572318.60999,11.752055966348971,79.0233
CHL,Chile,2013,7.62692784459771,29.4304373078834,277239461340.404,7.44478321,4.52942991256714,0.388700008392334,45.8,0.12362913130959474,34274873770.25412,11.784471593899173,79.3391
CHL,Chile,2014,6.83858746427704,28.9028670653185,259405202008.001,7.80729866,4.73094987869263,0.375030010938644,45.099999999999994,0.12913278549631274,33497716307.52687,11.965655947989125,79.4726
CHL,Chile,2015,4.02848854160475,27.8806404106495,242496649874.236,8.30269146,4.87530994415283,0.380730003118515,44.4,0.13558731407271346,32879469428.078865,12.152911228972176,79.746
CHL,Chile,2016,3.19954739747282,26.7795650481737,249298719723.108,8.51866722,5.34201002120972,0.369340002536774,44.4,0.14230017243746493,35475250805.037506,12.158757583424785,80.0794
CHL,Chile,2017,5.29785467324795,27.3811560671383,276364933679.626,9.06854153,5.41966009140015,0.355930000543594,44.4,0.14844131621943743,41023974512.301216,12.171254708891595,80.3501
CHL,Chile,2018,5.76285982731167,27.8615227739968,295402652037.155,9.15850449,5.43316984176636,0.366470009088516,44.56666666666666,0.14958144340854876,44186755078.43092,12.132834415813011,80.1334
CHL,Chile,2019,4.85196740466377,27.1959137923046,278584733103.01,9.33272362,5.43316984176636,0.340950012207031,44.733333333333334,0.15106843473973391,42085359572.258255,12.082932509257434,80.3263
CHL,Chile,2020,2.97239409331009,29.960419189666,252727193710.018,7.4840085499999995,5.43316984176636,0.2360050082206725,44.9,0.13153183399987034,33241671290.319164,12.018384827451863,79.3769
COL,Colombia,2000,5.75601977328153,27.3057722832576,99886577330.7271,5.63529348,3.5112099647522,0.131060004234314,58.7,0.09277563448986514,9267040588.879187,9.152095667503316,71.3201
COL,Colombia,2001,3.77989753252906,27.2228150417753,98211749595.5442,5.94238234,3.70867991447449,0.13289999961853,57.5,0.0978396225409302,9609000509.5124,9.34369063781753,71.502
COL,Colombia,2002,3.89187030313458,27.5290127709183,97963003804.7851,5.73295689,4.26812982559204,0.155589997768402,56.0,0.10156676713360441,9949785595.14901,9.594576610411995,71.9389
COL,Colombia,2003,4.79121460320513,28.9037801318181,94641378693.223,5.77505875,4.32513999938965,0.173979997634888,53.6,0.10274178747024539,9723624415.590128,10.023762575841712,72.3606
COL,Colombia,2004,6.08513638150472,29.7258920854426,117081522349.677,5.79892778,4.07934999465942,0.169640004634857,55.0,0.10047917779294277,11764255100.441599,9.772322493338198,72.6951
COL,Colombia,2005,6.40188006480631,30.3481497700898,145619191582.061,6.06709814,4.02098989486694,0.165570005774498,53.9,0.10253658040641438,14931293946.371058,9.977633414066677,73.0814
COL,Colombia,2006,7.24245826550571,30.9134600266245,161618581266.316,6.33551502,3.91671991348267,0.164269998669624,54.36666666666667,0.10416504932152293,16835007488.88037,9.895490111081141,73.468
COL,Colombia,2007,6.57165592097764,30.5790350660201,206181826825.28,6.49102831,4.08301019668579,0.183070003986359,54.83333333333333,0.10757108510672148,22179202840.881504,9.821019426887142,73.8372
COL,Colombia,2008,8.51734934444362,32.1310911250351,242186950900.775,6.84192705,3.9387800693512,0.195409998297691,55.3,0.10976117117648891,26582723374.53188,9.746104592423327,74.295
COL,Colombia,2009,4.6905148030374,31.2470343359106,232397835678.336,7.31134653,4.77651977539063,0.193509995937347,54.3,0.12281376301327976,28541652715.79829,9.929198469523692,74.7418
COL,Colombia,2010,6.5864671538143,31.3713561004301,286563105192.456,7.07130146,4.83382987976074,0.193580001592636,54.6,0.12098711341353377,34670442908.054085,9.885867324438866,75.0327
COL,Colombia,2011,9.4452337026771,33.3021551703249,334943871931.745,6.78076839,4.46608018875122,0.198420003056526,53.5,0.11445268581807747,38335225740.89439,10.095978209301798,75.3198
COL,Colombia,2012,8.02804865041357,33.4055006173979,370921320483.841,6.74599648,4.37038993835449,0.221159994602203,52.6,0.11337546412956692,42053376865.40731,10.275791811979039,75.5973
COL,Colombia,2013,7.34481699840736,32.7475552904174,382116126448.554,7.01724052,4.87855005264282,0.257609993219376,52.6,0.12153400565862196,46440103474.04927,10.284131596406114,75.8267
COL,Colombia,2014,6.37139761238593,30.9858527230854,381112119657.445,7.18553209,4.62945985794067,0.303169995546341,52.6,0.1211816194348701,46183783846.34518,10.283644296733673,76.0427
COL,Colombia,2015,3.68401847687382,28.589447888136,293481748240.778,7.52338552,4.47038984298706,0.365420013666153,51.0,0.12359195376653212,36271982659.895256,10.586833527246005,76.2573
COL,Colombia,2016,2.97267630250384,27.689162311787,282825009887.458,7.53117037,4.47721004486084,0.270509988069534,50.6,0.12278890402930373,34727772996.15796,10.667472113106177,76.4713
COL,Colombia,2017,3.8490062626813,26.8148589146209,311883730690.129,7.67864275,4.53551006317139,0.261090010404587,49.7,0.12475242823575977,38908252730.82135,10.869057080415269,76.6456
COL,Colombia,2018,5.02867928367672,26.8954667535946,334198214706.209,7.62541389,4.44910001754761,0.312330007553101,50.4,0.12386843915100712,41396611222.71126,10.72303517352833,76.7479
COL,Colombia,2019,4.69333604689277,25.9937098374821,323109543324.321,7.70943594,4.5062198638916,0.321689993143082,51.3,0.12537345797034682,40509360749.78971,10.533182216345725,76.7523
COL,Colombia,2020,3.78274426034005,23.7880725208993,270299982887.01,7.13721204,4.93310022354126,0.288120001554489,54.2,0.12358432265095748,33404840297.65653,9.956490694710745,74.7692
CRI,Costa Rica,2000,1.01441557768784,25.4449908308971,15013629658.6521,6.56498814,4.66695022583008,0.411350011825562,47.4,0.11643288377655642,1748080197.1101003,11.318061595849532,77.5857
CRI,Costa Rica,2001,1.05121844887965,25.2166020654827,15976174336.9721,6.47410393,4.83202981948853,0.3948666751384737,51.5,0.11701000424627003,1869372227.0082557,10.417247550412768,77.5453
CRI,Costa Rica,2002,0.952728053711723,24.569597934029,16578820687.2881,6.8690896,5.15044021606445,0.37838333845138533,51.8,0.12397913154515836,2055427790.8528838,10.357275181518185,77.9833
CRI,Costa Rica,2003,0.982989203444128,24.1792374989641,17271760506.9483,6.9691925,5.13373994827271,0.361900001764297,49.3,0.12464832450037008,2152896008.362768,10.88268968000797,78.072
CRI,Costa Rica,2004,0.939727785125792,24.6690619237543,18610594846.2083,6.63005924,4.89062976837158,0.372880011796951,48.4,0.11893569020168532,2213463943.097712,11.085178884666663,78.3305
CRI,Costa Rica,2005,0.978847631680101,24.2695341122995,20040642476.9817,6.66429853,4.753384828567505,0.3999050110578535,47.5,0.11817588369625359,2368320634.557989,11.295539867095,78.5053
CRI,Costa Rica,2006,1.34632898287214,23.7198679368366,22715540324.3032,6.93530893,4.61613988876343,0.426930010318756,49.3,0.11978378829082187,2720953473.1179614,10.883841926386786,78.5145
CRI,Costa Rica,2007,1.46074113265502,23.8937947565006,26884700345.0342,6.99642754,4.6345100402832,0.356550008058548,49.3,0.11987487588341747,3222800117.023845,10.88485987089775,78.4621
CRI,Costa Rica,2008,1.30873505787213,23.5536024382425,30801744881.0001,7.46854544,4.88697004318237,0.385930001735687,48.6,0.12741445484918057,3924587532.416166,11.04308169499585,78.4451
CRI,Costa Rica,2009,1.18589867257357,23.5227381446589,30745712006.5307,7.86019039,6.01030015945435,0.517180025577545,50.6,0.14387670575031894,4423591759.447666,10.607582426867618,78.6721
CRI,Costa Rica,2010,1.62716715852007,23.3229652114345,37658614803.2775,8.02937698,6.56574010848999,0.479900002479553,48.0,0.15075017090969542,5677042617.816468,11.184771164277883,78.6704
CRI,Costa Rica,2011,1.23371479049184,22.5898706745828,42762617081.6522,8.1219759,6.37988996505737,0.462350010871887,48.8,0.14964215875929257,6399090334.295435,11.002893865921852,79.3477
CRI,Costa Rica,2012,1.17602665284066,22.2048773852809,47231651862.8399,7.78642225,6.58239984512329,0.547129988670349,48.4,0.14915952083793638,7045050560.245424,11.09516150164424,79.2827
CRI,Costa Rica,2013,1.22119530251854,21.3449724793135,50949672205.9168,7.68229151,6.68739986419678,0.542530000209808,49.2,0.14912221374406587,7597727908.880817,10.915875699480585,79.4034
CRI,Costa Rica,2014,1.33531904847465,20.6164054191975,52016408950.8936,7.66376114,6.67952013015747,0.556270003318787,48.6,0.14899551273476258,7750211522.259486,11.050953349295941,78.7741
CRI,Costa Rica,2015,1.11387842489714,19.9678784677773,56441917652.9812,7.59196186,6.87349987030029,0.436650007963181,48.4,0.1490211173826347,8411037635.865913,11.097983788990565,79.0857
CRI,Costa Rica,2016,1.21735308739301,19.6500112824728,58847016044.7363,7.31724358,6.89395999908447,0.443349987268448,48.7,0.14654553566352918,8623767488.476177,11.030055202718776,79.4592
CRI,Costa Rica,2017,1.12826786546361,19.3145397059632,60516043590.1832,7.04522943,7.06980991363525,0.425870001316071,48.3,0.1454090934495132,8799583037.599762,11.121765422925812,79.3769
CRI,Costa Rica,2018,0.934956585459435,19.5581432647296,62420165099.7231,7.29572248,6.76991987228394,0.3714399933815,48.0,0.14437082345665442,9011650635.747345,11.191718264315238,79.4835
CRI,Costa Rica,2019,0.75601330873668,19.2336569312753,64417670082.6127,7.27393246,6.79584980010986,0.40717666347821535,48.2,0.14476958923588074,9325719637.392324,11.145931194757178,79.4272
CRI,Costa Rica,2020,0.921519197227194,20.1365271604119,62158002233.0279,6.927915335,6.71066999435425,0.4429133335749307,49.3,0.14081498662929182,8752778253.347315,10.896076865089077,79.277
CUB,Cuba,2000,1.86758024056193,25.535082151714,30565400000.0,6.58189821,7.70481014251709,0.478650003671646,44.0,0.14765358356188735,4513090843.002512,12.198923197905842,76.1831
CUB,Cuba,2001,1.25001492013771,24.8623841628159,31682400000.0,6.98209763,8.3580904006958,0.565299987792969,44.0,0.1590548801848877,5039240335.969686,12.200118992208038,76.4208
CUB,Cuba,2002,1.35376667594147,23.7013441300368,33590500000.0,7.11481667,9.57116985321045,0.564450025558472,44.0,0.17250436548768922,5794507888.914225,12.201835509373822,76.6124
CUB,Cuba,2003,1.98670578248515,22.5059329493165,35901200000.0,7.10295439,9.9408597946167,0.582430005073547,44.0,0.17626244189690246,6328033179.029075,12.203048066851355,76.7729
CUB,Cuba,2004,2.91883266804973,22.0396303955187,38203000000.0,6.83178759,10.2682304382324,0.602310001850128,44.0,0.1770232803008253,6762820377.332428,12.204036219574771,76.9116
CUB,Cuba,2005,2.94309327539044,21.5268299936084,42643836100.0,8.75525475,10.5577802658081,0.549199998378754,44.0,0.19862235014186855,8470018945.2466545,12.207916216320033,77.0469
CUB,Cuba,2006,3.67358671393023,22.2047369498775,48835925925.9259,8.2719059,9.05716991424561,0.441390007734299,44.0,0.17770465821979908,8678371525.514088,12.208389744911548,77.1788
CUB,Cuba,2007,6.19422832841988,22.5269990563768,54262870370.3704,10.96749115,11.8682098388672,0.436150014400482,44.0,0.23271851003267685,12627974342.688887,12.21736611495058,77.3072
CUB,Cuba,2008,3.01737852235334,22.3864961360912,56302129629.6296,11.31422806,14.0590801239014,0.500609993934631,44.0,0.2587391817783603,14567566952.749538,12.221774279973449,77.4294
CUB,Cuba,2009,1.58639910059963,22.6047036082474,57481481481.4815,12.29053974,13.1248598098755,0.614849984645844,44.0,0.26030249534521344,14962573065.76931,12.222672021139402,77.5483
CUB,Cuba,2010,2.58633035932996,22.8936077602288,59562962962.963,10.6880827,12.8373098373413,0.6076700091362,44.0,0.24133062546477502,14374367106.387089,12.221335189413532,77.661
CUB,Cuba,2011,2.96547903897203,22.258298304102,68990000000.0,11.31298637,12.8373098373413,0.271919995546341,44.0,0.24422216202887642,16848886958.372185,12.226959098168043,77.7597
CUB,Cuba,2012,2.21701608803425,23.3671948701822,73141000000.0,9.29940987,12.8373098373413,0.407160013914108,44.0,0.22543879721255405,16488819066.923416,12.226140762051116,77.8328
CUB,Cuba,2013,1.74568193843537,23.150308497952,77148000000.0,10.43099499,12.8373098373413,0.474669992923737,44.0,0.23742974820265036,18317230214.33807,12.230296241931603,77.8698
CUB,Cuba,2014,1.66414991545764,22.1521027573894,80656000000.0,12.1412344,12.8373098373413,0.415960013866425,44.0,0.2539450425120773,20482191348.854107,12.235216608146413,77.8533
CUB,Cuba,2015,0.693771238303872,22.3531842126404,87133000000.0,12.81401348,12.8373098373413,0.428539991378784,44.0,0.26079863308720086,22724167296.78707,12.240312008028079,77.772
CUB,Cuba,2016,0.443405195185541,22.9429790959834,91370000000.0,12.2177515,12.8373098373413,0.34222999215126,44.0,0.25397291329492555,23205505087.757347,12.241405957553011,77.643
CUB,Cuba,2017,0.653750044120567,24.3559694788903,96851000000.0,11.7113266,12.8373098373413,0.430660009384155,44.0,0.24979296446725452,24192698401.61807,12.243649578720877,77.5286
CUB,Cuba,2018,1.01611832621726,24.8775612193903,100050000000.0,11.18745422,12.8373098373413,0.536909997463226,44.0,0.24561674054804525,24573954891.83193,12.244516070744089,77.4962
CUB,Cuba,2019,0.856625906817222,24.5494450245581,103428000000.0,11.34020519,12.8373098373413,0.553080022335052,44.0,0.24730595049676352,25578359847.979256,12.246798809280788,77.6112
CUB,Cuba,2020,0.6352428452995,23.0186675609211,107352000000.0,8.331974745,12.8373098373413,0.518379986286163,44.0,0.21687664568627463,23282141667.712955,12.241580131598365,77.5673
DMA,Dominica,2000,0.0249171756964842,15.8601463842642,333470370.37037,5.3237443,3.40858006477356,0.5077690775082867,51.2,0.09240093442281846,30812973.82454554,10.474695174237093,72.6932
DMA,Dominica,2001,0.0242728754621181,15.3862065211475,340203703.703704,4.6450181,3.40858006477356,0.49715816873041035,51.2,0.0855075633350397,29089989.74125955,10.474691809033805,71.7132
DMA,Dominica,2002,0.022138961277157,15.4685815279615,333196296.296296,4.6531105,3.40858006477356,0.48654725995253406,51.2,0.08548237824726095,28482411.830586407,10.4746906223582,72.3395
DMA,Dominica,2003,0.0228107663160081,13.6082162815285,343311111.111111,4.84617901,3.40858006477356,0.4759363511746577,51.2,0.08730695425948218,29973447.47454977,10.474693534537192,71.4384
DMA,Dominica,2004,0.0220286901534381,13.2726135721778,367200000.0,4.74520159,3.40858006477356,0.46532544239678136,51.2,0.08619107097170342,31649361.260809496,10.474696807806305,72.401
DMA,Dominica,2005,0.0211959119893819,13.0189427447152,364255555.555556,4.97772503,3.40858006477356,0.45471453361890507,51.2,0.08841019628392466,32203905.16417673,10.474697890899867,72.2543
DMA,Dominica,2006,0.0286807337827756,13.1614911548098,390251851.851852,4.78092194,3.40858006477356,0.4441036248410287,51.2,0.08633605629614588,33692805.851156674,10.474700798909021,72.8479
DMA,Dominica,2007,0.0270653732395914,13.4120294275343,421374074.074074,4.79109907,3.40858006477356,0.4334927160631524,51.2,0.08633171850836713,36377947.949686795,10.474706043327181,71.9301
DMA,Dominica,2008,0.0261239989471595,12.7191599776899,458188888.888889,5.04968786,3.40858006477356,0.4228818072852761,51.2,0.08881149732058835,40692441.27787892,10.474714470071964,73.3054
DMA,Dominica,2009,0.0219865512581005,11.3616054524801,489074074.074074,4.98329306,3.40858006477356,0.41227089850739973,51.2,0.0880414402328096,43058785.86200928,10.47471909183873,72.1702
DMA,Dominica,2010,0.049154879967581,11.7075292688232,493825925.925926,5.1571188,3.40858006477356,0.40165998972952344,51.2,0.08967358854503084,44283142.894350365,10.474721483161058,71.5499
DMA,Dominica,2011,0.0412282999842973,12.8381025599326,501025925.925926,5.33450365,3.40858006477356,0.3910490809516471,51.2,0.09134132795725208,45764373.4150859,10.47472437618942,69.6948
DMA,Dominica,2012,0.0413322647049234,12.7542505277437,485996296.296296,5.79509926,3.40858006477356,0.38043817217377074,51.2,0.09584117496947331,46578456.0678493,10.4747259661946,70.5383
DMA,Dominica,2013,0.0491938206258817,12.3197562063327,498296296.296296,5.30803347,3.40858006477356,0.36982726339589445,51.2,0.09086440798169454,45277397.96243399,10.47472342506549,68.8962
DMA,Dominica,2014,0.0651451844434981,12.4957281995785,520207407.407407,5.22792864,3.40858006477356,0.3592163546180181,51.2,0.08995725059391578,46796428.10895935,10.474726391921244,69.4342
DMA,Dominica,2015,0.0474677077261649,12.5336474907362,540737037.037037,5.15941811,3.40858006477356,0.3486054458401418,51.2,0.08916603620613701,48215378.22244369,10.474729163308183,68.7266
DMA,Dominica,2016,0.0602343950091531,11.9917471172758,576229629.62963,5.12967396,5.12972021102905,0.33799453706226545,51.2,0.10597388708091315,61065293.70304681,10.474754260799356,70.1284
DMA,Dominica,2017,0.0561299311430553,11.0723694955936,521551851.851852,5.45470619,4.7667498588562,0.3273836282843891,51.2,0.1054883967714059,55017668.68500967,10.474742449031742,67.5253
DMA,Dominica,2018,0.0349041033801395,16.1501588912329,554770370.37037,6.47454262,5.57154989242554,0.3167727195065128,51.2,0.12362865231932052,68585513.23557915,10.47476894872813,73.59
DMA,Dominica,2019,0.0282747611952086,15.0803985101293,611537037.037037,5.46006632,5.57618999481201,0.30616181072863646,51.2,0.11342418125540646,69363087.7332831,10.474770467428321,73.5588
DMA,Dominica,2020,0.0457722362182372,12.2295024166654,504214814.814815,5.17217064,4.69630002975464,0.29555090195076017,51.2,0.10164021571705399,51248502.54551223,10.474735087379127,73.649
DOM,Dominican Republic,2000,0.341026792428352,31.6704245093107,24305717541.6371,4.88427496,1.88829004764557,0.2849399931728838,51.5,0.07057505000818454,1715377230.9858465,10.416948531003017,69.4232
DOM,Dominican Republic,2001,0.0227890061768803,29.7327726562993,25601765400.5153,4.88183308,1.96782994270325,0.27432908439500747,50.0,0.07123992107098256,1823867746.4105225,10.729673967963954,69.6416
DOM,Dominican Republic,2002,0.0276477786255592,31.088108747831,27137508656.8522,4.98649025,1.9140100479126,0.2637181756171312,49.7,0.0716421847352973,1944190408.4499352,10.794682709545308,69.923
DOM,Dominican Republic,2003,0.541632394723522,31.8823028936378,21403167848.1444,4.38888311,1.84465003013611,0.25310726683925483,52.1,0.06486640406975364,1388346534.0104942,10.296355974605715,70.2649
DOM,Dominican Republic,2004,1.21413014952151,31.8129445090859,22322395368.0274,4.2877388,1.8951849937438974,0.24249635806137848,52.1,0.06425420151805275,1434307690.34288,10.296444191796372,70.3305
DOM,Dominican Republic,2005,0.720719152862324,30.2693576718316,35777570135.5225,4.35389185,1.945719957351685,0.2318854492835022,50.0,0.06531497256635188,2336811011.892382,10.73069985449492,70.8752
DOM,Dominican Republic,2006,1.60623431120737,31.1098612580608,37879869897.8979,3.99365425,1.9962549209594724,0.22127454050562584,52.0,0.062111837114650986,2352788309.0224056,10.318011354893441,71.1654
DOM,Dominican Republic,2007,2.52804800378905,30.5469468475571,43965420072.4107,4.20731974,2.04678988456726,0.21066363172774955,48.9,0.06464773256295009,2842264718.8589644,10.97311938845486,71.371
DOM,Dominican Republic,2008,0.2341470456293,29.5921888123408,48122547177.1881,4.7250762,2.136935901641846,0.2000527229498732,48.1,0.0706206482459172,3398445476.8977566,11.156780793581008,71.6577
DOM,Dominican Republic,2009,0.123503913034748,27.7870235380193,48261033298.2133,5.08706808,2.227081918716432,0.18944181417199685,48.9,0.07503591812888429,3621310943.3800917,10.974712530018298,71.871
DOM,Dominican Republic,2010,0.17240017711141,27.9233936099573,53860175555.9961,5.57940006,2.317227935791018,0.17883090539412055,47.3,0.0807545890118514,4349456341.13063,11.347489582614584,72.0933
DOM,Dominican Republic,2011,0.34014601334219,28.3955428840411,58029750745.6495,5.66509867,2.407373952865604,0.1682199966162442,47.7,0.08240692619481849,4782053386.800451,11.25323934931314,72.2212
DOM,Dominican Republic,2012,0.446722351167802,28.420258514694,60681537195.7996,5.88520575,2.49751996994019,0.15760908783836788,46.1,0.08540334807778557,5182406443.027966,11.644675754183504,72.5142
DOM,Dominican Republic,2013,1.02497349357175,29.2489335693787,62682163837.347,5.76407719,3.48054003715515,0.14699817906049156,47.7,0.09391615406215642,5886867755.897611,11.255555521994685,72.7127
DOM,Dominican Republic,2014,1.03747270073843,29.7690586812,67179914026.9623,5.75101709,3.96376991271973,0.13638727028261521,44.3,0.09851174273002346,6618010407.249205,12.12106349129304,72.8665
DOM,Dominican Republic,2015,0.535347858229341,28.4963681779993,71164825256.6849,5.78463221,3.81624007225037,0.12577636150473892,45.2,0.09726648643755109,6921952510.660036,11.880387320235016,72.9531
DOM,Dominican Republic,2016,1.28194793214966,27.5780873614009,75704720189.5607,5.82760334,3.85050010681152,0.11516545272686257,45.7,0.09793268899538382,7413966817.806803,11.751481582173685,72.9867
DOM,Dominican Republic,2017,1.03536865750082,28.0687739986086,79997975621.8654,5.83058023,3.92026996612549,0.10455454394898625,42.2,0.09855404740074476,7884124281.400947,12.727244645774807,73.0629
DOM,Dominican Republic,2018,0.868758582349052,28.8112847763176,85555378042.8196,5.73288918,3.92848992347717,0.09394363517110992,43.7,0.0975532273864828,8346203248.347677,12.291440090352209,73.2323
DOM,Dominican Republic,2019,1.0554041392353,29.0773366472454,88941299733.5018,5.929142,4.04276990890503,0.08333272639323358,41.9,0.10055244635298263,8943265270.017488,12.820898285216193,73.5767
DOM,Dominican Republic,2020,1.3723773397218,30.2824717135657,78844702329.0785,4.630119205,4.61870241165161,0.07272181761535726,39.6,0.09321543434266967,7349543173.223552,13.561521867193918,72.8894
ECU,Ecuador,2000,16.4001482620609,33.6175944877013,18327764882.4412,3.33109641,1.15093004703522,0.06211090883748093,56.4,0.04544137365872701,832838812.3523055,9.51036516852468,72.8394
