PAIS,NOMBRE PAIS,ANIO,CONSUMO ALCOHOL,CONSUMO TABACO,HAB.MEAN,SERV SANITARIOS,ACCESO ELECTRICIDAD,ACC.AE,IND.N.VIDA,ESPERANZA
COL,Colombia,2014,4.33,10.200000000000001,0.07265,88.09633314,97.7909393310547,0.8615023169382123,11.858256255171538,76.0427
COL,Colombia,2015,4.303333333333334,9.9,0.07101666666666667,89.03150088,98.186897277832,0.874172683139577,12.309401780890544,76.2573
COL,Colombia,2016,4.233333333333333,9.533333333333333,0.06883333333333333,89.96492076,98.4000015258789,0.8852548340059575,12.860845046091393,76.4713
COL,Colombia,2017,4.28,9.166666666666668,0.06723333333333334,90.8964834,98.5,0.8953303614899999,13.316762937382249,76.6456
COL,Colombia,2018,4.273333333333333,8.8,0.06536666666666667,91.82623874,98.5,0.9044884515889999,13.837151222677203,76.7479
COL,Colombia,2019,4.29,8.8,0.06545,92.75423558,99.7559204101563,0.9252784142223368,14.13717974365679,76.7523
COL,Colombia,2020,4.166666666666667,8.5,0.06333333333333334,93.68063058,100.0,0.9368063058,14.791678512631577,74.7692
CRI,Costa Rica,2000,5.543333333333334,18.0,0.11771666666666666,93.70854617,96.9400024414063,0.9084106694500436,7.71692484312652,77.5857
CRI,Costa Rica,2001,5.0824533333333335,17.4,0.11241226666666666,93.9527397,98.2497787475586,0.9230835888251965,8.211591280891023,77.5453
CRI,Costa Rica,2002,4.6360866666666665,16.8,0.10718043333333334,94.18986359,98.5091857910156,0.9278566772017726,8.656959561976386,77.9833
CRI,Costa Rica,2003,4.21727,16.2,0.10208634999999999,94.41996299,98.6958999633789,0.9318863221806979,9.128412585822668,78.072
CRI,Costa Rica,2004,4.15353,15.6,0.09876764999999998,94.64292857,98.9547805786133,0.9365370229961721,9.482224422634054,78.3305
CRI,Costa Rica,2005,4.095313333333333,15.0,0.09547656666666667,94.85854551,99.0530548095703,0.9396028707558148,9.841188299493538,78.5053
CRI,Costa Rica,2006,4.078613333333333,14.52,0.09299306666666667,95.06718416,99.1475219726563,0.9425675730382163,10.135890844602926,78.5145
CRI,Costa Rica,2007,4.1263966666666665,14.04,0.09083198333333332,95.26877447,99.2179946899414,0.9452376759481684,10.406441005249823,78.4621
CRI,Costa Rica,2008,4.184716666666667,13.56,0.08872358333333334,95.46355118,99.2639389038086,0.9476088111872124,10.68046144650243,78.4451
CRI,Costa Rica,2009,4.24485,13.08,0.08662424999999999,95.71910936,99.4098052978516,0.9515418024761366,10.98470465806211,78.6721
CRI,Costa Rica,2010,4.228463333333333,12.6,0.08414231666666666,95.96481824,98.995735168457,0.9500107731976152,11.290523137853727,78.6704
CRI,Costa Rica,2011,4.05806,12.18,0.0811903,96.20066518,99.2323455810547,0.9546217652269097,11.757830248526112,79.3477
CRI,Costa Rica,2012,3.6967766666666666,11.76,0.07728388333333333,96.42582936,99.5032958984375,0.9594687831060322,12.41486247485449,79.2827
CRI,Costa Rica,2013,3.3733333333333335,11.34,0.07356666666666667,96.64089437,99.5635147094727,0.9621907108144092,13.079166889185444,79.4034
CRI,Costa Rica,2014,3.1333333333333333,10.92,0.07026666666666666,96.84647121,99.3592910766602,0.9622596722701782,13.694397612953201,78.7741
CRI,Costa Rica,2015,3.1033333333333335,10.5,0.06801666666666667,97.04325062,99.4098052978516,0.9647050649604817,14.183362876164885,79.0857
CRI,Costa Rica,2016,3.11,10.033333333333333,0.06571666666666666,97.23182641,99.5,0.9674566727795,14.721633367174741,79.4592
CRI,Costa Rica,2017,3.223333333333333,9.566666666666666,0.06394999999999999,97.41272848,99.5999984741211,0.9702307607967973,15.171708534742727,79.3769
CRI,Costa Rica,2018,3.2533333333333334,9.1,0.061766666666666664,97.58654255,99.6999969482422,0.9729377994424507,15.7518262187121,79.4835
CRI,Costa Rica,2019,3.283333333333333,9.1,0.06191666666666666,97.75378868,99.7099990844727,0.9747030179786538,15.742175256721193,79.4272
CRI,Costa Rica,2020,3.186666666666667,8.8,0.05993333333333334,97.91499372,99.9000015258789,0.9781708022034423,16.320981126865,79.277
CUB,Cuba,2000,3.686666666666666,40.8,0.22243333333333332,88.16451336,97.0,0.855195779592,3.8447285160737303,76.1831
CUB,Cuba,2001,3.86562,39.28,0.2157281,88.08530575,96.2262573242188,0.8476119297581991,3.92907520975802,76.4208
CUB,Cuba,2002,3.9775466666666666,37.76,0.20868773333333335,88.00572281,95.5,0.8404546528354999,4.027331359687807,76.6124
CUB,Cuba,2003,4.025376666666666,36.24,0.20132688333333335,87.91769561,96.5130310058594,0.8485203282371638,4.214639963567527,76.7729
CUB,Cuba,2004,4.1802166666666665,34.72,0.19450108333333332,87.82128791,96.6509094238281,0.8488007343273339,4.363989751525809,76.9116
CUB,Cuba,2005,4.286536666666667,33.2,0.18743268333333332,88.05445624,96.7882537841797,0.8522637057385065,4.547038918622463,77.0469
CUB,Cuba,2006,4.410866666666666,31.96,0.1818543333333333,88.28616571,96.9274749755859,0.8557355117546455,4.705609682591995,77.1788
CUB,Cuba,2007,4.335450000000001,30.720000000000002,0.17527725,88.51641759,97.0712127685547,0.8592396005389129,4.902174130064871,77.3072
CUB,Cuba,2008,4.25438,29.48,0.1686719,88.74522435,97.2221832275391,0.8628004462324764,5.115258950853558,77.4294
CUB,Cuba,2009,4.180230000000001,28.240000000000002,0.16210115000000003,88.97246831,97.3830947875977,0.8664414314919262,5.345066530940256,77.5483
CUB,Cuba,2010,4.115943333333333,27.0,0.15557971666666667,89.19827609,97.5566482543945,0.8701884845410497,5.593200085364917,77.661
CUB,Cuba,2011,4.1687666666666665,26.0,0.15084383333333334,89.42263591,97.7455673217773,0.8740666278431685,5.794513494705905,77.7597
CUB,Cuba,2012,4.190756666666666,25.0,0.14595378333333334,89.64556697,97.9525527954102,0.8781012131503406,6.01629634461005,77.8328
CUB,Cuba,2013,4.31,24.0,0.14154999999999998,89.8629261,98.1793670654297,0.8822685207145483,6.23291077862627,77.8698
CUB,Cuba,2014,4.333333333333333,23.0,0.13666666666666666,90.07813994,98.4239883422852,0.8865849795349294,6.487207167328752,77.8533
CUB,Cuba,2015,4.406666666666666,22.0,0.13203333333333334,90.29241266,98.6834564208984,0.8910367369870884,6.748574125123113,77.772
CUB,Cuba,2016,4.513333333333334,20.9,0.12706666666666666,90.5055757,98.9547882080078,0.8955960075037316,7.048237204908696,77.643
CUB,Cuba,2017,4.590000000000001,19.8,0.12195,90.71869884,99.2350311279297,0.900247290327268,7.382101601699615,77.5286
CUB,Cuba,2018,4.640000000000001,18.7,0.1167,90.93165485,99.5212097167969,0.9049628292222242,7.754608648005348,77.4962
CUB,Cuba,2019,4.676666666666667,18.7,0.11688333333333333,91.14421779,99.8000030517578,0.9096193213592079,7.782284226657989,77.6112
CUB,Cuba,2020,4.716666666666667,17.9,0.11308333333333334,91.35635221,100.0,0.9135635221,8.078675213854089,77.5673
DMA,Dominica,2000,7.803333333333334,10.2,0.09001666666666668,64.04257286,80.9518127441406,0.5184362365815701,5.759336084964674,72.6932
DMA,Dominica,2001,7.909299999999999,10.1,0.0900465,65.29825378,82.2792129516602,0.537268892813617,5.966571635917187,71.7132
DMA,Dominica,2002,8.25238,10.0,0.0912619,66.55393471,87.6999969482422,0.583677987096051,6.395637030305648,72.3395
DMA,Dominica,2003,8.654886666666664,9.9,0.09277443333333332,67.80961563,84.9136199951172,0.575795993362078,6.206408087595376,71.4384
DMA,Dominica,2004,8.415306666666666,9.8,0.09107653333333333,69.06529656,86.2253112792969,0.5955176694482952,6.538651040534721,72.401
DMA,Dominica,2005,8.54273,9.7,0.09121365000000001,70.32097748,87.5364761352539,0.6155650566985746,6.74860677868471,72.2543
DMA,Dominica,2006,8.615166666666665,9.6,0.09107583333333333,71.57665841,88.8495101928711,0.6359551040970947,6.982698711847395,72.8479
DMA,Dominica,2007,8.96084,9.5,0.09230419999999999,72.83233933,90.1670608520508,0.6567077972365322,7.11460363923345,71.9301
DMA,Dominica,2008,8.94907,9.4,0.09174535,74.08802026,90.9000015258789,0.6734601154683347,7.340536773453202,73.3054
DMA,Dominica,2009,9.14076,9.3,0.0922038,75.34370118,92.8265686035156,0.6993897246428049,7.585259226222833,72.1702
DMA,Dominica,2010,8.998586666666668,9.2,0.09099293333333333,76.59938211,94.173942565918,0.7213665811411946,7.927720919806167,71.5499
DMA,Dominica,2011,9.299853333333333,9.12,0.09209926666666667,77.85506303,95.5366744995117,0.7438013814836077,8.076083647610742,69.6948
DMA,Dominica,2012,9.356553333333332,9.04,0.09198276666666665,79.11074396,96.91748046875,0.7667213982611581,8.335489636223434,70.5383
DMA,Dominica,2013,9.683333333333332,8.96,0.09321666666666666,80.36642488,98.3181076049805,0.7901474809179422,8.47646144378268,68.8962
DMA,Dominica,2014,9.649999999999999,8.88,0.09265000000000001,80.36642488,99.7365493774414,0.8015469903332556,8.651343662528392,69.4342
DMA,Dominica,2015,8.776666666666666,8.8,0.08788333333333334,80.36642488,99.8290176391602,0.8022901246941763,9.1290361239618,68.7266
DMA,Dominica,2016,7.96,8.7,0.0833,80.36642488,99.9835357666016,0.803531931642338,9.646241676378608,70.1284
DMA,Dominica,2017,7.0633333333333335,8.6,0.07831666666666667,80.36642488,100.0,0.8036642488,10.261726947861247,67.5253
DMA,Dominica,2018,6.97,8.5,0.07734999999999999,80.36642488,100.0,0.8036642488,10.389970895927602,73.59
DMA,Dominica,2019,6.69,8.5,0.07595,80.36642488,100.0,0.8036642488,10.581491096774192,73.5588
DMA,Dominica,2020,6.463333333333334,8.5,0.07481666666666667,80.36642488,100.0,0.8036642488,10.741781004232568,73.649
DOM,Dominican Republic,2000,6.033333333333334,18.7,0.12366666666666667,77.49099026,88.7649307250977,0.6878482382248121,5.562115133893359,69.4232
DOM,Dominican Republic,2001,6.338633333333333,18.18,0.12259316666666667,77.94007049,89.7913589477539,0.6998344845780832,5.708592930639825,69.6416
DOM,Dominican Republic,2002,6.453736666666667,17.66,0.12056868333333334,78.38916439,89.7498168945313,0.7035413150517815,5.83519115910653,69.923
DOM,Dominican Republic,2003,6.574676666666666,17.14,0.11857338333333332,78.89024343,89.1738052368164,0.7034943202711854,5.932986817906032,70.2649
DOM,Dominican Republic,2004,6.511843333333334,16.62,0.11565921666666668,79.41185115,90.3165664672852,0.7172205732679133,6.201153647226961,70.3305
DOM,Dominican Republic,2005,6.16338,16.1,0.11131690000000001,79.93067799,90.141227722168,0.7205049446683872,6.472556679788847,70.8752
DOM,Dominican Republic,2006,5.861750000000001,15.660000000000002,0.10760875000000002,80.44718737,90.1181488037109,0.7249751602249671,6.737139500504996,71.1654
DOM,Dominican Republic,2007,5.631093333333333,15.22,0.10425546666666667,80.96103302,96.8763427734375,0.7843208786137112,7.523067170390213,71.371
DOM,Dominican Republic,2008,5.833456666666667,14.780000000000001,0.10306728333333334,81.47220436,97.5761947631836,0.7949747680417257,7.713163113756198,71.6577
DOM,Dominican Republic,2009,5.887156666666667,14.34,0.10113578333333333,81.97973872,97.8577575683594,0.8022353397179206,7.932260108905608,71.871
DOM,Dominican Republic,2010,5.8200166666666675,13.9,0.09860008333333332,82.48447056,98.1454162597656,0.809547269807758,8.21041161873012,72.0933
DOM,Dominican Republic,2011,5.694346666666667,13.56,0.09627173333333333,82.9735709,97.8988723754883,0.8123019028077629,8.437595072639144,72.2212
DOM,Dominican Republic,2012,5.548003333333334,13.219999999999999,0.09384001666666666,83.45159162,97.8670501708984,0.8167161103915864,8.703281813052957,72.5142
DOM,Dominican Republic,2013,5.5,12.879999999999999,0.0919,83.92709989,98.385856628418,0.8257239617016455,8.985026786742607,72.7127
DOM,Dominican Republic,2014,5.456666666666667,12.54,0.08998333333333333,84.40033223,98.4709777832031,0.831098323991529,9.236136217723976,72.8665
DOM,Dominican Republic,2015,5.376666666666668,12.2,0.08788333333333334,84.8714095,98.5603637695313,0.8364956993952855,9.518251842161412,72.9531
DOM,Dominican Republic,2016,5.343333333333334,11.766666666666666,0.08555,85.34020018,98.9000015258789,0.8440145928020811,9.865746263028418,72.9867
DOM,Dominican Republic,2017,5.359999999999999,11.333333333333334,0.08346666666666668,85.80633778,100.0,0.8580633778000001,10.280312034345048,73.0629
DOM,Dominican Republic,2018,5.453333333333333,10.9,0.08176666666666665,86.26797816,98.9000015258789,0.8531903171658489,10.434451494078871,73.2323
DOM,Dominican Republic,2019,5.516666666666666,10.9,0.08208333333333333,86.72522397,99.0,0.858579717303,10.459854423995939,73.5767
DOM,Dominican Republic,2020,5.55,10.6,0.08074999999999999,87.17818151,100.0,0.8717818151,10.796059629721363,72.8894
ECU,Ecuador,2000,1.6333333333333335,18.4,0.10016666666666665,69.43400125,93.7322616577148,0.6508205973107096,6.497377011421395,72.8394
ECU,Ecuador,2001,2.4637733333333336,17.959999999999997,0.10211886666666664,70.46147404,94.0246200561523,0.6625113325207438,6.487648699464062,73.2395
ECU,Ecuador,2002,3.2589266666666674,17.52,0.10389463333333333,71.43326774,94.3093872070313,0.6736827706755198,6.484288447451278,73.6134
ECU,Ecuador,2003,4.058703333333334,17.08,0.10569351666666665,72.36977901,94.9730453491211,0.6873178303822602,6.502932744208943,73.9751
ECU,Ecuador,2004,4.068226666666667,16.64,0.10354113333333334,73.3012246,94.8655700683594,0.695376245838785,6.715941997661331,74.2788
ECU,Ecuador,2005,4.035476666666667,16.2,0.10117738333333333,74.49741422,95.832649230957,0.7139284565558567,7.056205972472998,74.5144
ECU,Ecuador,2006,4.0081066666666665,15.86,0.09934053333333333,75.69374435,96.3152618408203,0.7290462806782363,7.338860143139655,74.689
ECU,Ecuador,2007,3.9555133333333337,15.52,0.09737756666666667,76.89060518,96.812614440918,0.7443980513420192,7.644451148488538,74.8445
ECU,Ecuador,2008,3.9223533333333336,15.18,0.09551176666666666,78.08760709,97.2065734863281,0.7590628716965601,7.947323122455349,74.983
ECU,Ecuador,2009,3.9957533333333335,14.84,0.09417876666666666,79.28477018,96.4708633422852,0.7648670229159268,8.121438090425126,75.1841
ECU,Ecuador,2010,4.10175,14.5,0.09300875,80.48226877,97.4621429443359,0.7843974383346202,8.43358757465959,75.4301
ECU,Ecuador,2011,4.09584,14.16,0.09127919999999999,81.6752982,96.8726959228516,0.7912106326936829,8.668027685318046,75.7425
ECU,Ecuador,2012,4.053366666666667,13.82,0.08936683333333334,82.86619903,97.1949310302734,0.8054174499461758,9.012487294274077,76.0616
ECU,Ecuador,2013,3.9600000000000004,13.48,0.0872,84.05858271,98.0346755981445,0.8240655887214648,9.450293448640652,76.3694
ECU,Ecuador,2014,3.896666666666667,13.14,0.08518333333333335,85.25232617,98.9760665893555,0.8437939911899375,9.905623062296272,76.6221
ECU,Ecuador,2015,3.8366666666666664,12.8,0.08318333333333333,86.44766062,98.8258819580078,0.8543266303978039,10.27040629610664,76.7893
ECU,Ecuador,2016,3.7600000000000002,12.4,0.0808,87.64436728,98.6999969482422,0.8650498783066618,10.706062850329973,76.7634
ECU,Ecuador,2017,3.546666666666667,12.0,0.07773333333333333,88.7353553,99.1999969482422,0.8802546974961186,11.324031271390892,76.9725
ECU,Ecuador,2018,3.24,11.6,0.0742,89.66716322,98.6999969482422,0.8850148736171535,11.927424172737917,77.0938
ECU,Ecuador,2019,3.02,11.6,0.0731,90.59721885,99.0899963378906,0.8977278084069573,12.280818172461796,77.2971
ECU,Ecuador,2020,2.99,11.3,0.07145,91.52492213,98.8499984741211,0.9047238412894552,12.662335077529114,72.1535
GRD,Grenada,2000,9.856666666666667,10.2,0.10028333333333332,89.73011457,86.0422286987305,0.7720579038995229,7.69876586903297,72.7829
GRD,Grenada,2001,9.798303333333331,10.1,0.09949151666666665,90.02493591,86.3716583251953,0.7775603005166124,7.815342720341944,73.1181
GRD,Grenada,2002,9.687136666666666,10.0,0.09843568333333334,90.31554999,86.6935119628906,0.7829772213493109,7.954201107111843,73.167
GRD,Grenada,2003,9.99103,9.9,0.09945515,90.60195683,87.010124206543,0.7883287517134147,7.926474915712405,73.1875
GRD,Grenada,2004,10.216186666666667,9.8,0.10008093333333334,90.88415641,87.323844909668,0.793635397909285,7.9299360175426505,71.7876
GRD,Grenada,2005,9.855253333333332,9.7,0.09777626666666667,91.16214873,87.6370391845703,0.7989180800400636,8.170879368545437,73.5214
GRD,Grenada,2006,9.141666666666666,9.6,0.09370833333333334,91.43593381,87.9521026611328,0.8041982637373664,8.581929003866959,73.7004
GRD,Grenada,2007,8.932886666666667,9.5,0.09216443333333334,91.70551163,88.2716827392578,0.8094999828044677,8.783214451899568,74.3165
GRD,Grenada,2008,9.08648,9.4,0.0924324,91.97088219,90.0,0.8277379397100001,8.955062723785167,74.6558
GRD,Grenada,2009,9.14895,9.3,0.09224475,92.2320455,88.9352569580078,0.8202680666305167,8.892300826123076,75.0363
GRD,Grenada,2010,8.909953333333332,9.2,0.09054976666666664,92.48900156,89.2846603393555,0.825784908941072,9.11968014209209,74.9988
GRD,Grenada,2011,8.431793333333333,9.12,0.08775896666666666,92.15729842,88.8000030517578,0.8183568380937755,9.325050979714995,75.2947
GRD,Grenada,2012,7.979016666666666,9.04,0.08509508333333332,91.82559528,90.0322494506836,0.8267264900206475,9.715326169694265,75.0416
GRD,Grenada,2013,7.719999999999999,8.96,0.0834,91.49389213,90.4349060058594,0.827424153488679,9.921152919528526,75.1161
GRD,Grenada,2014,7.753333333333333,8.88,0.08316666666666667,91.49389213,90.8553771972656,0.8312712080717081,9.995244986834166,74.985
GRD,Grenada,2015,7.819999999999999,8.8,0.08310000000000001,91.49389213,91.2906875610352,0.8352540320182889,10.051191721038373,75.0125
GRD,Grenada,2016,7.963333333333332,8.7,0.08331666666666665,91.49389213,91.7378692626953,0.8393454714557087,10.07416048956642,74.7622
GRD,Grenada,2017,8.126666666666667,8.6,0.08363333333333334,91.49389213,92.1939544677734,0.8435183725112592,10.085911189851643,74.7652
GRD,Grenada,2018,8.286666666666667,8.5,0.08393333333333335,91.49389213,92.3000030517578,0.84448865228162,10.06142159191763,74.8076
GRD,Grenada,2019,8.446666666666667,8.5,0.08473333333333333,91.49389213,93.120964050293,0.8519999439859116,10.055074083232633,74.8632
GRD,Grenada,2020,8.553333333333333,8.5,0.08526666666666667,91.49389213,93.5864486694336,0.856258843939094,10.042128740489765,74.9238
GTM,Guatemala,2000,1.64,14.3,0.07970000000000001,61.76848485,73.3182067871094,0.4528754545158735,5.682251625042327,67.4459
GTM,Guatemala,2001,1.8311133333333334,14.120000000000001,0.07975556666666667,62.17243432,73.7327270507813,0.45841431297991886,5.747740654841466,67.9464
GTM,Guatemala,2002,2.0857733333333335,13.940000000000001,0.08012886666666667,62.56621524,78.667839050293,0.4921948950486309,6.14254157738365,68.3865
GTM,Guatemala,2003,2.4139433333333336,13.76,0.08086971666666667,62.94174433,78.51220703125,0.49416952617449655,6.110686998093392,68.7969
GTM,Guatemala,2004,2.3529666666666667,13.58,0.07966483333333334,63.3024606,77.2282409667969,0.4888737681007967,6.136632032546314,69.1648
GTM,Guatemala,2005,2.3429266666666666,13.4,0.07871463333333334,63.65314723,78.3892059326172,0.49897196664716725,6.338998805141703,69.1675
GTM,Guatemala,2006,2.355583333333333,13.22,0.07787791666666667,63.99423164,83.7309951782227,0.5358300700882906,6.880385262252871,69.8124
GTM,Guatemala,2007,2.3604866666666666,13.040000000000001,0.07700243333333334,64.32611565,80.7194061279297,0.5192365853784525,6.7431191833996476,70.1002
GTM,Guatemala,2008,2.3535866666666667,12.86,0.07606793333333334,64.6488813,81.8939971923828,0.5294355303672889,6.9600356834630555,70.3556
GTM,Guatemala,2009,2.27426,12.68,0.0747713,64.96173676,83.0785293579102,0.5396925554556493,7.21791055466,70.6414
GTM,Guatemala,2010,2.165126666666667,12.5,0.07332563333333333,65.26596018,84.2757110595703,0.55003352021551,7.50124472454394,70.8783
GTM,Guatemala,2011,2.054073333333333,12.32,0.07187036666666667,65.56077361,84.0264129638672,0.5508836637584467,7.6649624776986895,71.1769
GTM,Guatemala,2012,2.0359066666666665,12.14,0.07087953333333333,65.84684641,86.7188568115234,0.5710163245319163,8.056152427620145,71.463
GTM,Guatemala,2013,1.9966666666666668,11.959999999999999,0.06978333333333332,66.12724862,87.9692916870117,0.5817167222312323,8.336040920438009,71.728
GTM,Guatemala,2014,1.93,11.78,0.06855,66.4019023,85.4943695068359,0.5676988771193017,8.281529936094845,71.9638
GTM,Guatemala,2015,1.8099999999999998,11.6,0.06705,66.67125906,90.520622253418,0.6035123856530031,9.000930434794975,72.103
GTM,Guatemala,2016,1.7233333333333334,11.4,0.06561666666666667,66.93445822,91.8155822753906,0.6145626255757104,9.365953145680118,72.3547
GTM,Guatemala,2017,1.6466666666666665,11.2,0.06423333333333332,67.1919655,93.3000030517578,0.6269010586203604,9.759746631349671,72.5506
GTM,Guatemala,2018,1.62,11.0,0.0631,67.44372128,94.4292373657227,0.6368659165576763,10.092962227538452,72.7257
GTM,Guatemala,2019,1.6133333333333333,11.0,0.06306666666666666,67.68918412,95.7420043945313,0.6480698163479278,10.275948462176446,73.1289
GTM,Guatemala,2020,1.6233333333333333,10.9,0.06261666666666667,67.92858108,97.0552673339844,0.6592826596337635,10.528868665963751,71.7969
GUY,Guyana,2000,7.176666666666667,30.2,0.18688333333333332,78.81211752,74.5172805786133,0.5872864674232485,3.142529924676261,64.4833
GUY,Guyana,2001,7.270356666666667,28.98,0.18125178333333333,79.33274119,75.1007385253906,0.5957947452612674,3.2871110799807344,64.7882
GUY,Guyana,2002,7.118496666666666,27.759999999999998,0.17439248333333332,79.85415092,75.6766128540039,0.604309166395804,3.465224847109546,64.7275
GUY,Guyana,2003,7.550593333333333,26.54,0.17045296666666665,80.36824606,76.2472534179688,0.6127858024094494,3.5950433388924066,64.6003
GUY,Guyana,2004,8.1933,25.32,0.1675665,80.79197837,76.8150100708008,0.620603663213147,3.7036261019544297,64.9305
GUY,Guyana,2005,8.620370000000001,24.1,0.16360185000000002,81.21306415,77.5,0.6294012471624999,3.847152383438817,65.132
GUY,Guyana,2006,7.745126666666667,23.1,0.15422563333333333,81.63153547,73.3825912475586,0.5990333600305591,3.884136165197954,65.6666
GUY,Guyana,2007,6.721633333333333,22.1,0.14410816666666668,82.04729576,78.5249252319336,0.6442757765036342,4.470779078009464,66.2535
GUY,Guyana,2008,5.750229999999999,21.1,0.13425114999999999,82.4603068,79.1057662963867,0.6523085758449146,4.858867695695081,66.288
GUY,Guyana,2009,5.745286666666666,20.1,0.12922643333333333,82.87059904,77.5999984741211,0.6430758359053501,4.97634902796216,66.5625
GUY,Guyana,2010,5.809816666666667,19.1,0.12454908333333334,83.27808335,83.0916290283203,0.6919711607907737,5.5558109483538844,66.743
GUY,Guyana,2011,5.752676666666667,18.3,0.12026338333333333,83.68271081,84.0845413208008,0.703642235494007,5.850843506902893,66.9818
GUY,Guyana,2012,5.690766666666666,17.5,0.11595383333333333,84.10157254,85.0664825439453,0.715422495239226,6.169890849426217,67.2298
GUY,Guyana,2013,5.64,16.7,0.1117,84.5179622,86.0264892578125,0.7270783567290503,6.5092064165537185,67.4727
GUY,Guyana,2014,5.6933333333333325,15.9,0.10796666666666667,84.93294018,86.9000015258789,0.7380672631239382,6.836066036961453,67.8818
GUY,Guyana,2015,5.760000000000001,15.1,0.1043,85.34648711,88.0038375854492,0.7510818390117074,7.201168159268527,68.2015
GUY,Guyana,2016,5.68,14.266666666666666,0.09973333333333333,85.75872184,89.1703567504883,0.7647135820938693,7.667582708160455,68.384
GUY,Guyana,2017,5.553333333333334,13.433333333333334,0.09493333333333334,85.7631015,90.2958145141602,0.7744049105203095,8.157355096772921,68.6668
GUY,Guyana,2018,5.333333333333333,12.6,0.08966666666666667,85.76842506,91.1983795166016,0.7821941379163083,8.723354697951393,68.8959
GUY,Guyana,2019,5.216666666666666,12.6,0.08908333333333333,85.77491899,91.9157562255859,0.7884066544154219,8.850215016824194,69.1239
GUY,Guyana,2020,5.14,12.1,0.0862,85.78250661,92.5405426025391,0.7938359707495297,9.209233999414497,68.4858
HND,Honduras,2000,2.6233333333333335,14.3,0.08461666666666667,62.99604634,67.3833541870117,0.4244884902909622,5.016606148800026,68.6618
HND,Honduras,2001,2.54769,14.12,0.08333845000000001,64.13237249,64.1999969482422,0.41172981181415313,4.940454397869808,69.0061
HND,Honduras,2002,2.5617566666666662,13.94,0.08250878333333332,65.28633706,63.1411361694336,0.4122253498308999,4.996138994869435,69.3664
HND,Honduras,2003,2.6692966666666664,13.76,0.08214648333333333,66.42720458,65.090461730957,0.43237774176089416,5.263496673453388,69.5071
HND,Honduras,2004,2.8017333333333334,13.58,0.08190866666666667,67.55327262,67.113525390625,0.4533738277202183,5.5351142457886215,69.7957
HND,Honduras,2005,2.8757333333333333,13.4,0.08137866666666667,68.66369676,68.9033126831055,0.4731156167832217,5.813754834803819,70.1041
HND,Honduras,2006,2.9069033333333336,13.22,0.08063451666666667,69.75947787,71.2664489746094,0.4971510270117749,6.16548653806579,70.2608
HND,Honduras,2007,2.9587766666666666,13.04,0.07999388333333333,70.8404163,73.5481872558594,0.5210184203315434,6.513228244720504,70.3765
HND,Honduras,2008,2.9931066666666672,12.86,0.07926553333333333,71.90688871,76.3968963623047,0.5493463124513648,6.930456269577001,70.4414
HND,Honduras,2009,2.93615,12.68,0.07808074999999999,72.95858725,78.2696838378906,0.5710445557316656,7.313512686951209,70.9113
HND,Honduras,2010,2.8486200000000004,12.5,0.07674310000000001,73.99623816,80.9846649169922,0.5992560552505551,7.8085984961586785,71.0884
HND,Honduras,2011,2.766223333333333,12.32,0.07543111666666666,75.01956873,82.1952972412109,0.6166255750669801,8.1746844315175,71.4386
HND,Honduras,2012,2.7211366666666668,12.14,0.07430568333333333,76.02925796,83.6077270507813,0.6356633447393122,8.554706937930215,71.7344
HND,Honduras,2013,2.703333333333333,11.96,0.07331666666666667,77.02496233,87.1848831176758,0.671541233788443,9.159462156696199,71.9629
HND,Honduras,2014,2.706666666666667,11.78,0.07243333333333334,78.0073178,88.6537704467773,0.6915642845410005,9.547597117455137,72.2594
HND,Honduras,2015,2.61,11.6,0.07105,78.97595367,89.9817123413086,0.7106391545014454,10.001958543299724,72.4871
HND,Honduras,2016,2.536666666666667,11.4,0.06968333333333333,79.96425438,91.5999984741211,0.732472557919223,10.51144546164874,72.5878
HND,Honduras,2017,2.48,11.2,0.0684,80.93837603,86.5,0.7001169526595,10.235627962858187,72.6918
HND,Honduras,2018,2.563333333333333,11.0,0.06781666666666666,81.89836471,91.5999984741211,0.7501890082469012,11.062015358764825,72.8141
HND,Honduras,2019,2.6799999999999997,11.0,0.0684,82.84438013,91.0999984741211,0.7547122903432508,11.033805414375012,72.8811
HND,Honduras,2020,2.7466666666666666,10.9,0.06823333333333333,83.77658071,93.2067108154297,0.7808539531342477,11.443878160247891,71.4619
HTI,Haiti,2000,5.866666666666667,12.3,0.09083333333333334,16.74954137,33.7000007629395,0.05644595569478867,0.6214233654472147,58.3652
HTI,Haiti,2001,5.075333333333334,12.020000000000001,0.08547666666666669,17.83749693,31.5423812866211,0.05626371293649933,0.6582347572807314,58.4886
HTI,Haiti,2002,4.326346666666667,11.74,0.08033173333333334,18.93770924,33.152473449707,0.0627831902777371,0.7815490550567451,58.8545
HTI,Haiti,2003,3.6330166666666663,11.46,0.07546508333333334,20.0496669,31.6000003814697,0.06335694816883404,0.8395531465722099,59.5065
HTI,Haiti,2004,3.6102633333333336,11.18,0.07395131666666667,21.0516683,34.1108131408691,0.07180895236848574,0.9710300722861017,58.4755
HTI,Haiti,2005,3.59464,10.9,0.0724732,22.04753778,34.588005065918,0.07625803484256584,1.0522239233615438,60.4153
HTI,Haiti,2006,3.542806666666667,10.66,0.07101403333333334,23.05187488,33.9000015258789,0.07814585936063695,1.1004284039723173,60.7632
