PAIS,NOMBRE PAIS,ANIO,CONSUMO ALCOHOL,CONSUMO TABACO,HAB.MEAN,SERV SANITARIOS,ACCESO ELECTRICIDAD,ACC.AE,IND.N.VIDA,ESPERANZA
BOL,Bolivia,2018,3.106666666666667,13.2,0.08153333333333332,62.06257966,92.8000030517578,0.5759407581847961,7.06386866130167,67.748
BOL,Bolivia,2019,3.0566666666666666,13.2,0.08128333333333333,63.89830649,95.0800018310547,0.6075451098070495,7.474411849174281,67.841
BOL,Bolivia,2020,3.01,12.7,0.07855,65.75642485,97.5541229248047,0.6414810352912583,8.166531321340017,64.4667
BRA,Brazil,2000,5.840000000000001,23.8,0.1482,73.12880132,94.391716003418,0.6902753045867819,4.657728101125384,69.7367
BRA,Brazil,2001,6.333393333333333,23.12,0.14726696666666667,74.03790294,96.0165252685547,0.7108862178469311,4.827193999697133,70.1949
BRA,Brazil,2002,6.811776666666667,22.439999999999998,0.1462588833333333,74.92797969,96.6529922485352,0.7242013440175973,4.95150330368034,70.4103
BRA,Brazil,2003,7.164983333333333,21.759999999999998,0.14462491666666666,75.81263724,96.980094909668,0.7352316754887431,5.0837137364325296,70.7204
BRA,Brazil,2004,7.010833333333333,21.08,0.14045416666666666,76.691538,96.7651062011719,0.742106481930121,5.283620269460056,71.1307
BRA,Brazil,2005,6.853000000000001,20.4,0.136265,77.56479232,97.0935134887695,0.7531038209375525,5.526759042582853,71.7533
BRA,Brazil,2006,6.767246666666668,19.799999999999997,0.13283623333333333,78.43290643,97.5943145751953,0.7654605743176278,5.762438117293007,72.0373
BRA,Brazil,2007,6.797583333333333,19.2,0.12998791666666665,79.29597638,98.1253814697266,0.778094793130193,5.985900944358494,72.3653
BRA,Brazil,2008,6.868346666666667,18.599999999999998,0.12734173333333332,80.1540827,98.5266265869141,0.7897311375599533,6.201667881280764,72.7153
BRA,Brazil,2009,6.89153,18.0,0.12445765,81.00652682,98.8569412231445,0.8008057460535819,6.4343633842803705,72.9484
BRA,Brazil,2010,6.898326666666667,17.4,0.12149163333333332,81.85420444,98.5999984741211,0.8070824432884396,6.64311130852994,73.1821
BRA,Brazil,2011,6.980346666666667,16.9,0.11940173333333332,82.70058102,99.3286895751953,0.8214540339823867,6.879749657311397,73.3432
BRA,Brazil,2012,7.0797099999999995,16.4,0.11739854999999999,83.54222598,99.5194931030273,0.8314079982228157,7.081927317013846,73.5517
BRA,Brazil,2013,7.136666666666667,15.9,0.11518333333333335,84.37851825,99.5751495361328,0.840200357238106,7.2944612117329415,73.9185
BRA,Brazil,2014,7.036666666666666,15.4,0.11218333333333334,85.21064211,99.6502456665039,0.8491261419662042,7.569093525177871,74.3058
BRA,Brazil,2015,6.963333333333334,14.9,0.10931666666666667,86.03796198,99.7108993530273,0.8578922567527371,7.847771825760668,74.3325
BRA,Brazil,2016,6.8,14.333333333333334,0.10566666666666666,86.86024254,99.6999969482422,0.8659965916161577,8.195551340216005,74.4415
BRA,Brazil,2017,6.636666666666667,13.766666666666666,0.10201666666666666,87.67795802,99.8000030517578,0.8750260477967893,8.577285225912002,74.8266
BRA,Brazil,2018,6.416666666666667,13.2,0.09808333333333334,88.49054496,99.6999969482422,0.8822507062460289,8.994909494436996,75.1095
BRA,Brazil,2019,6.2700000000000005,13.2,0.09734999999999999,89.29879625,99.8000030517578,0.8912020138268297,9.154617502073238,75.3379
BRA,Brazil,2020,6.1866666666666665,12.8,0.09493333333333334,90.07847103,100.0,0.9007847103000001,9.488602987710674,74.0089
BRB,Barbados,2000,6.003333333333333,10.2,0.08101666666666667,88.85349022,100.0,0.8885349022,10.967310045669615,74.0891
BRB,Barbados,2001,6.48019,10.1,0.08290095000000001,89.35361906,100.0,0.8935361906,10.778358880085209,74.2467
BRB,Barbados,2002,7.1224300000000005,10.0,0.08561215000000001,89.85374789,100.0,0.8985374788999999,10.495443449323487,74.3656
BRB,Barbados,2003,7.43852,9.899999999999999,0.0866926,90.35387673,100.0,0.9035387672999999,10.422328633585796,74.4717
BRB,Barbados,2004,7.506426666666667,9.799999999999999,0.08653213333333333,90.85400556,99.9967422485352,0.9085104576230304,10.499110823066465,74.7268
BRB,Barbados,2005,7.511113333333333,9.7,0.08605556666666667,91.3541344,99.9804534912109,0.9133627785609031,10.613639697461792,74.8901
BRB,Barbados,2006,7.593743333333333,9.6,0.08596871666666667,91.85426323,100.0,0.9185426323,10.684614914766476,75.0683
BRB,Barbados,2007,7.795460000000001,9.5,0.08647730000000001,92.35439207,100.0,0.9235439207,10.679610958020197,75.3424
BRB,Barbados,2008,8.007236666666666,9.399999999999999,0.08703618333333331,92.85452091,100.0,0.9285452091,10.668496406188158,75.4471
BRB,Barbados,2009,8.27284,9.299999999999999,0.0878642,93.35464974,100.0,0.9335464974,10.624879045162876,75.678
BRB,Barbados,2010,8.313816666666666,9.2,0.08756908333333331,93.85477858,100.0,0.9385477858,10.717798452079265,75.7115
BRB,Barbados,2011,8.51178,9.12,0.0881589,94.35490741,100.0,0.9435490741,10.702822677007086,75.9166
BRB,Barbados,2012,8.530789999999998,9.04,0.08785394999999997,94.85503625,100.0,0.9485503625,10.796900566223833,76.0987
BRB,Barbados,2013,8.75,8.96,0.08855,95.35516509,100.0,0.9535516509,10.768511020892152,76.2752
BRB,Barbados,2014,8.88,8.88,0.0888,95.85529392,100.0,0.9585529392,10.79451508108108,76.4758
BRB,Barbados,2015,9.073333333333334,8.8,0.08936666666666668,96.35542276,100.0,0.9635542276,10.782031640432672,76.6502
BRB,Barbados,2016,9.333333333333334,8.700000000000001,0.09016666666666667,96.85555159,100.0,0.9685555159,10.74183566617375,76.8149
BRB,Barbados,2017,9.723333333333334,8.6,0.09161666666666667,97.2793785,100.0,0.972793785,10.618087520465709,76.936
BRB,Barbados,2018,9.976666666666667,8.5,0.09238333333333333,97.2834998,100.0,0.9728349980000001,10.530416720187626,77.067
BRB,Barbados,2019,10.08,8.5,0.0929,98.09246231,100.0,0.9809246231000001,10.558930280947257,77.2569
BRB,Barbados,2020,9.986666666666666,8.5,0.09243333333333333,98.09246231,100.0,0.9809246231000001,10.612238980526508,77.3929
CAN,Canada,2000,7.333333333333333,28.4,0.17866666666666667,99.85639131,100.0,0.9985639131,5.588977125559702,79.2335
CAN,Canada,2001,7.5956,27.38,0.174878,99.85854953,100.0,0.9985854953000001,5.710183644026121,79.4507
CAN,Canada,2002,7.824533333333332,26.36,0.17092266666666667,99.85906123,100.0,0.9985906122999999,5.842353338936906,79.568
CAN,Canada,2003,7.986799999999999,25.34,0.166634,99.8595732,100.0,0.998595732,5.992748970798276,79.7396
CAN,Canada,2004,7.986799999999999,24.32,0.16153399999999998,99.86008794,100.0,0.9986008794,6.181985708271943,80.0332
CAN,Canada,2005,7.986799999999999,23.3,0.156434,99.80519484,100.0,0.9980519484,6.380019358962886,80.1364
CAN,Canada,2006,7.991199999999999,22.5,0.152456,99.75033789,100.0,0.9975033789,6.5428935489583875,80.5466
CAN,Canada,2007,8.062266666666666,21.700000000000003,0.14881133333333335,99.69595411,100.0,0.9969595411000001,6.699486650434331,80.5495
CAN,Canada,2008,8.166666666666666,20.900000000000002,0.14533333333333334,99.6414571,100.0,0.996414571,6.856063561926605,80.7388
CAN,Canada,2009,8.299999999999999,20.1,0.142,99.5868457,100.0,0.9958684569999999,7.013158147887324,81.0737
CAN,Canada,2010,8.366666666666667,19.3,0.13833333333333334,99.53213067,100.0,0.9953213067,7.195093783373493,81.3469
CAN,Canada,2011,8.4,18.6,0.135,99.47721571,100.0,0.9947721571,7.368682645185185,81.5286
CAN,Canada,2012,8.333333333333334,17.9,0.13116666666666668,99.42171918,100.0,0.9942171918,7.579800699872934,81.7221
CAN,Canada,2013,8.299999999999999,17.2,0.1275,99.36619078,100.0,0.9936619078,7.793426727843137,81.8029
CAN,Canada,2014,8.233333333333334,16.5,0.12366666666666667,99.31064352,100.0,0.9931064352,8.03051025768194,81.8545
CAN,Canada,2015,8.2,15.8,0.12,99.25507123,100.0,0.9925507123,8.271255935833334,81.9246
CAN,Canada,2016,8.1,15.066666666666666,0.11583333333333332,99.19947682,100.0,0.9919947682,8.563983610359713,82.0434
CAN,Canada,2017,8.1,14.333333333333334,0.11216666666666666,99.14388406,100.0,0.9914388406000001,8.838979262407133,82.0192
CAN,Canada,2018,8.1,13.6,0.1085,99.08828896,100.0,0.9908828896,9.132561194470046,82.0508
CAN,Canada,2019,8.133333333333333,13.6,0.10866666666666668,99.03268117,100.0,0.9903268117,9.113436917484663,82.3628
CAN,Canada,2020,8.066666666666666,13.0,0.10533333333333333,99.03286158,100.0,0.9903286158,9.401853947468354,82.0471
CHL,Chile,2000,7.1433333333333335,46.9,0.27021666666666666,92.24384971,97.9386901855469,0.9034241818269841,3.3433325670523066,76.8695
CHL,Chile,2001,7.03275,45.86,0.26446375,92.79446633,97.1158065795898,0.9011809443760539,3.4075783330458482,76.7726
CHL,Chile,2002,6.648383333333332,44.82,0.25734191666666667,93.32384055,97.2836837768555,0.9078886992907885,3.52794721921175,77.4445
CHL,Chile,2003,6.132006666666666,43.78,0.24956003333333335,93.80314002,98.7823257446289,0.9266092333324676,3.712971267698183,77.3867
CHL,Chile,2004,6.177036666666666,42.74,0.24458518333333334,94.28066581,97.606086730957,0.9202366844103231,3.7624383941368067,77.6161
CHL,Chile,2005,6.251843333333333,41.7,0.2397592166666667,94.75579035,97.7653121948242,0.9263829425835061,3.863805343806412,78.0159
CHL,Chile,2006,6.754886666666667,40.78,0.23767443333333332,95.22913665,99.3681106567383,0.9462739388382853,3.9813871671723153,78.261
CHL,Chile,2007,7.073773333333333,39.86,0.23466886666666667,95.7003375,98.0920181274414,0.938743924085226,4.00029171921922,77.8258
CHL,Chile,2008,7.43,38.940000000000005,0.23185000000000003,96.16973141,98.2648696899414,0.9450106125120314,4.075956922631146,78.4841
CHL,Chile,2009,7.343333333333334,38.02,0.2268166666666667,96.63701571,99.5936584472656,0.962443393598478,4.243265751775198,78.7409
CHL,Chile,2010,7.456666666666666,37.1,0.22278333333333333,97.10223583,99.5383911132813,0.9665400328020618,4.338475496979405,78.5015
CHL,Chile,2011,7.509999999999999,36.26,0.21885,97.56563455,99.5881958007813,0.9716385516992874,4.439746637876571,79.1099
CHL,Chile,2012,7.413333333333333,35.42,0.21416666666666667,98.02700137,100.0,0.9802700136999999,4.577136250739299,79.0233
CHL,Chile,2013,7.640000000000001,34.58,0.21109999999999998,98.48645618,99.5999984741211,0.9809250885249595,4.646731826266981,79.3391
CHL,Chile,2014,7.533333333333334,33.74,0.20636666666666667,98.94398793,100.0,0.9894398793000001,4.7945721820384435,79.4726
CHL,Chile,2015,7.833333333333333,32.9,0.20366666666666666,99.36589045,99.71484375,0.9908254240301367,4.864936615532586,79.746
CHL,Chile,2016,7.680000000000001,31.9,0.1979,99.66651945,100.0,0.9966651944999999,5.036206136937847,80.0794
CHL,Chile,2017,7.846666666666668,30.9,0.19373333333333334,100.0000026,99.6999969482422,0.9969999954044211,5.146249115989785,80.3501
CHL,Chile,2018,7.796666666666667,29.9,0.18848333333333334,99.99999739,100.0,0.9999999739000001,5.305508748253604,80.1334
CHL,Chile,2019,7.766666666666667,29.9,0.18833333333333332,99.99999614,100.0,0.9999999613999999,5.309734308318584,80.3263
CHL,Chile,2020,7.79,29.2,0.18495,99.99999872,100.0,0.9999999871999999,5.406866651527439,79.3769
COL,Colombia,2000,6.43,15.1,0.10765000000000001,74.79861635,95.1999969482422,0.712082804825274,6.614796143290979,71.3201
COL,Colombia,2001,5.785266666666666,14.719999999999999,0.10252633333333332,75.76104919,98.4700012207031,0.7460190606221047,7.276365362610303,71.502
COL,Colombia,2002,5.03892,14.34,0.0968946,76.72172586,94.9055023193359,0.7281313931549684,7.514674637750385,71.9389
COL,Colombia,2003,4.382076666666666,13.959999999999999,0.09171038333333331,77.68062347,95.1293487548828,0.7389707121574364,8.057655908726836,72.3606
COL,Colombia,2004,4.256313333333334,13.58,0.08918156666666667,78.63753542,95.3503112792969,0.7498113480533737,8.40769428121776,72.6951
COL,Colombia,2005,4.1958866666666665,13.2,0.08697943333333333,79.59246238,96.8000030517578,0.7704550601280917,8.857899282643734,73.0814
COL,Colombia,2006,4.178086666666666,12.84,0.08509043333333333,80.54541227,95.7930297851563,0.7715689076637804,9.06763401522749,73.468
COL,Colombia,2007,4.274223333333333,12.48,0.08377111666666666,81.49620788,96.0198440551758,0.7825253171725789,9.341230585314058,73.8372
COL,Colombia,2008,4.411823333333333,12.12,0.08265911666666666,82.44505834,96.8067626953125,0.7981239198121575,9.65560668922574,74.295
COL,Colombia,2009,4.438786666666666,11.76,0.08099393333333334,83.39197703,96.0572280883789,0.8010402158311566,9.890126122588068,74.7418
COL,Colombia,2010,4.374996666666667,11.4,0.07887498333333333,84.33680151,96.7889938354492,0.8162874161452893,10.349129491356969,75.0327
COL,Colombia,2011,4.267503333333333,11.1,0.07683751666666666,85.27956604,96.693603515625,0.824598854665632,10.731721825978221,75.3198
COL,Colombia,2012,4.25185,10.8,0.07525925000000001,86.22047517,97.0321731567383,0.8366160076351695,11.116454225031067,75.5973
COL,Colombia,2013,4.296666666666666,10.5,0.07398333333333333,87.15938051,97.7794189453125,0.8522393581901195,11.519342530166067,75.8267
