id_pais,year, inversion_educacion
CUB,2000,7.70481014251709
CRI,2020,6.71066999435425
CRI,2019,6.79584980010986
CRI,2018,6.76991987228394
CRI,2017,7.06980991363525
CRI,2016,6.89395999908447
CRI,2015,6.87349987030029
CRI,2014,6.67952013015747
CRI,2013,6.68739986419678
CRI,2012,6.58239984512329
CRI,2011,6.37988996505737
CRI,2010,6.56574010848999
CRI,2009,6.01030015945435
CRI,2008,4.88697004318237
CRI,2007,4.6345100402832
CRI,2006,4.61613988876343
CRI,2005,4.753384828567505
CRI,2004,4.89062976837158
CRI,2003,5.13373994827271
CRI,2002,5.15044021606445
CRI,2001,4.83202981948853
CRI,2000,4.66695022583008
COL,2020,4.93310022354126
COL,2019,4.5062198638916
COL,2018,4.44910001754761
COL,2017,4.53551006317139
COL,2016,4.47721004486084
COL,2015,4.47038984298706
COL,2014,4.62945985794067
COL,2013,4.87855005264282
COL,2012,4.37038993835449
COL,2011,4.46608018875122
COL,2010,4.83382987976074
COL,2009,4.77651977539063
COL,2008,3.9387800693512
COL,2007,4.08301019668579
COL,2006,3.91671991348267
COL,2005,4.02098989486694
COL,2004,4.07934999465942
COL,2003,4.32513999938965
COL,2002,4.26812982559204
COL,2001,3.70867991447449
COL,2000,3.5112099647522
CHL,2020,5.43316984176636
CHL,2019,5.43316984176636
CHL,2018,5.43316984176636
CHL,2017,5.41966009140015
CHL,2016,5.34201002120972
CHL,2015,4.87530994415283
CHL,2014,4.73094987869263
CHL,2013,4.52942991256714
CHL,2012,4.287309885025024
CHL,2011,4.04518985748291
CHL,2010,4.16208982467651
CHL,2009,4.23064994812012
CHL,2008,3.79242992401123
CHL,2007,3.21378993988037
CHL,2006,3.02152991294861
CHL,2005,3.26283001899719
CHL,2004,3.53838992118835
CHL,2003,3.96345996856689
CHL,2002,4.08121013641357
CHL,2001,3.9285200834274248
CHL,2000,3.77583003044128
CAN,2020,5.26205015182495
CAN,2019,5.26205015182495
CAN,2018,5.26205015182495
CAN,2017,5.26205015182495
CAN,2016,5.26205015182495
CAN,2015,5.26205015182495
CAN,2014,5.26205015182495
CAN,2013,5.26205015182495
CAN,2012,5.26205015182495
CAN,2011,5.26205015182495
CAN,2010,5.356369972229
CAN,2009,4.84057998657227
CAN,2008,4.62612009048462
CAN,2007,4.7664098739624
CAN,2006,4.76614499092102
CAN,2005,4.76588010787964
CAN,2004,4.841613451639813
CAN,2003,4.917346795399986
CAN,2002,4.99308013916016
CAN,2001,4.95303010940552
CAN,2000,5.42331981658936
BRA,2020,6.08851003646851
BRA,2019,6.08851003646851
BRA,2018,6.08851003646851
BRA,2017,6.32047986984253
BRA,2016,6.314040184021
BRA,2015,6.24105978012085
BRA,2014,5.94848012924194
BRA,2013,5.8388500213623
BRA,2012,5.85510015487671
BRA,2011,5.73741006851196
BRA,2010,5.64879989624023
BRA,2009,5.46355009078979
BRA,2008,5.26883983612061
BRA,2007,4.97425985336304
BRA,2006,4.87060022354126
BRA,2005,4.47908020019531
BRA,2004,3.97447991371155
BRA,2003,3.8624249696731603
BRA,2002,3.75037002563477
BRA,2001,3.84468007087708
BRA,2000,3.94893002510071
BOL,2020,8.89999961853027
BOL,2019,8.89999961853027
BOL,2018,8.89999961853027
BOL,2017,8.65999984741211
BOL,2016,8.85000038146973
BOL,2015,8.9399995803833
BOL,2014,8.26000022888184
BOL,2013,7.57999992370605
BOL,2012,7.90000009536743
BOL,2011,7.07000017166138
BOL,2010,7.80999994277954
BOL,2009,7.80999994277954
BOL,2008,7.80999994277954
BOL,2007,7.80999994277954
BOL,2006,7.80999994277954
BOL,2005,7.80999994277954
BOL,2004,7.80999994277954
BOL,2003,7.80999994277954
BOL,2002,7.80999994277954
BOL,2001,7.80999994277954
BOL,2000,7.80999994277954
BLZ,2020,7.52877759933472
BLZ,2019,7.1383900642395
BLZ,2018,7.47227001190186
BLZ,2017,7.45028018951416
BLZ,2016,7.29365015029907
BLZ,2015,6.87015008926392
BLZ,2014,6.61468982696533
BLZ,2013,6.42537021636963
BLZ,2012,6.523500124613443
BLZ,2011,6.621630032857256
BLZ,2010,6.71975994110107
BLZ,2009,6.1781702041626
BLZ,2008,5.77263021469116
BLZ,2007,5.663447618484495
BLZ,2006,5.55426502227783
BLZ,2005,5.445082426071165
BLZ,2004,5.3358998298645
BLZ,2003,5.24820995330811
BLZ,2002,5.522569894790649
BLZ,2001,5.79692983627319
BLZ,2000,5.02842998504639
BRB,2020,3.05817008018494
BRB,2019,3.20398998260498
BRB,2018,5.42886018753052
BRB,2017,4.36638021469116
BRB,2016,4.70732021331787
BRB,2015,5.38291883468628
BRB,2014,6.14349985122681
BRB,2013,5.14899015426636
BRB,2012,5.26274013519287
BRB,2011,5.6585700511932355
BRB,2010,6.0543999671936
BRB,2009,5.11617994308472
BRB,2008,4.92259979248047
BRB,2007,5.22038984298706
BRB,2006,5.44501996040344
BRB,2005,5.66965007781982
BRB,2004,6.02428007125854
BRB,2003,6.24569988250732
BRB,2002,5.88062000274658
BRB,2001,6.05536985397339
BRB,2000,4.71585988998413
ARG,2020,4.72417020797729
ARG,2019,4.72417020797729
ARG,2018,4.87773990631104
ARG,2017,5.45431995391846
ARG,2016,5.54548978805542
ARG,2015,5.77611017227173
ARG,2014,5.36144018173218
ARG,2013,5.43661022186279
ARG,2012,5.34582996368408
ARG,2011,5.29062986373901
ARG,2010,5.01971006393433
ARG,2009,5.53105020523071
ARG,2008,4.84440994262695
ARG,2007,4.46260023117065
ARG,2006,4.12821006774902
ARG,2005,3.86000990867615
ARG,2004,3.48652005195618
ARG,2003,3.53504991531372
ARG,2002,4.01734018325806
ARG,2001,4.833740234375
ARG,2000,4.58030986785889
ATG,2020,3.453125
ATG,2019,2.83133506774902
ATG,2018,2.64407563209534
ATG,2017,2.44847750663757
ATG,2016,2.43080449104309
ATG,2015,2.4419595514025
ATG,2014,2.45311461176191
ATG,2013,2.4642696721213198
ATG,2012,2.47542473248073
ATG,2011,2.48657979284014
ATG,2010,2.49773485319955
ATG,2009,2.50888991355896
ATG,2008,2.635512794767107
ATG,2007,2.7621356759752542
ATG,2006,2.8887585571834014
ATG,2005,3.0153814383915485
ATG,2004,3.1420043195996956
ATG,2003,3.2686272008078427
ATG,2002,3.39525008201599
ATG,2001,3.39525008201599
ATG,2000,3.39525008201599
