id_pais,year,renta_recursos
SLV,2009,0.576957617783252
SLV,2008,0.59188984786517
SLV,2007,0.565857134335423
SLV,2006,0.543464353950394
SLV,2005,0.405613727695746
SLV,2004,0.430648837938149
SLV,2003,0.445015903949503
SLV,2002,0.456800582996543
SLV,2001,0.485786941180763
SLV,2000,0.497077305664038
ECU,2020,4.75666507381545
ECU,2019,6.89882108613169
ECU,2018,7.49992801089728
ECU,2017,5.44100594391504
ECU,2016,3.7152296705179
ECU,2015,4.78646712008494
ECU,2014,11.5888239142951
ECU,2013,13.0933781147297
ECU,2012,14.3200125710124
ECU,2011,16.1462302204093
ECU,2010,11.8746413246218
ECU,2009,9.20253907406395
ECU,2008,18.8312902999743
ECU,2007,17.0370051505215
ECU,2006,18.8589408382362
ECU,2005,17.797274502375
ECU,2004,13.4857595554387
ECU,2003,8.97724851589661
ECU,2002,8.23175981774362
ECU,2001,9.41822979182602
ECU,2000,16.4001482620609
DOM,2020,1.3723773397218
DOM,2019,1.0554041392353
DOM,2018,0.868758582349052
DOM,2017,1.03536865750082
DOM,2016,1.28194793214966
DOM,2015,0.535347858229341
DOM,2014,1.03747270073843
DOM,2013,1.02497349357175
DOM,2012,0.446722351167802
DOM,2011,0.34014601334219
DOM,2010,0.17240017711141
DOM,2009,0.123503913034748
DOM,2008,0.2341470456293
DOM,2007,2.52804800378905
DOM,2006,1.60623431120737
DOM,2005,0.720719152862324
DOM,2004,1.21413014952151
DOM,2003,0.541632394723522
DOM,2002,0.0276477786255592
DOM,2001,0.0227890061768803
DOM,2000,0.341026792428352
DMA,2020,0.0457722362182372
DMA,2019,0.0282747611952086
DMA,2018,0.0349041033801395
DMA,2017,0.0561299311430553
DMA,2016,0.0602343950091531
DMA,2015,0.0474677077261649
DMA,2014,0.0651451844434981
DMA,2013,0.0491938206258817
DMA,2012,0.0413322647049234
DMA,2011,0.0412282999842973
DMA,2010,0.049154879967581
DMA,2009,0.0219865512581005
DMA,2008,0.0261239989471595
DMA,2007,0.0270653732395914
DMA,2006,0.0286807337827756
DMA,2005,0.0211959119893819
DMA,2004,0.0220286901534381
DMA,2003,0.0228107663160081
DMA,2002,0.022138961277157
DMA,2001,0.0242728754621181
DMA,2000,0.0249171756964842
CUB,2020,0.6352428452995
CUB,2019,0.856625906817222
CUB,2018,1.01611832621726
CUB,2017,0.653750044120567
CUB,2016,0.443405195185541
CUB,2015,0.693771238303872
CUB,2014,1.66414991545764
CUB,2013,1.74568193843537
CUB,2012,2.21701608803425
CUB,2011,2.96547903897203
CUB,2010,2.58633035932996
CUB,2009,1.58639910059963
CUB,2008,3.01737852235334
CUB,2007,6.19422832841988
CUB,2006,3.67358671393023
CUB,2005,2.94309327539044
CUB,2004,2.91883266804973
CUB,2003,1.98670578248515
CUB,2002,1.35376667594147
CUB,2001,1.25001492013771
CUB,2000,1.86758024056193
CRI,2020,0.921519197227194
CRI,2019,0.75601330873668
CRI,2018,0.934956585459435
CRI,2017,1.12826786546361
CRI,2016,1.21735308739301
CRI,2015,1.11387842489714
CRI,2014,1.33531904847465
CRI,2013,1.22119530251854
CRI,2012,1.17602665284066
CRI,2011,1.23371479049184
CRI,2010,1.62716715852007
CRI,2009,1.18589867257357
CRI,2008,1.30873505787213
CRI,2007,1.46074113265502
CRI,2006,1.34632898287214
CRI,2005,0.978847631680101
CRI,2004,0.939727785125792
CRI,2003,0.982989203444128
CRI,2002,0.952728053711723
CRI,2001,1.05121844887965
CRI,2000,1.01441557768784
COL,2020,3.78274426034005
COL,2019,4.69333604689277
COL,2018,5.02867928367672
COL,2017,3.8490062626813
COL,2016,2.97267630250384
COL,2015,3.68401847687382
COL,2014,6.37139761238593
COL,2013,7.34481699840736
COL,2012,8.02804865041357
COL,2011,9.4452337026771
COL,2010,6.5864671538143
COL,2009,4.6905148030374
COL,2008,8.51734934444362
COL,2007,6.57165592097764
COL,2006,7.24245826550571
COL,2005,6.40188006480631
COL,2004,6.08513638150472
COL,2003,4.79121460320513
COL,2002,3.89187030313458
COL,2001,3.77989753252906
COL,2000,5.75601977328153
CHL,2020,2.97239409331009
CHL,2019,4.85196740466377
CHL,2018,5.76285982731167
CHL,2017,5.29785467324795
CHL,2016,3.19954739747282
CHL,2015,4.02848854160475
CHL,2014,6.83858746427704
CHL,2013,7.62692784459771
CHL,2012,9.07551072850474
CHL,2011,12.1291055650616
CHL,2010,11.9002961058423
CHL,2009,8.75675759745208
CHL,2008,13.7944848850497
CHL,2007,17.0051493508918
CHL,2006,17.2200814644753
CHL,2005,9.74818350530234
CHL,2004,9.57115826639796
CHL,2003,5.08813209958011
CHL,2002,3.73557079950192
CHL,2001,3.94501586104672
CHL,2000,4.87317737366935
CAN,2020,1.4957811159159
CAN,2019,1.98698357557699
CAN,2018,2.12446559041552
CAN,2017,1.23155103865133
CAN,2016,0.779091495956499
CAN,2015,0.335525991715679
CAN,2014,1.64883828165497
CAN,2013,1.91552695427973
CAN,2012,1.80426454225357
CAN,2011,2.96929913328669
CAN,2010,2.2370420132143
CAN,2009,2.02520137169722
CAN,2008,5.0075005720157
CAN,2007,3.63217542937211
CAN,2006,3.855923608803
CAN,2005,4.41197277080859
CAN,2004,4.03016223762958
CAN,2003,2.92957696028926
CAN,2002,2.35694563319289
CAN,2001,3.24775321601978
CAN,2000,3.91122948225336
BRA,2020,3.99116095210967
