id_pais,year,desempleo
PER,2012,3.24000000953674
PER,2011,3.48000001907349
PER,2010,3.57999992370605
PER,2009,3.98000001907349
PER,2008,4.03999996185303
PER,2007,4.03999996185303
PER,2006,4.17999982833862
PER,2005,4.88000011444092
PER,2004,4.69999980926514
PER,2003,4.15000009536743
PER,2002,4.84000015258789
PER,2001,5.02600002288818
PER,2000,4.88399982452393
PRY,2020,7.55000019073486
PRY,2019,6.59000015258789
PRY,2018,6.21999979019165
PRY,2017,4.6100001335144
PRY,2016,5.25
PRY,2015,4.55999994277954
PRY,2014,5.03000020980835
PRY,2013,4.38000011444092
PRY,2012,4.09000015258789
PRY,2011,4.67000007629395
PRY,2010,4.57000017166138
PRY,2009,5.46000003814697
PRY,2008,4.42000007629395
PRY,2007,4.71000003814697
PRY,2006,5.28000020980835
PRY,2005,4.82000017166138
PRY,2004,6.51000022888184
PRY,2003,6.80999994277954
PRY,2002,9.39000034332275
PRY,2001,6.21000003814697
PRY,2000,7.6100001335144
PAN,2020,12.8540000915527
PAN,2019,4.72599983215332
PAN,2018,3.83299994468689
PAN,2017,3.85899996757507
PAN,2016,3.26300001144409
PAN,2015,2.97699999809265
PAN,2014,2.70700001716614
PAN,2013,2.28500008583069
PAN,2012,2.38899993896484
PAN,2011,2.37899994850159
PAN,2010,3.72000002861023
PAN,2009,3.85199999809265
PAN,2008,3.74300003051758
PAN,2007,3.68499994277954
PAN,2006,3.70000004768372
PAN,2005,3.75300002098084
PAN,2004,3.73900008201599
PAN,2003,3.79099988937378
PAN,2002,3.78500008583069
PAN,2001,3.81699991226196
PAN,2000,3.81399989128113
NIC,2020,6.07800006866455
NIC,2019,5.21099996566772
NIC,2018,5.19999980926514
NIC,2017,3.29999995231628
NIC,2016,3.90000009536743
NIC,2015,4.69999980926514
NIC,2014,4.51999998092651
NIC,2013,5.28000020980835
NIC,2012,5.21000003814697
NIC,2011,6.49599981307983
NIC,2010,7.82999992370605
NIC,2009,8.15999984741211
NIC,2008,6.19999980926514
NIC,2007,4.8899998664856
NIC,2006,5.30999994277954
NIC,2005,5.36999988555908
NIC,2004,6.40999984741211
NIC,2003,7.59999990463257
NIC,2002,7.57800006866455
NIC,2001,7.44999980926514
NIC,2000,7.35400009155273
MEX,2020,4.44999980926514
MEX,2019,3.48000001907349
MEX,2018,3.27999997138977
MEX,2017,3.42000007629395
