,PAIS,NOMBRE PAIS,ANIO,LONG,LAT,NIVEL INGRESOS,ESPERANZA,ACCESO AGUA,ACCESO ELECTRICIDAD,AGOTAMIENTO RECURSOS,ALFABETIZACION,ANIOS ESCOLARIDAD,CAMAS HOSPITALES,CONSUMO ALCOHOL,DENSIDAD POBLACION,DESEMPLEO,EMISIONES CO2,FUERZA LABORAL,GINI,INGRESO MEDIO PC,INVERSION DESARROLLO,INVERSION EDUCACION,INVERSION SALUD,OBESIDAD,PIB,POBLACION,PRODUCCION ALIMENTOS,RENTA RECURSOS,SERV SANITARIOS,INDUSTRIA,CONSUMO TABACO,CONTAMINACION AIRE
129,BRB,Barbados,2003,-59.6105,13.0935,HIC,74.4717,291.4787500314342,100.0,0.220874939864027,99.5999984741211,9.1,7.3,7.43852,637.979069767442,11.0,5.03041943940579,150135.0,44.95353982300883,11300.0,0.43784705888141295,6.24569988250732,6.68377304,14.233333333333334,3209500000.0,274331.0,112.28,0.23534265516599,90.35387673,15.7049384639352,9.899999999999999,28.48146307686394
130,BRB,Barbados,2004,-59.6105,13.0935,HIC,74.7268,290.37055602377836,99.9967422485352,0.267408574622636,99.5999984741211,9.1,7.3,7.506426666666667,640.193023255814,9.56999969482422,4.94037050709673,151979.0,44.95353982300883,12290.0,0.433990467678417,6.02428007125854,7.31510305,14.666666666666666,3444500000.0,275283.0,112.28,0.287584942530975,90.85400556,15.0878211641748,9.799999999999999,28.48213203782532
131,BRB,Barbados,2005,-59.6105,13.0935,HIC,74.8901,289.2623620161226,99.9804534912109,0.358062822967558,99.5999984741211,9.2,6.7,7.511113333333333,642.604651162791,9.07999992370605,5.13896915563354,152684.0,43.141592920353965,13240.0,0.430133876475421,5.66965007781982,6.76892185,15.133333333333333,3819500000.0,276320.0,123.25,0.381049607786917,91.3541344,14.9456735174761,9.7,28.4828009987867
132,BRB,Barbados,2006,-59.6105,13.0935,HIC,75.0683,288.1541680084668,100.0,0.433382023759138,99.5999984741211,9.2,6.6,7.593743333333333,645.290697674419,8.72999954223633,5.29777467739519,149927.0,44.867256637168126,14240.0,0.426277285272425,5.44501996040344,6.58324289,15.566666666666665,4217450802.54938,277475.0,113.02,0.448730343964893,91.85426323,16.2227937936478,9.6,28.429603681591
133,BRB,Barbados,2007,-59.6105,13.0935,HIC,75.3424,287.045974000811,100.0,0.34579851937153,99.5999984741211,9.2,7.1,7.795460000000001,648.141860465116,7.40999984741211,5.31035058745211,150785.0,42.19247787610618,15520.0,0.42242069406942895,5.22038984298706,6.05583191,16.03333333333333,4674007452.49163,278701.0,118.74,0.377080677931409,92.35439207,14.7289513261334,9.5,28.3764063643953
134,BRB,Barbados,2008,-59.6105,13.0935,HIC,75.4471,286.0347798915244,100.0,0.475902199706471,99.5999984741211,9.3,7.6,8.007236666666666,651.037209302326,8.11999988555908,6.35836901184432,151391.0,41.50221238938052,16160.0,0.418564102866433,4.92259979248047,6.47676373,16.5,4784925079.03312,279946.0,110.38,0.496597883166268,92.85452091,15.1418532956688,9.399999999999999,28.3232090471996
135,BRB,Barbados,2009,-59.6105,13.0935,HIC,75.678,285.0235857822378,100.0,0.263729487175246,99.5999984741211,9.3,6.8,8.27284,653.737209302326,10.0200004577637,16.4350225556784,150815.0,42.19247787610618,15740.0,0.414707511663437,5.11617994308472,7.1486845,16.966666666666665,4465657314.64407,281107.0,115.89,0.277383073401296,93.35464974,15.4120046093473,9.299999999999999,28.2700117300039
136,BRB,Barbados,2010,-59.6105,13.0935,HIC,75.7115,284.0123916729512,100.0,0.36505857725453,99.5999984741211,9.3,6.76,8.313816666666666,656.118604651163,10.6899995803833,5.49390160002368,150802.0,40.81194690265486,15540.0,0.41085092046044097,6.0543999671936,6.77398682,17.433333333333334,4529928302.16747,282131.0,106.98,0.38320514006868,93.85477858,14.050570292677,9.2,28.2168144128082
137,BRB,Barbados,2011,-59.6105,13.0935,HIC,75.9166,283.00119756366456,100.0,0.559910559913773,99.5999984741211,9.4,6.55,8.51178,658.109302325581,11.1899995803833,6.21936693368692,154038.0,41.1570796460177,15040.0,0.406994329257445,5.6585700511932355,6.89933872,17.899999999999995,4657699461.45637,282987.0,108.93,0.564424064460084,94.35490741,14.5117772728547,9.12,29.3034896712655
138,BRB,Barbados,2012,-59.6105,13.0935,HIC,76.0987,281.990003454378,100.0,0.5297048183843,99.5999984741211,9.9,6.34,8.530789999999998,659.762790697674,11.5900001525879,7.47273468815106,151737.0,39.77654867256637,15730.0,0.40313773805444897,5.26274013519287,7.77819967,18.399999999999995,4610095997.77104,283698.0,107.13,0.561562631719982,94.85503625,14.1873047483218,9.04,27.0335295598113
139,BRB,Barbados,2013,-59.6105,13.0935,HIC,76.2752,281.491300179208,100.0,0.504802088226585,99.5999984741211,10.5,6.34,8.75,661.148837209302,11.5500001907349,5.06517920610516,153789.0,41.1570796460177,15660.0,0.399281146851453,5.14899015426636,7.49560881,18.899999999999995,4677248301.89959,284294.0,98.01,0.532195138001254,95.35516509,14.0869918912154,8.96,26.2302305442659
140,BRB,Barbados,2014,-59.6105,13.0935,HIC,76.4758,280.992596904038,100.0,0.425720281275997,99.5999984741211,10.5,5.93,8.88,662.383720930233,12.1700000762939,4.45887819161418,148096.0,38.22345132743362,15630.0,0.39542455564845697,6.14349985122681,6.99789667,19.366666666666664,4696344341.64326,284825.0,99.11,0.462755001018461,95.85529392,13.8486666688047,8.88,25.1830144736914
141,BRB,Barbados,2015,-59.6105,13.0935,HIC,76.6502,280.49389362886797,100.0,0.183804632455208,99.5999984741211,10.5,5.9,9.073333333333334,663.551162790698,9.80000019073486,4.45103330889299,149130.0,39.0,15760.0,0.391567964445461,5.38291883468628,6.7748456,19.866666666666664,4724691212.50593,285327.0,102.65,0.195077776195894,96.35542276,13.6347090796447,8.8,24.6862408249598
142,BRB,Barbados,2016,-59.6105,13.0935,HIC,76.8149,279.995190353698,100.0,0.136718232770641,99.5999984741211,10.5,5.89,9.333333333333334,664.646511627907,8.25,4.51367735901941,153451.0,39.431415929203546,15940.0,0.38771137324246496,4.70732021331787,6.68155098,20.366666666666664,4832811755.56467,285798.0,98.24,0.142933942866438,96.85555159,12.9914515652031,8.700000000000001,23.4591998416279
143,BRB,Barbados,2017,-59.6105,13.0935,HIC,76.936,279.496487078528,100.0,0.209331180915298,99.5999984741211,10.6,5.97,9.723333333333334,665.648837209302,8.61999988555908,4.1225730011561,151745.0,36.41150442477877,16090.0,0.383854782039469,4.36638021469116,6.62216997,20.9,4981588899.82409,286229.0,102.56,0.217743353114144,97.2793785,12.7676023722004,8.6,23.0801758047572
144,BRB,Barbados,2018,-59.6105,13.0935,HIC,77.067,279.095729835334,100.0,0.301453806272694,99.5999984741211,10.6,5.97,9.976666666666667,666.604651162791,8.31999969482422,4.32598384571846,150615.0,37.70575221238939,16610.0,0.379998190836473,5.42886018753052,6.56259155,21.433333333333334,5097283213.13965,286640.0,108.02,0.321377221369412,97.2834998,12.3351490870536,8.5,23.0801758047572
145,BRB,Barbados,2019,-59.6105,13.0935,HIC,77.2569,279.095729835334,100.0,0.261113617578678,99.5999984741211,10.6,5.97,10.08,667.490697674419,8.40999984741211,4.35508203232516,148325.0,36.15265486725664,17130.0,0.376141599633477,3.20398998260498,6.29990387,21.966666666666665,5304164323.2532,287021.0,104.9,0.279179607104937,98.09246231,12.0046718717992,8.5,23.0801758047572
146,BRB,Barbados,2020,-59.6105,13.0935,HIC,77.3929,279.095729835334,100.0,0.193550838054405,99.5999984741211,10.6,5.97,9.986666666666666,668.304651162791,10.3769998550415,5.306152999802691,141940.0,34.168141592920364,15750.0,0.37228500843048096,3.05817008018494,5.1451218149999995,22.53333333333333,4689534961.75956,287371.0,101.28,0.221262259307958,98.09246231,12.7580911278095,8.5,23.0801758047572
147,CAN,Canada,2000,-75.6919,45.4215,HIC,79.2335,90879.8731023605,100.0,3.23519084717947,99.0,10.9,3.77,7.333333333333333,3.42261133957721,6.82999992370605,16.7576264276587,16311911.0,33.3,22620.0,1.85847997665405,5.42331981658936,8.24814415,17.633333333333336,744773415931.587,30685730.0,77.91,3.91122948225336,99.85639131,29.5000375204667,28.4,8.2809835638994
148,CAN,Canada,2001,-75.6919,45.4215,HIC,79.4507,90879.8731023605,100.0,2.67445624100544,99.0,11.0,3.69,7.5956,3.45999560542028,7.21999979019165,16.3315689530885,16594438.0,33.4,23030.0,2.02116990089417,4.95303010940552,8.62482357,18.166666666666668,738981792355.372,31020902.0,70.34,3.24775321601978,99.85854953,28.4475354619999,27.38,8.323880678571955
149,CAN,Canada,2002,-75.6919,45.4215,HIC,79.568,90879.8731023605,100.0,1.90985880809033,99.0,11.2,3.64,7.824533333333332,3.49782657917661,7.65999984741211,16.720301488588,17078583.0,33.5,23610.0,1.97170996665955,4.99308013916016,8.85670376,18.733333333333334,760649334098.005,31360079.0,66.58,2.35694563319289,99.85906123,27.5731410327833,26.36,8.36677779324451
150,CAN,Canada,2003,-75.6919,45.4215,HIC,79.7396,90034.90783835307,100.0,1.64689543076529,99.0,11.5,3.5,7.986799999999999,3.52949755676983,7.57000017166138,17.2083016115187,17472797.0,33.6,25860.0,1.96781003475189,4.917346795399986,9.01090145,19.299999999999997,895540646634.787,31644028.0,75.45,2.92957696028926,99.8595732,27.9074104477255,25.34,8.409674907917069
151,CAN,Canada,2004,-75.6919,45.4215,HIC,80.0332,89189.94257434562,100.0,2.29704931198115,99.0,11.7,3.44,7.986799999999999,3.56258260750269,7.19000005722046,16.7942699644123,17680867.0,33.7,29900.0,1.99733996391296,4.841613451639813,9.06628132,19.900000000000002,1026690238278.25,31940655.0,82.34,4.03016223762958,99.86008794,28.3911197223378,24.32,8.452572022589624
152,CAN,Canada,2005,-75.6919,45.4215,HIC,80.1364,88344.97731033819,100.0,2.36306978210749,99.0,12.0,3.1,7.986799999999999,3.5963894177628,6.76000022888184,17.0274852712361,17821886.0,33.733333333333334,34810.0,1.97126996517181,4.76588010787964,9.03540611,20.46666666666667,1173108598778.68,32243753.0,84.04,4.41197277080859,99.80519484,29.2129915241778,23.3,8.49546913726218
153,CAN,Canada,2006,-75.6919,45.4215,HIC,80.5466,87500.01204633074,100.0,1.95660658532085,99.0,12.2,3.02,7.991199999999999,3.63290915600646,6.32000017166138,16.5953499034722,18030705.0,33.766666666666666,38510.0,1.94304001331329,4.76614499092102,9.34210205,21.03333333333333,1319264809590.97,32571174.0,81.26,3.855923608803,99.75033789,28.8475544811015,22.5,8.473266762278962
154,CAN,Canada,2007,-75.6919,45.4215,HIC,80.5495,86655.0467823233,100.0,1.73617750569136,99.0,12.3,2.96,8.062266666666666,3.66836147983568,6.03999996185303,17.3805701106315,18379605.0,33.8,43090.0,1.90357995033264,4.7664098739624,9.44500446,21.599999999999998,1468820407783.26,32889025.0,80.31,3.63217542937211,99.69595411,28.6859019053535,21.700000000000003,8.451064387295744
155,CAN,Canada,2008,-75.6919,45.4215,HIC,80.7388,85743.82064899987,100.0,2.03653931432175,99.0,12.4,2.85,8.166666666666666,3.70830229800827,6.1399998664856,16.5569229400011,18667574.0,33.733333333333334,45650.0,1.85578000545502,4.62612009048462,9.60709858,22.166666666666668,1552989690721.65,33247118.0,89.32,5.0075005720157,99.6414571,29.3420195046589,20.900000000000002,8.428862012312525
156,CAN,Canada,2009,-75.6919,45.4215,HIC,81.0737,84832.59451567642,100.0,0.532714996712926,99.0,12.4,2.8,8.299999999999999,3.75088477166589,8.34000015258789,15.5021450251107,18799155.0,33.666666666666664,43230.0,1.9174200296402,4.84057998657227,10.71716499,22.733333333333334,1374625142157.29,33628895.0,87.14,2.02520137169722,99.5868457,25.0760182112778,20.1,8.406659637329307
157,CAN,Canada,2010,-75.6919,45.4215,HIC,81.3469,83921.36838235299,100.0,0.575575485742485,99.0,12.5,2.78,8.366666666666667,3.79282222363503,8.0600004196167,15.7921412349155,19001081.0,33.6,44490.0,1.82527995109558,5.356369972229,10.69585419,23.266666666666666,1617343367486.26,34004889.0,86.14,2.2370420132143,99.53213067,26.3511331619895,19.3,8.38445726234609
158,CAN,Canada,2011,-75.6919,45.4215,HIC,81.5286,83010.14224902954,100.0,0.78992715978795,99.0,12.6,2.8,8.4,3.83012473244929,7.51000022888184,15.9959443011623,19147395.0,33.55,47190.0,1.78714001178741,5.26205015182495,10.40052414,23.833333333333332,1793326630174.52,34339328.0,85.27,2.96929913328669,99.47721571,27.1393405983891,18.6,8.62446106021405
159,CAN,Canada,2012,-75.6919,45.4215,HIC,81.7221,82098.9161157061,100.0,0.514464332646599,99.0,12.7,2.79,8.333333333333334,3.87193949310642,7.28999996185303,15.7344739563127,19322866.0,33.5,51080.0,1.77232003211975,5.26205015182495,10.50637913,24.366666666666664,1828366481521.6,34714222.0,87.42,1.80426454225357,99.42171918,26.6346687974256,17.9,8.10741049508877
160,CAN,Canada,2013,-75.6919,45.4215,HIC,81.8029,81276.24109019699,100.0,0.483095219115226,99.0,12.8,2.72,8.299999999999999,3.91306695934121,7.07000017166138,15.8384602717471,19546552.0,33.8,52800.0,1.70539999008179,5.26205015182495,10.40513706,24.933333333333334,1846597421834.98,35082954.0,101.0,1.91552695427973,99.36619078,26.6132351758366,17.2,7.79163612486354
161,CAN,Canada,2014,-75.6919,45.4215,HIC,81.8545,80453.56606468787,100.0,0.468116045215003,99.0,12.9,2.67,8.233333333333334,3.9526049038602,6.90999984741211,15.8499054086669,19629145.0,33.2,52200.0,1.71416997909546,5.26205015182495,10.24852657,25.466666666666665,1805749878439.94,35437435.0,94.65,1.64883828165497,99.31064352,27.1379424601872,16.5,7.42841986407115
162,CAN,Canada,2015,-75.6919,45.4215,HIC,81.9246,79630.89103917874,100.0,0.151676128177747,99.0,13.1,2.62,8.2,3.98221511356196,6.90999984741211,15.6485856056048,19747709.0,33.7,47590.0,1.69324004650116,5.26205015182495,10.73320484,26.033333333333335,1556508816217.14,35702908.0,98.53,0.335525991715679,99.25507123,24.4156825468916,15.8,7.15158214464181
163,CAN,Canada,2016,-75.6919,45.4215,HIC,82.0434,78808.21601366962,100.0,0.241254906883855,99.0,13.2,2.6,8.1,4.02756394169263,7.0,15.420601713058,19955331.0,32.7,43890.0,1.72872996330261,5.26205015182495,11.02296066,26.566666666666666,1527994741907.43,36109487.0,106.82,0.779091495956499,99.19947682,23.2953005455848,15.066666666666666,6.54907476129371
164,CAN,Canada,2017,-75.6919,45.4215,HIC,82.0192,77985.5409881605,100.0,0.341680883191712,99.0,13.3,2.53,8.1,4.07616632034255,6.34000015258789,15.5445710376544,20218237.0,33.3,42900.0,1.68579995632172,5.26205015182495,10.83538342,27.133333333333336,1649265644244.09,36545236.0,108.21,1.23155103865133,99.14388406,24.0278028870792,14.333333333333334,6.42838313258525
165,CAN,Canada,2018,-75.6919,45.4215,HIC,82.0508,76891.7723213578,100.0,0.615904028657282,99.0,13.3,2.55,8.1,4.1341488959455,5.82999992370605,15.6505790424074,20396646.0,33.233333333333334,45080.0,1.67917001247406,5.26205015182495,10.80637455,27.7,1725329192783.02,37065084.0,109.41,2.12446559041552,99.08828896,24.6223059554353,13.6,6.42838313258525
166,CAN,Canada,2019,-75.6919,45.4215,HIC,82.3628,76891.7723213578,100.0,0.577601764072691,99.0,13.3,2.52,8.133333333333333,4.19394931064213,5.65999984741211,15.4306128276297,20792599.0,33.0,46540.0,1.59162998199463,5.26205015182495,10.84447765,28.26666666666667,1742015045482.31,37601230.0,110.85,1.98698357557699,99.03268117,24.6223059554353,13.6,6.42838313258525
167,CAN,Canada,2020,-75.6919,45.4215,HIC,82.0471,76891.7723213578,100.0,0.453409850651004,99.0,13.4,2.52,8.066666666666666,4.24257678524224,9.46000003814697,15.27490082629771,20509919.0,33.3,43540.0,1.69781005382538,5.26205015182495,8.939826965,28.833333333333332,1645423407568.36,38037204.0,113.66,1.4957811159159,99.03286158,24.6223059554353,13.0,6.42838313258525
168,CHL,Chile,2000,-70.6475,-33.475,HIC,76.8695,56425.4460782179,97.9386901855469,3.14465079218632,95.7166213989258,8.7,2.72,7.1433333333333335,20.63441788652,10.4899997711182,3.2863283656024,6233433.0,52.8,5080.0,1.5242800489068045,3.77583003044128,7.03517628,18.5,78249883995.6255,15342350.0,71.63,4.87317737366935,92.24384971,27.8329007305146,46.9,26.1685947683912
169,CHL,Chile,2001,-70.6475,-33.475,HIC,76.7726,56425.4460782179,97.1158065795898,1.88829063025989,95.7166213989258,8.8,2.62,7.03275,20.8681159654191,10.3900003433228,3.12127161752893,6247071.0,52.36666666666667,4830.0,1.3507500439882292,3.9285200834274248,7.15104103,18.900000000000002,71517080040.6338,15516112.0,76.82,3.94501586104672,92.79446633,28.4825729751045,45.86,26.040339211381298
170,CHL,Chile,2002,-70.6475,-33.475,HIC,77.4445,56425.4460782179,97.2836837768555,1.67568704006078,95.7166213989258,9.0,2.54,6.648383333333332,21.094469370518,10.1700000762939,3.13177158315614,6301163.0,51.93333333333333,4570.0,1.1772200390696534,4.08121013641357,7.26602364,19.3,70294892400.0639,15684413.0,77.19,3.73557079950192,93.32384055,28.5180345922146,44.82,25.912083654371397
171,CHL,Chile,2003,-70.6475,-33.475,HIC,77.3867,55848.0306531108,98.7823257446289,2.82291084879107,96.05092620849611,9.2,2.51,6.132006666666666,21.3167005589538,9.77000045776367,3.16726261653741,6473698.0,51.5,4620.0,1.0036900341510782,3.96345996856689,7.33330393,19.73333333333333,76507577234.5965,15849649.0,79.35,5.08813209958011,93.80314002,29.7153366007983,43.78,25.7838280973615
172,CHL,Chile,2004,-70.6475,-33.475,HIC,77.6161,55270.6152280037,97.606086730957,6.24004085025402,96.38523101806643,9.4,2.41,6.177036666666666,21.5390487564758,10.1599998474121,3.43241319564612,6633642.0,50.1,5260.0,0.8301600292325025,3.53838992118835,6.90115023,20.166666666666668,99079230169.6389,16014972.0,82.2,9.57115826639796,94.28066581,32.7525021838824,42.74,25.6555725403516
173,CHL,Chile,2005,-70.6475,-33.475,HIC,78.0159,54693.199802896605,97.7653121948242,6.15737754364103,96.71953582763675,9.6,2.31,6.251843333333333,21.7646489996396,9.34000015258789,3.45862904574178,6795422.0,48.699999999999996,6260.0,0.656630024313927,3.26283001899719,6.58871555,20.599999999999998,122314960843.922,16182713.0,86.46,9.74818350530234,94.75579035,34.0353024141328,41.7,25.5273169833417
174,CHL,Chile,2006,-70.6475,-33.475,HIC,78.261,54115.7843777895,99.3681106567383,11.6919881987733,97.05384063720706,9.5,2.33,6.754886666666667,21.9957002523092,9.02000045776367,3.4944496661305,7058723.0,47.3,7420.0,0.4831000193953515,3.02152991294861,6.03516722,21.033333333333335,153840051814.059,16354507.0,91.33,17.2200814644753,95.22913665,38.684729192628,40.78,25.600311925670518
175,CHL,Chile,2007,-70.6475,-33.475,HIC,77.8258,53538.3689526824,98.0920181274414,11.2191676658052,97.38814544677739,9.5,2.29,7.073773333333333,22.2319967398848,8.43000030517578,3.90618357845886,7245422.0,47.199999999999996,8770.0,0.309570014476776,3.21378993988037,6.17537546,21.46666666666667,172565850839.158,16530201.0,88.02,17.0051493508918,95.7003375,37.4665970166252,39.86,25.67330686799934
176,CHL,Chile,2008,-70.6475,-33.475,HIC,78.4841,53002.89908046738,98.2648696899414,8.28163627893302,97.7224502563477,9.9,2.28,7.43,22.4714672670443,9.28999996185303,4.06924588257538,7529103.0,47.1,10030.0,0.374969989061356,3.79242992401123,6.74047899,21.933333333333334,179663403196.985,16708255.0,90.72,13.7944848850497,96.16973141,31.9839914243068,38.940000000000005,25.74630181032816
177,CHL,Chile,2009,-70.6475,-33.475,HIC,78.7409,52467.42920825236,99.5936584472656,5.26212066045431,97.6642303466797,10.3,2.27,7.343333333333334,22.7107696777005,11.3100004196167,3.87594953058916,7632661.0,47.0,9950.0,0.352019995450974,4.23064994812012,7.20918465,22.366666666666664,171412642047.328,16886184.0,90.35,8.75675759745208,96.63701571,31.8892011542261,38.02,25.81929675265698
178,CHL,Chile,2010,-70.6475,-33.475,HIC,78.5015,51931.95933603734,99.5383911132813,6.46331210764396,97.18362045288086,11.1,2.04,7.456666666666666,22.9479444058897,8.42000007629395,4.08790466080325,7797414.0,46.5,10790.0,0.329470008611679,4.16208982467651,6.77489328,22.833333333333332,217105420016.533,17062531.0,93.36,11.9002961058423,97.10223583,33.4669030156191,37.1,25.8922916949858
179,CHL,Chile,2011,-70.6475,-33.475,HIC,79.1099,51396.48946382232,99.5881958007813,6.31192667640438,96.703010559082,9.0,2.22,7.509999999999999,23.1779990639273,7.34000015258789,4.43726628313084,8086638.0,46.0,11930.0,0.351440012454987,4.04518985748291,6.7717886,23.266666666666666,251224856981.294,17233584.0,98.06,12.1291055650616,97.56563455,32.4417542348483,36.26,27.2458670675305
180,CHL,Chile,2012,-70.6475,-33.475,HIC,79.0233,50861.0195916073,100.0,4.66149902267068,96.48503494262695,9.5,2.17,7.413333333333333,23.4023001027528,6.65999984741211,4.50622907619949,8164043.0,45.9,14270.0,0.362199991941452,4.287309885025024,7.0209198,23.733333333333334,267175872540.066,17400359.0,100.69,9.07551072850474,98.02700137,30.5583003272184,35.42,25.0471553039699
181,CHL,Chile,2013,-70.6475,-33.475,HIC,79.3391,50271.69772235506,99.5999984741211,3.84114083188789,96.2670593261719,9.7,2.17,7.640000000000001,23.6324879090611,6.21000003814697,4.72355507730667,8281662.0,45.8,15180.0,0.388700008392334,4.52942991256714,7.44478321,24.2,277239461340.404,17571511.0,101.27,7.62692784459771,98.48645618,29.4304373078834,34.58,23.9366936042629
182,CHL,Chile,2014,-70.6475,-33.475,HIC,79.4726,49682.37585310282,100.0,3.37299964004682,96.57059478759766,9.9,2.12,7.533333333333334,23.8846061770038,6.65999984741211,4.31106093819938,8432818.0,45.099999999999994,14770.0,0.375030010938644,4.73094987869263,7.80729866,24.666666666666668,259405202008.001,17758969.0,97.68,6.83858746427704,98.94398793,28.9028670653185,33.74,22.8682518073035
183,CHL,Chile,2015,-70.6475,-33.475,HIC,79.746,49093.05398385058,99.71484375,1.78891547121897,96.8741302490234,10.1,2.14,7.833333333333333,24.1675623913967,6.51000022888184,4.57612411690957,8542744.0,44.4,14130.0,0.380730003118515,4.87530994415283,8.30269146,25.133333333333336,242496649874.236,17969356.0,101.43,4.02848854160475,99.36589045,27.8806404106495,32.9,22.5697925543167
184,CHL,Chile,2016,-70.6475,-33.475,HIC,80.0794,48503.732114598344,100.0,1.42769883677928,96.6382064819336,10.2,2.12,7.680000000000001,24.4899641172135,6.73999977111816,4.74983007721478,8652497.0,44.4,13340.0,0.369340002536774,5.34201002120972,8.51866722,25.599999999999998,249298719723.108,18209072.0,100.9,3.19954739747282,99.66651945,26.7795650481737,31.9,20.8768704085084
185,CHL,Chile,2017,-70.6475,-33.475,HIC,80.3501,47914.4102453461,99.6999969482422,2.55859332367332,96.4022827148438,10.3,2.11,7.846666666666668,24.8414795866217,6.96000003814697,4.71401998354799,8846878.0,44.4,13260.0,0.355930000543594,5.41966009140015,9.06854153,26.066666666666666,276364933679.626,18470435.0,99.21,5.29785467324795,100.0000026,27.3811560671383,30.9,21.0362990619754
186,CHL,Chile,2018,-70.6475,-33.475,HIC,80.1334,47252.5044628255,100.0,3.10653394638052,96.4022827148438,10.4,2.06,7.796666666666667,25.1894551949344,7.23000001907349,4.624338350696,8993608.0,44.56666666666666,14580.0,0.366470009088516,5.43316984176636,9.15850449,26.53333333333333,295402652037.155,18729166.0,108.33,5.76285982731167,99.99999739,27.8615227739968,29.9,21.0362990619754
187,CHL,Chile,2019,-70.6475,-33.475,HIC,80.3263,47252.5044628255,100.0,2.34440376377645,96.4022827148438,10.4,2.06,7.766666666666667,25.4891988508901,7.28999996185303,4.82111829925293,9090403.0,44.733333333333334,14900.0,0.340950012207031,5.43316984176636,9.33272362,27.0,278584733103.01,18952035.0,106.81,4.85196740466377,99.99999614,27.1959137923046,29.9,21.0362990619754
188,CHL,Chile,2020,-70.6475,-33.475,HIC,79.3769,47252.5044628255,100.0,0.719778873317274,96.4022827148438,10.6,2.06,7.79,25.710001721513,11.1800003051758,5.0683760319670625,8537487.0,44.9,13120.0,0.2360050082206725,5.43316984176636,7.4840085499999995,27.5,252727193710.018,19116209.0,107.97,2.97239409331009,99.99999872,29.960419189666,29.2,21.0362990619754
189,COL,Colombia,2000,-74.082,4.60987,UMC,71.3201,52476.5981894766,95.1999969482422,4.9551892081097,92.8037796020508,6.4,1.1000000238,6.43,35.7187607030194,20.5200004577637,1.4721183831477,18071395.0,58.7,2340.0,0.131060004234314,3.5112099647522,5.63529348,13.4,99886577330.7271,39629965.0,71.72,5.75601977328153,74.79861635,27.3057722832576,15.1,20.053419966933
190,COL,Colombia,2001,-74.082,4.60987,UMC,71.502,52476.5981894766,98.4700012207031,3.1721650384683,92.8037796020508,6.5,1.1000000238,5.785266666666666,36.2829707075259,15.039999961853,1.46413117104957,18485766.0,57.5,2330.0,0.13289999961853,3.70867991447449,5.94238234,13.799999999999999,98211749595.5442,40255956.0,72.24,3.77989753252906,75.76104919,27.2228150417753,14.719999999999999,20.29969104614186
191,COL,Colombia,2002,-74.082,4.60987,UMC,71.9389,52476.5981894766,94.9055023193359,3.34173775618576,92.8037796020508,6.5,1.1000000238,5.03892,36.8412465074358,14.4799995422363,1.38885617866595,18594245.0,56.0,2370.0,0.155589997768402,4.26812982559204,5.73295689,14.200000000000001,97963003804.7851,40875363.0,73.96,3.89187030313458,76.72172586,27.5290127709183,14.34,20.54596212535072
192,COL,Colombia,2003,-74.082,4.60987,UMC,72.3606,51789.7925795397,95.1293487548828,4.12918369343782,92.8037796020508,6.5,1.1000000238,4.382076666666666,37.389699864804,13.2200002670288,1.35257385352919,19221667.0,53.6,2370.0,0.173979997634888,4.32513999938965,5.77505875,14.6,94641378693.223,41483872.0,76.47,4.79121460320513,77.68062347,28.9037801318181,13.959999999999999,20.79223320455958
193,COL,Colombia,2004,-74.082,4.60987,UMC,72.6951,51102.9869696028,95.3503112792969,4.91872067148224,92.8037796020508,6.5,1.2,4.256313333333334,37.9233465525011,12.7399997711182,1.33354081392646,19187151.0,55.0,2620.0,0.169640004634857,4.07934999465942,5.79892778,15.0,117081522349.677,42075953.0,78.67,6.08513638150472,78.63753542,29.7258920854426,13.58,21.03850428376844
194,COL,Colombia,2005,-74.082,4.60987,UMC,73.0814,50416.1813596659,96.8000030517578,5.42153844792441,92.8486633300781,6.6,1.1,4.1958866666666665,38.4386940063091,11.0600004196167,1.35153730428586,19416752.0,53.9,3000.0,0.165570005774498,4.02098989486694,6.06709814,15.366666666666667,145619191582.061,42647731.0,80.04,6.40188006480631,79.59246238,30.3481497700898,13.2,21.2847753629773
195,COL,Colombia,2006,-74.082,4.60987,UMC,73.468,49729.375749729,95.7930297851563,6.14784548330854,92.2996826171875,6.8,1.0,4.178086666666666,38.9372699414151,11.289999961853,1.33538878336609,19720231.0,53.884229998721175,3500.0,0.164269998669624,3.91671991348267,6.33551502,15.766666666666666,161618581266.316,43200901.0,83.46,7.24245826550571,80.54541227,30.9134600266245,12.84,21.32738937505234
196,COL,Colombia,2007,-74.082,4.60987,UMC,73.8372,49042.5701397921,96.0198440551758,5.23581859289103,92.6517868041992,6.7,1.0,4.274223333333333,39.4209211356467,10.25,1.35307194211632,19577933.0,54.97618317050528,4120.0,0.183070003986359,4.08301019668579,6.49102831,16.166666666666668,206181826825.28,43737512.0,85.97,6.57165592097764,81.49620788,30.5790350660201,12.48,21.37000338712738
197,COL,Colombia,2008,-74.082,4.60987,UMC,74.295,48544.81654464384,96.8067626953125,6.55804313039219,93.3781814575195,7.2,1.16,4.411823333333333,39.8873114015322,10.4899997711182,1.35080864539462,20142417.0,55.3,4710.0,0.195409998297691,3.9387800693512,6.84192705,16.599999999999998,242186950900.775,44254972.0,89.45,8.51734934444362,82.44505834,32.1310911250351,12.12,21.41261739920242
