,PAIS,NOMBRE PAIS,ANIO,LONG,LAT,NIVEL INGRESOS,ESPERANZA,ACCESO AGUA,ACCESO ELECTRICIDAD,AGOTAMIENTO RECURSOS,ALFABETIZACION,ANIOS ESCOLARIDAD,CAMAS HOSPITALES,CONSUMO ALCOHOL,DENSIDAD POBLACION,DESEMPLEO,EMISIONES CO2,FUERZA LABORAL,GINI,INGRESO MEDIO PC,INVERSION DESARROLLO,INVERSION EDUCACION,INVERSION SALUD,OBESIDAD,PIB,POBLACION,PRODUCCION ALIMENTOS,RENTA RECURSOS,SERV SANITARIOS,INDUSTRIA,CONSUMO TABACO,CONTAMINACION AIRE
41,ATG,Antigua and Barbuda,2020,-61.8456,17.1175,HIC,78.8406,540.080181134584,100.0,1.91419459247328,98.9499969482422,9.3,2.89,11.313333333333333,222.563636363636,11.0,6.21646591481089,54839.68000000001,46.433628318584084,13750.0,0.37,3.453125,6.331484795,18.43333333333333,1370281481.48148,97928.0,88.3,0.0,87.50428238,21.1032607520488,8.5,18.6223428464755
42,BHS,"Bahamas, The",2000,-77.339,25.0661,HIC,72.0411,2275.26108620964,100.0,0.0066618784305272,95.6,10.9,3.5,9.566666666666665,29.7747252747253,7.20100021362305,7.48209163045849,161185.0,46.33946830265849,26360.0,0.11222754198996727,2.23284006118774,3.80487037,21.433333333333334,8076470000.0,298045.0,64.11,0.0065462344231874,87.60182734,12.1488719700562,10.7,21.3182006569771
43,BHS,"Bahamas, The",2001,-77.339,25.0661,HIC,72.1101,2275.26108620964,100.0,0.0068902908026473,95.6,10.9,3.4,10.119213333333335,30.2315684315684,6.86999988555908,7.33598133620604,163923.0,44.989775051124745,26560.0,0.11202623060003636,2.244272041320798,3.92440891,21.899999999999995,8317830000.0,302618.0,67.32,0.0067255268148468,88.11921007,9.53614103678483,10.7,21.2678318286626
44,BHS,"Bahamas, The",2002,-77.339,25.0661,HIC,72.2316,2275.26108620964,100.0,0.0081977793571713,95.6,10.9,3.4000000954,10.652013333333334,30.734965034965,9.05000019073486,7.80089546269849,167729.0,44.719836400818,27190.0,0.11182491921010544,2.255704021453856,3.81251955,22.399999999999995,8881160000.0,307657.0,66.11,0.0080276191015993,88.6379844,10.6168563566021,10.7,21.2174630003481
45,BHS,"Bahamas, The",2003,-77.339,25.0661,HIC,72.402,2235.162616444644,100.0,0.0072436037773898,95.6,10.9,3.4,11.416643333333333,31.281018981019,10.8400001525879,7.60084731699977,170367.0,46.87934560327198,27770.0,0.11162360782017453,2.267136001586914,4.01998568,22.899999999999995,8870090000.0,313123.0,72.09,0.0071191326516459,89.15815034,10.870239197122,10.7,21.1670941720336
46,BHS,"Bahamas, The",2004,-77.339,25.0661,HIC,72.478,2195.064146679648,100.0,0.006421061264923,95.6,10.9,3.4,10.970596666666665,31.8574425574426,10.1999998092651,7.0556581674731,173097.0,46.87934560327198,29270.0,0.11142229643024361,2.278567981719972,4.04628181,23.399999999999995,9055290000.0,318893.0,75.78,0.0063208519532434,89.67970787,10.3431253996283,10.7,21.1167253437191
47,BHS,"Bahamas, The",2005,-77.339,25.0661,HIC,72.7654,2154.9656769146522,100.0,0.0063031347032737,95.6,10.9,3.3,10.380469999999999,32.4523476523477,10.1999998092651,6.49534519250797,175701.0,44.98977505112474,30570.0,0.11122098504031269,2.28999996185303,4.03196478,23.866666666666664,9836200000.0,324848.0,75.63,0.0061864658343191,90.20265699,10.8090522762856,10.7,21.0663565154046
48,BHS,"Bahamas, The",2006,-77.339,25.0661,HIC,72.855,2114.867207149656,100.0,0.0075640428614526,95.6,10.9,3.2,10.009556666666667,33.0701298701299,7.53999996185303,6.34379729039057,178645.0,46.78936605316973,30760.0,0.11101967365038176,2.50999999046326,4.30935764,24.333333333333332,10167250000.0,331032.0,78.4,0.0074018592480078,90.72699772,11.7337529813863,10.7,21.07518795175092
49,BHS,"Bahamas, The",2007,-77.339,25.0661,HIC,72.6785,2074.76873738466,100.0,0.0080395220031788,95.6,11.1,3.2,9.754533333333333,33.704995004995,7.88000011444092,6.28358497973864,181402.0,44.0,31090.0,0.11081836226045085,2.73000001907349,4.4963069,24.8,10618340000.0,337387.0,82.0,0.0078641694249099,91.25273005,9.25945110064285,10.7,21.08401938809724
50,BHS,"Bahamas, The",2008,-77.339,25.0661,HIC,72.6671,2044.8736150834122,100.0,0.0088650582875292,95.6,11.2,3.2,9.8598,34.3336663336663,8.18000030517578,6.40130367691958,184093.0,43.280163599182,30900.0,0.11061705087051993,2.89000010490417,4.8630805,25.26666666666667,10526000000.0,343680.0,82.06,0.0088150817951502,91.77985398,10.3895116853506,10.7,21.09285082444356
51,BHS,"Bahamas, The",2009,-77.339,25.0661,HIC,72.5794,2014.978492782164,100.0,0.008748378427155,95.6,11.3,3.2,9.798666666666666,34.9250749250749,14.25,17.6487416369964,186729.0,44.0,28980.0,0.11041573948058901,2.92000007629395,5.15085459,25.733333333333334,9981960000.0,349600.0,79.16,0.008625399326768,92.3083695,10.0100581448934,10.7,21.10168226078988
52,BHS,"Bahamas, The",2010,-77.339,25.0661,HIC,72.7314,1985.083370480916,100.0,0.0156157306093739,95.6,11.4,2.92,9.441813333333334,35.4581418581419,14.3140001296997,5.86021120344527,189247.0,42.56032719836401,28290.0,0.1102144280906581,2.77999997138977,5.25673914,26.166666666666668,10095760000.0,354936.0,93.31,0.015294777644818,92.83827663,11.4998771761611,10.7,21.1105136971362
53,BHS,"Bahamas, The",2011,-77.339,25.0661,HIC,72.5638,1955.1882481796679,100.0,0.0135344925962581,95.6,11.5,2.9,9.203873333333334,35.9223776223776,14.5200004577637,7.14716750581312,191668.0,42.92024539877301,27900.0,0.11001311670072718,2.66000008583069,5.32418823,26.633333333333336,10070450000.0,359583.0,96.3,0.0132816629067002,93.36957535,12.0451419747876,10.68,21.7744249405106
54,BHS,"Bahamas, The",2012,-77.339,25.0661,HIC,72.7528,1925.29312587842,100.0,0.0126560297220335,95.6,11.5,2.86,9.064623333333333,36.3217782217782,14.0200004577637,9.76398643580462,200871.0,41.48057259713702,28590.0,0.10981180531079626,2.60999989509583,5.31907082,27.099999999999998,10720500000.0,363581.0,94.5,0.0123262091368237,93.90226567,13.0339070006063,10.66,20.3170756932496
55,BHS,"Bahamas, The",2013,-77.339,25.0661,HIC,73.0237,1906.9676159171838,100.0,0.0150551146453392,95.6,11.4,2.85,9.270000000000001,36.6795204795205,16.1800003051758,7.65329729868434,199676.0,42.92024539877301,27600.0,0.10961049392086535,2.72000002861023,5.5913291,27.600000000000005,10562800000.0,367162.0,95.69,0.014628204466075,94.24503789,12.8327716135873,10.639999999999999,19.9094007901768
56,BHS,"Bahamas, The",2014,-77.339,25.0661,HIC,73.3658,1888.642105955948,100.0,0.0183954682376565,95.6,11.3,2.76,9.276666666666666,37.0254745254745,13.8000001907349,6.79932541228063,203253.0,39.86094069529652,28180.0,0.10940918253093443,2.5,5.57097006,28.066666666666666,11176100000.0,370625.0,99.45,0.0176754252123636,94.58781011,13.1405409758324,10.62,18.4953332809446
57,BHS,"Bahamas, The",2015,-77.339,25.0661,HIC,73.104,1870.3165959947119,100.0,0.0148463174863833,95.6,11.2,2.83,9.273333333333333,37.3826173826174,12.0,5.90593275827624,206732.0,40.67075664621677,28810.0,0.10920787114100351,2.24990105628967,5.2271986,28.533333333333335,11861900000.0,374200.0,100.94,0.0142284971225151,94.93058233,11.0277442905437,10.6,18.8863062069471
58,BHS,"Bahamas, The",2016,-77.339,25.0661,HIC,73.5368,1851.991086033476,100.0,0.0180362406613073,95.6,11.3,2.895,9.24,37.7545454545455,12.6999998092651,5.39792487319647,210492.0,41.12065439672802,28930.0,0.10900655975107258,2.33118152618408,5.62038803,29.0,11834600000.0,377923.0,99.61,0.0172000157782544,94.93058233,12.0325148293985,10.633333333333333,17.6513206940833
59,BHS,"Bahamas, The",2017,-77.339,25.0661,HIC,73.6317,1833.66557607224,100.0,0.0180641036631009,95.6,11.4,2.96,9.263333333333334,38.1367632367632,9.80000019073486,5.68436348567763,213870.0,37.971370143149294,30580.0,0.10880524836114167,2.42276906967163,6.6088872,29.5,12357600000.0,381749.0,99.91,0.0172668668963389,94.93058233,13.1279536479575,10.666666666666666,17.3677204858567
60,BHS,"Bahamas, The",2018,-77.339,25.0661,HIC,73.8057,1815.1879367796,100.0,0.0140290039157158,95.6,11.4,2.96,9.296666666666667,38.524975024975,10.0,7.26075162346851,217185.0,39.32106339468304,31070.0,0.10860393697121075,2.24967384338379,5.92999935,30.0,12755800000.0,385635.0,99.37,0.0131164597095545,94.93058233,12.2164035183995,10.7,17.3677204858567
61,BHS,"Bahamas, The",2019,-77.339,25.0661,HIC,71.205,1815.1879367796,100.0,0.0130775412648061,95.6,11.4,2.96,9.306666666666667,38.9096903096903,10.0609998703003,7.29166109736758,220584.0,37.701431492842545,32420.0,0.10840262558127983,2.28841733932495,5.74977493,30.5,13192800000.0,389486.0,99.7,0.01245949621164,94.93058233,12.0778000121278,10.7,17.3677204858567
62,BHS,"Bahamas, The",2020,-77.339,25.0661,HIC,72.6766,1815.1879367796,100.0,0.0189395638577938,95.6,11.4,2.96,9.366666666666667,39.2855144855145,13.3210000991821,7.001354110259257,204715.0,35.63190184049081,24290.0,0.10820131419134892,2.3713436126709,4.992349625,31.03333333333333,9699500000.0,393248.0,100.62,0.0179214631341619,94.93058233,12.0294860559823,10.6,17.3677204858567
63,BLZ,Belize,2000,-88.7713,17.2534,UMC,68.5645,58158.3691265192,79.0,0.294085893126247,76.9029769897461,6.9,1.9,5.196666666666666,10.8421744848751,10.8509998321533,1.81957866645101,87259.0,53.3,3150.0,0.368428417227485,5.02842998504639,3.99033976,14.200000000000001,832072450.0,247310.0,94.05,0.275821342068187,82.43798885,18.5363005348873,15.0,27.8414398265816
64,BLZ,Belize,2001,-88.7713,17.2534,UMC,68.3572,58158.3691265192,80.1969604492188,0.297292377742972,76.9029769897461,7.1,1.6999999841,5.043003333333334,11.1822884699693,9.06999969482422,2.07787727194317,90856.0,58.04405898096248,3140.0,0.364571826024489,5.79692983627319,4.63241482,14.6,871590369.32848,255068.0,95.54,0.274365395518254,82.76326435,17.7705415726164,14.6,27.931667607466117
