id_pais,year,agua
PRY,2012,18220.0136727966
PRY,2011,18477.031705338
PRY,2010,18734.0497378794
PRY,2009,18991.0677704208
PRY,2008,19248.0858029622
PRY,2007,19505.1038355036
PRY,2006,19834.05010719818
PRY,2005,20162.99637889276
PRY,2004,20491.94265058734
PRY,2003,20820.88892228192
PRY,2002,21149.8351939765
PRY,2001,21149.8351939765
PRY,2000,21149.8351939765
PAN,2020,32703.9303133353
PAN,2019,32703.9303133353
PAN,2018,32703.9303133353
PAN,2017,33262.1986556812
PAN,2016,33855.22288485934
PAN,2015,34448.24711403748
PAN,2014,35041.27134321562
PAN,2013,35634.29557239376
PAN,2012,36227.3198015719
PAN,2011,36892.27927186222
PAN,2010,37557.23874215254
PAN,2009,38222.19821244286
PAN,2008,38887.15768273318
PAN,2007,39552.1171530235
PAN,2006,40316.92659939212
PAN,2005,41081.73604576074
PAN,2004,41846.54549212936
PAN,2003,42611.35493849798
PAN,2002,43376.1643848666
PAN,2001,43376.1643848666
PAN,2000,43376.1643848666
NIC,2020,24160.5369544391
NIC,2019,24160.5369544391
NIC,2018,24160.5369544391
NIC,2017,24465.7542871454
NIC,2016,24794.80875087644
NIC,2015,25123.863214607478
NIC,2014,25452.91767833852
NIC,2013,25781.972142069557
NIC,2012,26111.0266058006
NIC,2011,26477.664063956498
NIC,2010,26844.301522112397
NIC,2009,27210.9389802683
NIC,2008,27577.5764384242
NIC,2007,27944.2138965801
NIC,2006,28341.20376532348
NIC,2005,28738.193634066858
NIC,2004,29135.18350281024
NIC,2003,29532.173371553617
NIC,2002,29929.163240297
NIC,2001,29929.163240297
NIC,2000,29929.163240297
MEX,2020,3241.12422094349
MEX,2019,3241.12422094349
MEX,2018,3241.12422094349
MEX,2017,3277.8391163792
MEX,2016,3319.782175211094
MEX,2015,3361.7252340429877
MEX,2014,3403.668292874882
MEX,2013,3445.6113517067756
MEX,2012,3487.55441053867
MEX,2011,3539.33017411031
MEX,2010,3591.10593768195
MEX,2009,3642.88170125359
MEX,2008,3694.65746482523
MEX,2007,3746.43322839687
MEX,2006,3801.593549816716
MEX,2005,3856.753871236562
MEX,2004,3911.914192656408
MEX,2003,3967.074514076254
MEX,2002,4022.2348354961
MEX,2001,4022.2348354961
MEX,2000,4022.2348354961
JAM,2020,3687.74858570429
JAM,2019,3687.74858570429
JAM,2018,3687.74858570429
JAM,2017,3705.43075161734
JAM,2016,3725.957026912986
JAM,2015,3746.483302208632
JAM,2014,3767.0095775042782
JAM,2013,3787.535852799924
JAM,2012,3808.06212809557
JAM,2011,3828.3936818220964
JAM,2010,3848.725235548622
JAM,2009,3869.0567892751483
JAM,2008,3889.388343001674
JAM,2007,3909.7198967282
JAM,2006,3931.610377839408
JAM,2005,3953.500858950616
JAM,2004,3975.391340061824
JAM,2003,3997.281821173032
JAM,2002,4019.17230228424
JAM,2001,4019.17230228424
JAM,2000,4019.17230228424
HND,2020,9456.03989685344
HND,2019,9456.03989685344
HND,2018,9456.03989685344
HND,2017,9615.00118358056
HND,2016,9790.443988231968
HND,2015,9965.886792883375
HND,2014,10141.329597534785
HND,2013,10316.772402186192
HND,2012,10492.2152068376
HND,2011,10715.85112537542
HND,2010,10939.487043913241
HND,2009,11163.12296245106
HND,2008,11386.75888098888
HND,2007,11610.3947995267
HND,2006,11905.04283253418
HND,2005,12199.690865541661
HND,2004,12494.33889854914
HND,2003,12788.986931556621
HND,2002,13083.6349645641
HND,2001,13083.6349645641
HND,2000,13083.6349645641
HTI,2020,1169.35952595583
HTI,2019,1169.35952595583
HTI,2018,1169.35952595583
HTI,2017,1184.3530634152
HTI,2016,1201.254745555982
HTI,2015,1218.156427696764
HTI,2014,1235.058109837546
HTI,2013,1251.959791978328
HTI,2012,1268.86147411911
HTI,2011,1289.05526116959
HTI,2010,1309.24904822007
HTI,2009,1329.44283527055
HTI,2008,1349.63662232103
HTI,2007,1369.83040937151
HTI,2006,1393.0263128783101
HTI,2005,1416.2222163851102
HTI,2004,1439.41811989191
HTI,2003,1462.61402339871
HTI,2002,1485.80992690551
HTI,2001,1485.80992690551
HTI,2000,1485.80992690551
GUY,2020,309368.208501336
GUY,2019,309368.208501336
GUY,2018,309368.208501336
GUY,2017,310880.294317211
GUY,2016,312512.5035226288
GUY,2015,314144.71272804664
GUY,2014,315776.9219334644
GUY,2013,317409.13113888225
GUY,2012,319041.3403443
GUY,2011,319803.0456302788
GUY,2010,320564.7509162576
GUY,2009,321326.4562022364
GUY,2008,322088.1614882152
GUY,2007,322849.866774194
GUY,2006,322996.2090470028
GUY,2005,323142.5513198116
GUY,2004,323288.8935926204
GUY,2003,323435.2358654292
GUY,2002,323581.578138238
GUY,2001,323581.578138238
GUY,2000,323581.578138238
GTM,2020,6680.14522586782
GTM,2019,6680.14522586782
GTM,2018,6680.14522586782
GTM,2017,6787.91338672247
GTM,2016,6907.809108359652
GTM,2015,7027.704829996834
GTM,2014,7147.6005516340165
GTM,2013,7267.496273271198
GTM,2012,7387.39199490838
GTM,2011,7530.450247323673
GTM,2010,7673.508499738964
GTM,2009,7816.566752154256
GTM,2008,7959.625004569548
GTM,2007,8102.68325698484
GTM,2006,8280.044744121193
GTM,2005,8457.406231257544
GTM,2004,8634.767718393896
GTM,2003,8812.12920553025
GTM,2002,8989.4906926666
GTM,2001,8989.4906926666
GTM,2000,8989.4906926666
GRD,2020,1794.54279535931
GRD,2019,1794.54279535931
GRD,2018,1794.54279535931
GRD,2017,1803.84941465087
GRD,2016,1815.338773056362
GRD,2015,1826.828131461854
GRD,2014,1838.317489867346
GRD,2013,1849.806848272838
GRD,2012,1861.29620667833
GRD,2011,1869.326555865848
GRD,2010,1877.356905053366
GRD,2009,1885.387254240884
GRD,2008,1893.4176034284021
GRD,2007,1901.44795261592
GRD,2006,1907.12462864104
GRD,2005,1912.8013046661601
GRD,2004,1918.47798069128
GRD,2003,1924.1546567164
GRD,2002,1929.83133274152
GRD,2001,1929.83133274152
GRD,2000,1929.83133274152
SLV,2020,2434.29885028828
SLV,2019,2434.29885028828
SLV,2018,2434.29885028828
SLV,2017,2446.72770910521
SLV,2016,2458.510587934506
SLV,2015,2470.293466763802
SLV,2014,2482.0763455930983
SLV,2013,2493.859224422394
SLV,2012,2505.64210325169
SLV,2011,2516.485067233366
SLV,2010,2527.328031215042
SLV,2009,2538.170995196718
SLV,2008,2549.013959178394
SLV,2007,2559.85692316007
SLV,2006,2572.194012382826
SLV,2005,2584.531101605582
SLV,2004,2596.868190828338
SLV,2003,2609.205280051094
SLV,2002,2621.54236927385
SLV,2001,2621.54236927385
SLV,2000,2621.54236927385
ECU,2020,25895.0306534767
ECU,2019,25895.0306534767
ECU,2018,25895.0306534767
ECU,2017,26356.3072478177
ECU,2016,26802.987760497
ECU,2015,27249.6682731763
ECU,2014,27696.3487858556
ECU,2013,28143.0292985349
ECU,2012,28589.7098112142
ECU,2011,29060.671832406802
ECU,2010,29531.6338535994
ECU,2009,30002.595874792
ECU,2008,30473.5578959846
ECU,2007,30944.5199171772
ECU,2006,31487.47849814164
ECU,2005,32030.437079106083
ECU,2004,32573.39566007052
ECU,2003,33116.35424103496
ECU,2002,33659.3128219994
ECU,2001,33659.3128219994
ECU,2000,33659.3128219994
DOM,2020,2211.31786358088
DOM,2019,2211.31786358088
DOM,2018,2211.31786358088
DOM,2017,2235.3040883902
DOM,2016,2261.512805969532
DOM,2015,2287.721523548864
DOM,2014,2313.930241128196
DOM,2013,2340.1389587075278
DOM,2012,2366.34767628686
DOM,2011,2396.3517754018358
DOM,2010,2426.355874516812
DOM,2009,2456.359973631788
DOM,2008,2486.364072746764
DOM,2007,2516.36817186174
DOM,2006,2551.77809115958
DOM,2005,2587.18801045742
DOM,2004,2622.59792975526
DOM,2003,2658.0078490531
DOM,2002,2693.41776835094
DOM,2001,2693.41776835094
DOM,2000,2693.41776835094
DMA,2020,2792.28213218664
DMA,2019,2792.28213218664
DMA,2018,2792.28213218664
DMA,2017,2798.76854184159
DMA,2016,2802.760358743166
DMA,2015,2806.752175644742
DMA,2014,2810.743992546318
DMA,2013,2814.735809447894
DMA,2012,2818.72762634947
DMA,2011,2819.977792987426
DMA,2010,2821.227959625382
DMA,2009,2822.478126263338
DMA,2008,2823.728292901294
DMA,2007,2824.97845953925
DMA,2006,2832.7204537711477
DMA,2005,2840.4624480030457
DMA,2004,2848.204442234944
DMA,2003,2855.946436466842
DMA,2002,2863.68843069874
DMA,2001,2863.68843069874
DMA,2000,2863.68843069874
CUB,2020,3362.10170516414
CUB,2019,3362.10170516414
CUB,2018,3362.10170516414
CUB,2017,3361.77288543207
CUB,2016,3366.679048045146
CUB,2015,3371.585210658222
CUB,2014,3376.491373271298
CUB,2013,3381.397535884374
CUB,2012,3386.30369849745
CUB,2011,3386.664567390244
CUB,2010,3387.025436283038
CUB,2009,3387.386305175832
CUB,2008,3387.747174068626
CUB,2007,3388.10804296142
CUB,2006,3391.221142124654
CUB,2005,3394.334241287888
CUB,2004,3397.447340451122
CUB,2003,3400.560439614356
CUB,2002,3403.67353877759
CUB,2001,3403.67353877759
CUB,2000,3403.67353877759
CRI,2020,22602.5179204963
CRI,2019,22602.5179204963
CRI,2018,22602.5179204963
CRI,2017,22828.4903600134
CRI,2016,23083.608315645517
CRI,2015,23338.72627127764
CRI,2014,23593.844226909758
CRI,2013,23848.96218254188
CRI,2012,24104.080138174
CRI,2011,24414.23323254866
CRI,2010,24724.38632692332
CRI,2009,25034.53942129798
CRI,2008,25344.69251567264
CRI,2007,25654.8456100473
CRI,2006,26034.832316995322
CRI,2005,26414.819023943342
CRI,2004,26794.80573089136
CRI,2003,27174.79243783938
CRI,2002,27554.7791447874
CRI,2001,27554.7791447874
CRI,2000,27554.7791447874
COL,2020,43192.7987999289
COL,2019,43192.7987999289
COL,2018,43192.7987999289
COL,2017,43856.2020357292
COL,2016,44395.72206139352
COL,2015,44935.24208705784
COL,2014,45474.76211272216
COL,2013,46014.28213838648
COL,2012,46553.8021640508
COL,2011,47051.55575919906
COL,2010,47549.30935434732
COL,2009,48047.06294949558
COL,2008,48544.81654464384
COL,2007,49042.5701397921
COL,2006,49729.375749729
COL,2005,50416.1813596659
COL,2004,51102.9869696028
COL,2003,51789.7925795397
COL,2002,52476.5981894766
COL,2001,52476.5981894766
COL,2000,52476.5981894766
CHL,2020,47252.5044628255
CHL,2019,47252.5044628255
CHL,2018,47252.5044628255
CHL,2017,47914.4102453461
CHL,2016,48503.732114598344
CHL,2015,49093.05398385058
CHL,2014,49682.37585310282
CHL,2013,50271.69772235506
CHL,2012,50861.0195916073
CHL,2011,51396.48946382232
CHL,2010,51931.95933603734
CHL,2009,52467.42920825236
CHL,2008,53002.89908046738
CHL,2007,53538.3689526824
CHL,2006,54115.7843777895
CHL,2005,54693.199802896605
CHL,2004,55270.6152280037
CHL,2003,55848.0306531108
CHL,2002,56425.4460782179
CHL,2001,56425.4460782179
CHL,2000,56425.4460782179
CAN,2020,76891.7723213578
CAN,2019,76891.7723213578
CAN,2018,76891.7723213578
CAN,2017,77985.5409881605
CAN,2016,78808.21601366962
CAN,2015,79630.89103917874
CAN,2014,80453.56606468787
CAN,2013,81276.24109019699
CAN,2012,82098.9161157061
CAN,2011,83010.14224902954
CAN,2010,83921.36838235299
CAN,2009,84832.59451567642
CAN,2008,85743.82064899987
CAN,2007,86655.0467823233
CAN,2006,87500.01204633074
CAN,2005,88344.97731033819
CAN,2004,89189.94257434562
CAN,2003,90034.90783835307
CAN,2002,90879.8731023605
CAN,2001,90879.8731023605
CAN,2000,90879.8731023605
BRA,2020,27025.43742444
BRA,2019,27025.43742444
BRA,2018,27025.43742444
BRA,2017,27238.1071752878
BRA,2016,27471.7310852671
BRA,2015,27705.3549952464
BRA,2014,27938.9789052257
BRA,2013,28172.602815205002
BRA,2012,28406.2267251843
BRA,2011,28679.84042442096
BRA,2010,28953.45412365762
BRA,2009,29227.06782289428
BRA,2008,29500.68152213094
BRA,2007,29774.2952213676
BRA,2006,30125.63880861864
BRA,2005,30476.98239586968
BRA,2004,30828.32598312072
BRA,2003,31179.66957037176
BRA,2002,31531.0131576228
BRA,2001,31531.0131576228
BRA,2000,31531.0131576228
BOL,2020,26732.6924533653
BOL,2019,26732.6924533653
BOL,2018,26732.6924533653
BOL,2017,27115.5173752394
BOL,2016,27541.50710284178
BOL,2015,27967.49683044416
BOL,2014,28393.48655804654
BOL,2013,28819.47628564892
BOL,2012,29245.4660132513
BOL,2011,29746.782783443883
BOL,2010,30248.09955363646
BOL,2009,30749.416323829042
BOL,2008,31250.73309402162
BOL,2007,31752.0498642142
BOL,2006,32344.47825637524
BOL,2005,32936.90664853628
BOL,2004,33529.33504069732
BOL,2003,34121.76343285836
BOL,2002,34714.1918250194
BOL,2001,34714.1918250194
BOL,2000,34714.1918250194
BLZ,2020,39835.9573029543
BLZ,2019,39835.9573029543
BLZ,2018,39835.9573029543
BLZ,2017,40609.4072250682
BLZ,2016,41517.08486419928
BLZ,2015,42424.76250333036
BLZ,2014,43332.44014246144
BLZ,2013,44240.117781592526
BLZ,2012,45147.7954207236
BLZ,2011,46324.53601788282
BLZ,2010,47501.27661504204
BLZ,2009,48678.01721220126
BLZ,2008,49854.75780936048
BLZ,2007,51031.4984065197
BLZ,2006,52456.8725505196
BLZ,2005,53882.2466945195
BLZ,2004,55307.620838519404
BLZ,2003,56732.9949825193
BLZ,2002,58158.3691265192
BLZ,2001,58158.3691265192
BLZ,2000,58158.3691265192
BRB,2020,279.095729835334
BRB,2019,279.095729835334
BRB,2018,279.095729835334
BRB,2017,279.496487078528
BRB,2016,279.995190353698
BRB,2015,280.49389362886797
BRB,2014,280.992596904038
BRB,2013,281.491300179208
BRB,2012,281.990003454378
BRB,2011,283.00119756366456
BRB,2010,284.0123916729512
BRB,2009,285.0235857822378
BRB,2008,286.0347798915244
BRB,2007,287.045974000811
BRB,2006,288.1541680084668
BRB,2005,289.2623620161226
BRB,2004,290.37055602377836
BRB,2003,291.4787500314342
BRB,2002,292.58694403909
BRB,2001,292.58694403909
BRB,2000,292.58694403909
ARG,2020,6562.60856678427
ARG,2019,6562.60856678427
ARG,2018,6562.60856678427
ARG,2017,6629.61182873506
ARG,2016,6703.052575455316
ARG,2015,6776.493322175572
ARG,2014,6849.934068895828
ARG,2013,6923.374815616084
ARG,2012,6996.81556233634
ARG,2011,7069.067057791
ARG,2010,7141.31855324566
ARG,2009,7213.57004870032
ARG,2008,7285.82154415498
ARG,2007,7358.07303960964
ARG,2006,7436.28058296134
ARG,2005,7514.48812631304
ARG,2004,7592.695669664739
ARG,2003,7670.90321301644
ARG,2002,7749.11075636814
ARG,2001,7749.11075636814
ARG,2000,7749.11075636814
ATG,2020,540.080181134584
ATG,2019,540.080181134584
ATG,2018,540.080181134584
ATG,2017,544.930573749018
ATG,2016,550.9797991830497
ATG,2015,557.0290246170816
ATG,2014,563.0782500511134
ATG,2013,569.1274754851453
ATG,2012,575.176700919177
ATG,2011,583.908155532376
ATG,2010,592.639610145575
ATG,2009,601.371064758774
ATG,2008,610.102519371973
ATG,2007,618.833973985172
ATG,2006,627.8930495807401
ATG,2005,636.9521251763084
ATG,2004,646.0112007718766
ATG,2003,655.0702763674449
ATG,2002,664.129351963013
ATG,2001,664.129351963013
ATG,2000,664.129351963013
